evidence_id	original_source	original_reference_build	original_chrom	original_start	original_end	mapped_reference_build	mapped_chrom	mapped_start	mapped_end	mapping_method	mapping_confidence	mapping_status	failure_reason	notes
KGE_00000104	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	3532476	3533918	IRGSP-1.0 / GCF_001433935.1	1	3532476	3533918	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000105	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	3577473	3581859	IRGSP-1.0 / GCF_001433935.1	1	3577473	3581859	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000106	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	3621211	3625338	IRGSP-1.0 / GCF_001433935.1	1	3621211	3625338	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000107	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	3667476	3673008	IRGSP-1.0 / GCF_001433935.1	1	3667476	3673008	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000108	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	3713687	3718631	IRGSP-1.0 / GCF_001433935.1	1	3713687	3718631	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000109	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	3724710	3728731	IRGSP-1.0 / GCF_001433935.1	1	3724710	3728731	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000110	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	3811094	3812179	IRGSP-1.0 / GCF_001433935.1	1	3811094	3812179	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000111	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	3830492	3831846	IRGSP-1.0 / GCF_001433935.1	1	3830492	3831846	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000112	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	3835129	3837642	IRGSP-1.0 / GCF_001433935.1	1	3835129	3837642	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000113	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	3878164	3884017	IRGSP-1.0 / GCF_001433935.1	1	3878164	3884017	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000114	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	3894296	3898729	IRGSP-1.0 / GCF_001433935.1	1	3894296	3898729	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000115	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	3962442	3963990	IRGSP-1.0 / GCF_001433935.1	1	3962442	3963990	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000116	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	4003659	4004887	IRGSP-1.0 / GCF_001433935.1	1	4003659	4004887	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000117	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	4033949	4043431	IRGSP-1.0 / GCF_001433935.1	1	4033949	4043431	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000118	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	4051885	4057571	IRGSP-1.0 / GCF_001433935.1	1	4051885	4057571	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000119	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	4066347	4067319	IRGSP-1.0 / GCF_001433935.1	1	4066347	4067319	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000120	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	4073916	4076438	IRGSP-1.0 / GCF_001433935.1	1	4073916	4076438	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000121	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	4081316	4082680	IRGSP-1.0 / GCF_001433935.1	1	4081316	4082680	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000122	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	4104804	4108508	IRGSP-1.0 / GCF_001433935.1	1	4104804	4108508	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000123	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	4127232	4140631	IRGSP-1.0 / GCF_001433935.1	1	4127232	4140631	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000124	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	4234573	4244531	IRGSP-1.0 / GCF_001433935.1	1	4234573	4244531	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000125	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	4264247	4270356	IRGSP-1.0 / GCF_001433935.1	1	4264247	4270356	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000126	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	4313699	4315812	IRGSP-1.0 / GCF_001433935.1	1	4313699	4315812	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000127	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	4329461	4338486	IRGSP-1.0 / GCF_001433935.1	1	4329461	4338486	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000128	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	4347188	4356468	IRGSP-1.0 / GCF_001433935.1	1	4347188	4356468	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000129	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	4415416	4416182	IRGSP-1.0 / GCF_001433935.1	1	4415416	4416182	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000130	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	4449070	4449876	IRGSP-1.0 / GCF_001433935.1	1	4449070	4449876	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000131	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	4536009	4540065	IRGSP-1.0 / GCF_001433935.1	1	4536009	4540065	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000132	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	4534021	4540216	IRGSP-1.0 / GCF_001433935.1	1	4534021	4540216	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000133	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	4572446	4573421	IRGSP-1.0 / GCF_001433935.1	1	4572446	4573421	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000134	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	4621925	4631262	IRGSP-1.0 / GCF_001433935.1	1	4621925	4631262	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000135	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	4665786	4667062	IRGSP-1.0 / GCF_001433935.1	1	4665786	4667062	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000136	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	4696963	4700004	IRGSP-1.0 / GCF_001433935.1	1	4696963	4700004	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000137	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	4739271	4744472	IRGSP-1.0 / GCF_001433935.1	1	4739271	4744472	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000138	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	4820155	4823129	IRGSP-1.0 / GCF_001433935.1	1	4820155	4823129	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000139	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	4826590	4828733	IRGSP-1.0 / GCF_001433935.1	1	4826590	4828733	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000140	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	4879909	4885840	IRGSP-1.0 / GCF_001433935.1	1	4879909	4885840	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000141	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	4879873	4885840	IRGSP-1.0 / GCF_001433935.1	1	4879873	4885840	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000142	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	4879215	4885839	IRGSP-1.0 / GCF_001433935.1	1	4879215	4885839	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000143	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	4917960	4919224	IRGSP-1.0 / GCF_001433935.1	1	4917960	4919224	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000144	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	4949133	4951123	IRGSP-1.0 / GCF_001433935.1	1	4949133	4951123	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000145	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	5002454	5004321	IRGSP-1.0 / GCF_001433935.1	1	5002454	5004321	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000146	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	5030157	5037142	IRGSP-1.0 / GCF_001433935.1	1	5030157	5037142	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000147	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	5028275	5037189	IRGSP-1.0 / GCF_001433935.1	1	5028275	5037189	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000148	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	5060605	5065209	IRGSP-1.0 / GCF_001433935.1	1	5060605	5065209	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000149	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	5099555	5102080	IRGSP-1.0 / GCF_001433935.1	1	5099555	5102080	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000150	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	5201862	5203996	IRGSP-1.0 / GCF_001433935.1	1	5201862	5203996	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000151	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	5236623	5244023	IRGSP-1.0 / GCF_001433935.1	1	5236623	5244023	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000152	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	5238162	5244520	IRGSP-1.0 / GCF_001433935.1	1	5238162	5244520	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000153	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	5270449	5275585	IRGSP-1.0 / GCF_001433935.1	1	5270449	5275585	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000154	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	5288136	5302247	IRGSP-1.0 / GCF_001433935.1	1	5288136	5302247	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000155	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	5307415	5324478	IRGSP-1.0 / GCF_001433935.1	1	5307415	5324478	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000156	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	5426518	5431635	IRGSP-1.0 / GCF_001433935.1	1	5426518	5431635	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000157	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	5478545	5479749	IRGSP-1.0 / GCF_001433935.1	1	5478545	5479749	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000158	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	5540631	5541520	IRGSP-1.0 / GCF_001433935.1	1	5540631	5541520	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000159	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	5549651	5551003	IRGSP-1.0 / GCF_001433935.1	1	5549651	5551003	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000160	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	5560202	5568844	IRGSP-1.0 / GCF_001433935.1	1	5560202	5568844	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000161	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	5663323	5668903	IRGSP-1.0 / GCF_001433935.1	1	5663323	5668903	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000162	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	5668988	5671470	IRGSP-1.0 / GCF_001433935.1	1	5668988	5671470	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000163	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	5731513	5734532	IRGSP-1.0 / GCF_001433935.1	1	5731513	5734532	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000164	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	5764511	5768024	IRGSP-1.0 / GCF_001433935.1	1	5764511	5768024	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000165	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	5774293	5778466	IRGSP-1.0 / GCF_001433935.1	1	5774293	5778466	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000166	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	5814827	5819207	IRGSP-1.0 / GCF_001433935.1	1	5814827	5819207	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000167	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	5890605	5898131	IRGSP-1.0 / GCF_001433935.1	1	5890605	5898131	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000168	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	5899561	5909560	IRGSP-1.0 / GCF_001433935.1	1	5899561	5909560	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000169	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	5968819	5972489	IRGSP-1.0 / GCF_001433935.1	1	5968819	5972489	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000170	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	6005040	6007163	IRGSP-1.0 / GCF_001433935.1	1	6005040	6007163	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000171	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	6017745	6022156	IRGSP-1.0 / GCF_001433935.1	1	6017745	6022156	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000172	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	6139513	6142124	IRGSP-1.0 / GCF_001433935.1	1	6139513	6142124	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000173	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	6221640	6224242	IRGSP-1.0 / GCF_001433935.1	1	6221640	6224242	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000174	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	6278520	6283559	IRGSP-1.0 / GCF_001433935.1	1	6278520	6283559	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000175	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	6444246	6456068	IRGSP-1.0 / GCF_001433935.1	1	6444246	6456068	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000176	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	6494516	6499766	IRGSP-1.0 / GCF_001433935.1	1	6494516	6499766	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000177	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	6507368	6514640	IRGSP-1.0 / GCF_001433935.1	1	6507368	6514640	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000178	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	6528797	6531845	IRGSP-1.0 / GCF_001433935.1	1	6528797	6531845	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000179	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	6541008	6543076	IRGSP-1.0 / GCF_001433935.1	1	6541008	6543076	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000180	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	6564697	6568140	IRGSP-1.0 / GCF_001433935.1	1	6564697	6568140	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000181	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	6626040	6630462	IRGSP-1.0 / GCF_001433935.1	1	6626040	6630462	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000182	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	6659237	6662320	IRGSP-1.0 / GCF_001433935.1	1	6659237	6662320	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000183	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	6710757	6714433	IRGSP-1.0 / GCF_001433935.1	1	6710757	6714433	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000184	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	6722205	6722600	IRGSP-1.0 / GCF_001433935.1	1	6722205	6722600	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000185	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	6766511	6770164	IRGSP-1.0 / GCF_001433935.1	1	6766511	6770164	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000186	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	6774202	6776856	IRGSP-1.0 / GCF_001433935.1	1	6774202	6776856	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000187	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	6781758	6786465	IRGSP-1.0 / GCF_001433935.1	1	6781758	6786465	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000188	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	6787094	6789730	IRGSP-1.0 / GCF_001433935.1	1	6787094	6789730	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000189	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	6790651	6793338	IRGSP-1.0 / GCF_001433935.1	1	6790651	6793338	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000190	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	6857345	6860952	IRGSP-1.0 / GCF_001433935.1	1	6857345	6860952	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000191	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	6922127	6922762	IRGSP-1.0 / GCF_001433935.1	1	6922127	6922762	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000192	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	6967617	6970152	IRGSP-1.0 / GCF_001433935.1	1	6967617	6970152	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000193	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	7009033	7010505	IRGSP-1.0 / GCF_001433935.1	1	7009033	7010505	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000194	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	7024297	7030591	IRGSP-1.0 / GCF_001433935.1	1	7024297	7030591	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000195	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	7038103	7042925	IRGSP-1.0 / GCF_001433935.1	1	7038103	7042925	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000196	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	7081736	7085798	IRGSP-1.0 / GCF_001433935.1	1	7081736	7085798	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000197	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	7100073	7103266	IRGSP-1.0 / GCF_001433935.1	1	7100073	7103266	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000198	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	7100984	7103159	IRGSP-1.0 / GCF_001433935.1	1	7100984	7103159	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000199	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	7157780	7164385	IRGSP-1.0 / GCF_001433935.1	1	7157780	7164385	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000200	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	7164735	7167377	IRGSP-1.0 / GCF_001433935.1	1	7164735	7167377	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000201	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	7216513	7225127	IRGSP-1.0 / GCF_001433935.1	1	7216513	7225127	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000202	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	7249771	7253688	IRGSP-1.0 / GCF_001433935.1	1	7249771	7253688	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000203	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	7265286	7271209	IRGSP-1.0 / GCF_001433935.1	1	7265286	7271209	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000204	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	7278745	7280241	IRGSP-1.0 / GCF_001433935.1	1	7278745	7280241	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000205	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	7385895	7388164	IRGSP-1.0 / GCF_001433935.1	1	7385895	7388164	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
KGE_00000206	RAP-DB_curated_genes	IRGSP-1.0 / GCF_001433935.1	1	7400509	7404310	IRGSP-1.0 / GCF_001433935.1	1	7400509	7404310	source_reported_gene_coordinate_or_annotation_join	high	mapped_high_confidence	NA	coordinate mapping audit; not a causal label
