qtl_evidence_id	trait_id_or_name	trait_name_normalized	chrom	start	end	interval_length	source_database	source_record_id	evidence_type	coordinate_mapping_status	reference_build	linked_gene_id	linked_gene_symbol	allowed_usage	notes
QTL_QTARO_00000093	basal root thickness	basal root thickness	1	14045859	42715593	28669735	Q-TARO	93	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	brt1d	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only; broad_interval
QTL_QTARO_00000094	index of drought resistance	index of drought resistance	2	36028513	36318752	290240	Q-TARO	94	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	idr2	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
QTL_QTARO_00000095	root dry weight	root dry weight	9	12410287	18491736	6081450	Q-TARO	95	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	rdw9	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only; broad_interval
QTL_QTARO_00000096	root dry weight/root fresh weight	root dry weight root fresh weight	6	4844259	5425602	581344	Q-TARO	96	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	rrsd6b	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
QTL_QTARO_00000097	root fresh weight	root fresh weight	1	7476658	35715948	28239291	Q-TARO	97	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	rfw1b	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only; broad_interval
QTL_QTARO_00000098	root number	root number	7	11391449	13444846	2053398	Q-TARO	98	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	rn7a	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
QTL_QTARO_00000099	Plant weight low N condition 	plant weight low n condition	3	23850041	25360678	1510638	Q-TARO	99	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	n-p3	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
QTL_QTARO_00000100	Plant weight normal N condition 	plant weight normal n condition	1	196647	1891262	1694616	Q-TARO	100	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	n+p1a	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
QTL_QTARO_00000101	Relative root weight 	relative root weight	1	39466088	43764612	4298525	Q-TARO	101	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	rrw1b	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
QTL_QTARO_00000102	Relative shoot weight 	relative shoot weight	1	43765087	44751487	986401	Q-TARO	102	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	rsw1c	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
QTL_QTARO_00000103	Shoot weight low N condition	shoot weight low n condition	4	35277669	35283358	5690	Q-TARO	103	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	n-s4	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
QTL_QTARO_00000104	Shoot weight normal N condition	shoot weight normal n condition	1	196647	1891262	1694616	Q-TARO	104	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	n+s1a	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
QTL_QTARO_00000105	palealess mutant (pal)	palealess mutant pal	6	4032516	4212697	180182	Q-TARO	105	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	pal1	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
QTL_QTARO_00000106	Grain number per planicle	grain number per planicle	2	33667096	36028798	2361703	Q-TARO	106	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	gn2.1	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
QTL_QTARO_00000107	Grain number per plant	grain number per plant	5	5311917	10787755	5475839	Q-TARO	107	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	gnp5.1	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only; broad_interval
QTL_QTARO_00000108	Test (1000) grain weight	test 1000 grain weight	2	33667096	36028798	2361703	Q-TARO	108	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	gw2.1	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
QTL_QTARO_00000109	Number of panicles per plant	number of panicles per plant	2	11418741	21658842	10240102	Q-TARO	109	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	np2.2	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only; broad_interval
QTL_QTARO_00000110	Number of tillers per plant	number of tillers per plant	5	7509091	10787755	3278665	Q-TARO	110	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	nt5.1	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
QTL_QTARO_00000111	Panicle length	panicle length	2	33667096	36028798	2361703	Q-TARO	111	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	pl2.1	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
QTL_QTARO_00000112	Plant height	plant height	1	4424186	5941561	1517376	Q-TARO	112	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	ph1.1	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
QTL_QTARO_00000113	Plot yield	plot yield	2	21658702	26758298	5099597	Q-TARO	113	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	yld2.1	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only; broad_interval
QTL_QTARO_00000114	Spikelet fertility	spikelet fertility	1	34810383	38491404	3681022	Q-TARO	114	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	sf1.1	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
QTL_QTARO_00000115	Spikelet number per ppanicle	spikelet number per ppanicle	2	33667096	36028798	2361703	Q-TARO	115	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	sn2.1	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
QTL_QTARO_00000116	Spikelet number per  plant	spikelet number per plant	5	5311917	10787755	5475839	Q-TARO	116	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	snp5.1	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only; broad_interval
QTL_QTARO_00000117	Yield per plant	yield per plant	9	19464779	23552932	4088154	Q-TARO	117	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	yldp9.1	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
QTL_QTARO_00000118	flag-leafwidth	flag leafwidth	3	25891087	27899169	2008083	Q-TARO	118	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	QFlw3	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
QTL_QTARO_00000119	heading date	heading date	6	8054255	11750090	3695836	Q-TARO	119	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	NA	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
QTL_QTARO_00000120	GLH-resistance	glh resistance	3	16196565	16199182	2618	Q-TARO	120	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	NA	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
QTL_QTARO_00000121	adventitious root number(flooding)	adventitious root number flooding	1	40287847	41923950	1636104	Q-TARO	121	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	NA	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
QTL_QTARO_00000122	root dry weight(flooding)	root dry weight flooding	3	13274763	16024796	2750034	Q-TARO	122	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	NA	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
QTL_QTARO_00000123	seminal root length(upland)	seminal root length upland	5	2069338	2760413	691076	Q-TARO	123	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	NA	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
QTL_QTARO_00000124	adventitious root number(upland)	adventitious root number upland	1	32494603	32627034	132432	Q-TARO	124	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	NA	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
QTL_QTARO_00000125	Relative germination vigor(RGV)	relative germination vigor rgv	8	26582935	28166213	1583279	Q-TARO	125	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	qRGV-8	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
QTL_QTARO_00000126	Relative germination rate(RGR)	relative germination rate rgr	5	24086072	27457701	3371630	Q-TARO	126	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	qRGR-5	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
QTL_QTARO_00000127	leaf rolling of  spraying (LRS)	leaf rolling of spraying lrs	2	7462419	11418936	3956518	Q-TARO	127	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	qLRS-2	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
QTL_QTARO_00000128	leaf rolling of  culturing (LRC)	leaf rolling of culturing lrc	1	28571547	34744337	6172791	Q-TARO	128	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	qLRC-1	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only; broad_interval
QTL_QTARO_00000129	Plant mortality  (Sep-Dec)	plant mortality sep dec	1	40038301	40288357	250057	Q-TARO	129	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	Zmt1	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
QTL_QTARO_00000130	pollen sterility (Wide-compatibility)	pollen sterility wide compatibility	5	1243631	1376781	133151	Q-TARO	130	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	f5-Du	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
QTL_QTARO_00000131	biomass yield 	biomass yield	2	18269869	20729299	2459431	Q-TARO	131	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	2-3SY	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
QTL_QTARO_00000132	delta13 (2001 grain)	delta13 2001 grain	4	25273817	25274481	665	Q-TARO	132	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	NA	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
QTL_QTARO_00000133	delta13 (2002 grain)	delta13 2002 grain	9	6491728	6492209	482	Q-TARO	133	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	NA	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
QTL_QTARO_00000134	delta13 C(2003)	delta13 c 2003	9	6491728	6492209	482	Q-TARO	134	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	NA	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
QTL_QTARO_00000135	delta13 C(2004)	delta13 c 2004	9	6491728	6492209	482	Q-TARO	135	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	NA	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
QTL_QTARO_00000136	SPAD	spad	7	25961839	25965832	3994	Q-TARO	136	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	NA	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
QTL_QTARO_00000137	Seed dormancy	seed dormancy	12	23698130	26368115	2669986	Q-TARO	137	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	qSD12	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
QTL_QTARO_00000138	short-root 	short root	9	19479227	19479974	748	Q-TARO	138	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	OsGNA1	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
QTL_QTARO_00000139	dwarf phenotype and leaves with abnormally rounded tip regions	dwarf phenotype and leaves with abnormally rounded tip regions	1	29747390	29878594	131205	Q-TARO	139	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	dgl1	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
QTL_QTARO_00000140	allelopathic effect (inhibition of root enlongation of lettuce	allelopathic effect inhibition of root enlongation of lettuce	6	31821199	31825208	4010	Q-TARO	140	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	NA	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
QTL_QTARO_00000141	low temperature germinablity	low temperature germinablity	4	4433646	4435752	2107	Q-TARO	141	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	qLTG-4-1	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
QTL_QTARO_00000142	blast field resistance	blast field resistance	4	31923161	31926406	3246	Q-TARO	142	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	qBFR-4-1	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
QTL_QTARO_00000143	days-to-heading	days to heading	6	8054255	8066362	12108	Q-TARO	143	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	qDTH-6	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
QTL_QTARO_00000144	culm length	culm length	12	12388491	12390602	2112	Q-TARO	144	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	qCL-12	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
QTL_QTARO_00000145	panicle length	panicle length	6	28536072	28538177	2106	Q-TARO	145	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	qPL-6	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
QTL_QTARO_00000146	1st internode length	1st internode length	3	36297173	36303203	6031	Q-TARO	146	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	qIN1-3	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
QTL_QTARO_00000147	2nd internode length	2nd internode length	1	39466088	39470731	4644	Q-TARO	147	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	qIN2-1	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
QTL_QTARO_00000148	3rd internode length	3rd internode length	6	25794136	25797291	3156	Q-TARO	148	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	qIN3-6	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
QTL_QTARO_00000149	4th internode length	4th internode length	12	12388491	12390602	2112	Q-TARO	149	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	qIN4-12	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
QTL_QTARO_00000150	5th internode length	5th internode length	12	12388491	12390602	2112	Q-TARO	150	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	qIN5-12	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
QTL_QTARO_00000151	6th internode length	6th internode length	6	8054255	8066362	12108	Q-TARO	151	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	qIN6-6	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
QTL_QTARO_00000152	耐冷性検定圃場における稔実率	NA	1	41703909	41707366	3458	Q-TARO	152	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	qCT-1	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
QTL_QTARO_00000153	days to heading	days to heading	3	975995	1427051	451057	Q-TARO	153	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	Hd9	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
QTL_QTARO_00000154	grain length	grain length	11	2827521	20702000	17874480	Q-TARO	154	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	NA	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only; broad_interval
QTL_QTARO_00000155	grain width	grain width	5	19258755	28755091	9496337	Q-TARO	155	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	NA	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only; broad_interval
QTL_QTARO_00000156	grain thickness	grain thickness	5	19258755	28755091	9496337	Q-TARO	156	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	NA	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only; broad_interval
QTL_QTARO_00000157	white core	white core	12	970495	8828505	7858011	Q-TARO	157	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	NA	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only; broad_interval
QTL_QTARO_00000158	white belly	white belly	5	19258755	28755091	9496337	Q-TARO	158	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	NA	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only; broad_interval
QTL_QTARO_00000159	protein content	protein content	11	24323354	24323830	477	Q-TARO	159	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	NA	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
QTL_QTARO_00000160	blast field resistance	blast field resistance	11	21898615	21903367	4753	Q-TARO	160	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	NA	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
QTL_QTARO_00000161	Fertility restorer	fertility restorer	10	19577439	22770151	3192713	Q-TARO	161	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	Rf1	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
QTL_QTARO_00000162	crown root less	crown root less	3	2630287	2795703	165417	Q-TARO	162	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	crl1	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
QTL_QTARO_00000163	dwarf	dwarf	2	13202780	17226219	4023440	Q-TARO	163	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	d50	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
QTL_QTARO_00000164	notched kernel	notched kernel	5	27729674	27735241	5568	Q-TARO	164	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	nk2(t)	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
QTL_QTARO_00000165	slender kernel	slender kernel	2	32710995	33265069	554075	Q-TARO	165	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	sk1(t)	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
QTL_QTARO_00000166	high amount of glutelin precursor	high amount of glutelin precursor	4	27204061	27357420	153360	Q-TARO	166	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	glup3	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
QTL_QTARO_00000167	seed shattering	seed shattering	4	34553977	35281498	727522	Q-TARO	167	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	Sh3	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
QTL_QTARO_00000168	seed shattering	seed shattering	4	34553977	35281498	727522	Q-TARO	168	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	Sh3-gla	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
QTL_QTARO_00000169	inhibition of seed shattering	inhibition of seed shattering	4	34553977	35281498	727522	Q-TARO	169	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	iSh3(t)	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
QTL_QTARO_00000170	seed shattering	seed shattering	5	4085166	4087911	2746	Q-TARO	170	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	Sh6-mer	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
QTL_QTARO_00000171	seed shattering	seed shattering	5	20217134	20220313	3180	Q-TARO	171	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	Sh5-glum	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
QTL_QTARO_00000172	resistance to green rice leafhopper (GRH)	resistance to green rice leafhopper grh	2	23191143	31166188	7975046	Q-TARO	172	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	qGRH-2	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only; broad_interval
QTL_QTARO_00000173	bacterial leaf blight resistance	bacterial leaf blight resistance	7	13444285	13444846	562	Q-TARO	173	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	xa8	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
QTL_QTARO_00000174	Awned	awned	1	6273283	9865716	3592434	Q-TARO	174	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	An9	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
QTL_QTARO_00000175	Awned	awned	1	28571547	36953571	8382025	Q-TARO	175	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	An10	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only; broad_interval
QTL_QTARO_00000176	Awned	awned	8	27930045	27930287	243	Q-TARO	176	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	An6-mer	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
QTL_QTARO_00000177	Awned	awned	4	6571336	20053733	13482398	Q-TARO	177	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	An8-glum	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only; broad_interval
QTL_QTARO_00000178	Awned	awned	5	5266957	7818948	2551992	Q-TARO	178	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	An7-glum	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
QTL_QTARO_00000179	stigma exertion	stigma exertion	12	27662696	27664972	2277	Q-TARO	179	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	NA	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
QTL_QTARO_00000180	yellowish-green leaf	yellowish green leaf	5	7509091	16531609	9022519	Q-TARO	180	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	yl(t)	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only; broad_interval
QTL_QTARO_00000181	glutelin subunit polypeptides 	glutelin subunit polypeptides	3	18470802	18600010	129209	Q-TARO	181	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	Glu6	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
QTL_QTARO_00000182	low temperature germinablity	low temperature germinablity	7	17530626	22912990	5382365	Q-TARO	182	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	qLTG-7	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only; broad_interval
QTL_QTARO_00000183	tolerance to ferrous iron toxicity	tolerance to ferrous iron toxicity	3	488942	979543	490602	Q-TARO	183	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	NA	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
QTL_QTARO_00000184	bacterial blight disease resistance	bacterial blight disease resistance	11	21483290	23651853	2168564	Q-TARO	184	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	Xa21	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
QTL_QTARO_00000185	starch debranching enzyme	starch debranching enzyme	4	4433646	4435752	2107	Q-TARO	185	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	Re	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
QTL_QTARO_00000186	Chalcone synthase	chalcone synthase	11	20614217	22645738	2031522	Q-TARO	186	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	chs	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
QTL_QTARO_00000187	vacuolar H+-pyrophosphatase	vacuolar h pyrophosphatase	6	27039549	27287933	248385	Q-TARO	187	qtl_interval	region_level_only	Q-TARO source coordinates; treated as IRGSP-1.0-compatible but coordinate_build_uncertain	NA	OVP1	development_evidence_candidate	Q-TARO interval is region-level weak localization reference only
