rank_record_id	object_id	trait_id	object_type	assigned_split	prototype_locked_not_final	score_source	score_version	score_level_used	adapter_id	n_decoys_expected	n_decoys_with_score	n_decoys_rankable	evidence_score	dry_run_rank	dry_run_rank_percentile	dry_run_top1_indicator	dry_run_top5_indicator	evidence_vs_decoy_mean_delta	evidence_vs_decoy_median_delta	can_rank	rank_failure_reason	dry_run_only	notes
DRRANK_000000082	OBJ_GENE_00000149	data_lt_2007__cult_code_repro	gene	dev	true	baseline:random_uniform	v0_1_chr1_snp_20260516	window	ADAPT_GENE_WINDOW_MEAN_V1	5	5	5	0.4316438046	5	0.3333333333	false	true	-0.0377437033	-0.1121652399	true	NA	true	rank position is dry-run diagnostic only; not a formal top-k or benchmark metric
DRRANK_000000083	OBJ_GENE_00000149	data_lt_2007__cult_code_repro	gene	dev	true	baseline:shuffled_trait	v0_1_chr1_snp_20260516	window	ADAPT_GENE_WINDOW_MEAN_V1	5	5	5	0	1	1	true	true	0	0	true	NA	true	rank position is dry-run diagnostic only; not a formal top-k or benchmark metric
DRRANK_000000084	OBJ_GENE_00000149	data_lt_2007__cult_code_repro	gene	dev	true	baseline:window_snp_density	v0_1_chr1_snp_20260516	window	ADAPT_GENE_WINDOW_MEAN_V1	5	5	5	83	4	0.5	false	true	-1.9	-3	true	NA	true	rank position is dry-run diagnostic only; not a formal top-k or benchmark metric
DRRANK_000000085	OBJ_GENE_00000153	data_lt_2007__cult_code_repro	gene	dev	true	baseline:genomic_position	v0_1_chr1_snp_20260516	window	ADAPT_GENE_WINDOW_MEAN_V1	5	5	5	0.1207508562	3	0.6666666667	false	true	-0.00011555102	0.0011555104	true	NA	true	rank position is dry-run diagnostic only; not a formal top-k or benchmark metric
DRRANK_000000086	OBJ_GENE_00000153	data_lt_2007__cult_code_repro	gene	dev	true	baseline:random_uniform	v0_1_chr1_snp_20260516	window	ADAPT_GENE_WINDOW_MEAN_V1	5	5	5	0.3928156134	4	0.5	false	true	-0.06676635722	-0.0547213535	true	NA	true	rank position is dry-run diagnostic only; not a formal top-k or benchmark metric
DRRANK_000000087	OBJ_GENE_00000153	data_lt_2007__cult_code_repro	gene	dev	true	baseline:shuffled_trait	v0_1_chr1_snp_20260516	window	ADAPT_GENE_WINDOW_MEAN_V1	5	5	5	0	1	1	true	true	0	0	true	NA	true	rank position is dry-run diagnostic only; not a formal top-k or benchmark metric
DRRANK_000000088	OBJ_GENE_00000153	data_lt_2007__cult_code_repro	gene	dev	true	baseline:window_snp_density	v0_1_chr1_snp_20260516	window	ADAPT_GENE_WINDOW_MEAN_V1	5	5	5	66.5	6	0.1666666667	false	false	-9.3	-6.5	true	NA	true	rank position is dry-run diagnostic only; not a formal top-k or benchmark metric
DRRANK_000000089	OBJ_GENE_00000158	data_lt_2007__spkf	gene	dev	true	baseline:genomic_position	v0_1_chr1_snp_20260516	window	ADAPT_GENE_WINDOW_MEAN_V1	5	5	5	0.126528408	2	0.8333333333	false	true	0.0004622041	0.0011555103	true	NA	true	rank position is dry-run diagnostic only; not a formal top-k or benchmark metric
DRRANK_000000090	OBJ_GENE_00000158	data_lt_2007__spkf	gene	dev	true	baseline:random_uniform	v0_1_chr1_snp_20260516	window	ADAPT_GENE_WINDOW_MEAN_V1	5	5	5	0.85148521	1	1	true	true	0.1223747221	0.1134444889	true	NA	true	rank position is dry-run diagnostic only; not a formal top-k or benchmark metric
DRRANK_000000091	OBJ_GENE_00000158	data_lt_2007__spkf	gene	dev	true	baseline:shuffled_trait	v0_1_chr1_snp_20260516	window	ADAPT_GENE_WINDOW_MEAN_V1	5	5	5	0	1	1	true	true	0	0	true	NA	true	rank position is dry-run diagnostic only; not a formal top-k or benchmark metric
DRRANK_000000092	OBJ_GENE_00000158	data_lt_2007__spkf	gene	dev	true	baseline:window_snp_density	v0_1_chr1_snp_20260516	window	ADAPT_GENE_WINDOW_MEAN_V1	5	5	5	81.5	4	0.5	false	true	-3.1	-7	true	NA	true	rank position is dry-run diagnostic only; not a formal top-k or benchmark metric
DRRANK_000000093	OBJ_GENE_00000159	data_lt_2007__cult_code_repro	gene	dev	true	baseline:genomic_position	v0_1_chr1_snp_20260516	window	ADAPT_GENE_WINDOW_MEAN_V1	5	5	5	0.1271061632	3	0.6666666667	false	true	0.0003466531	0.0005777552	true	NA	true	rank position is dry-run diagnostic only; not a formal top-k or benchmark metric
DRRANK_000000094	OBJ_GENE_00000159	data_lt_2007__cult_code_repro	gene	dev	true	baseline:random_uniform	v0_1_chr1_snp_20260516	window	ADAPT_GENE_WINDOW_MEAN_V1	5	5	5	0.5097458573	2	0.8333333333	false	true	0.1661922773	0.2387435248	true	NA	true	rank position is dry-run diagnostic only; not a formal top-k or benchmark metric
DRRANK_000000095	OBJ_GENE_00000159	data_lt_2007__cult_code_repro	gene	dev	true	baseline:shuffled_trait	v0_1_chr1_snp_20260516	window	ADAPT_GENE_WINDOW_MEAN_V1	5	5	5	0	1	1	true	true	0	0	true	NA	true	rank position is dry-run diagnostic only; not a formal top-k or benchmark metric
DRRANK_000000096	OBJ_GENE_00000159	data_lt_2007__cult_code_repro	gene	dev	true	baseline:window_snp_density	v0_1_chr1_snp_20260516	window	ADAPT_GENE_WINDOW_MEAN_V1	5	5	5	81	5	0.3333333333	false	true	-7.7	-6.5	true	NA	true	rank position is dry-run diagnostic only; not a formal top-k or benchmark metric
DRRANK_000000097	OBJ_GENE_00000163	data_lt_2007__cult_code_repro	gene	dev	true	baseline:genomic_position	v0_1_chr1_snp_20260516	window	ADAPT_GENE_WINDOW_MEAN_V1	5	5	5	0.1311504494	4	0.5	false	true	-0.00046220418	-0.0011555104	true	NA	true	rank position is dry-run diagnostic only; not a formal top-k or benchmark metric
DRRANK_000000098	OBJ_GENE_00000163	data_lt_2007__cult_code_repro	gene	dev	true	baseline:random_uniform	v0_1_chr1_snp_20260516	window	ADAPT_GENE_WINDOW_MEAN_V1	5	5	5	0.02083714895	5	0.3333333333	false	true	-0.3118919133	-0.3574313149	true	NA	true	rank position is dry-run diagnostic only; not a formal top-k or benchmark metric
DRRANK_000000099	OBJ_GENE_00000163	data_lt_2007__cult_code_repro	gene	dev	true	baseline:shuffled_trait	v0_1_chr1_snp_20260516	window	ADAPT_GENE_WINDOW_MEAN_V1	5	5	5	0	1	1	true	true	0	0	true	NA	true	rank position is dry-run diagnostic only; not a formal top-k or benchmark metric
DRRANK_000000100	OBJ_GENE_00000163	data_lt_2007__cult_code_repro	gene	dev	true	baseline:window_snp_density	v0_1_chr1_snp_20260516	window	ADAPT_GENE_WINDOW_MEAN_V1	5	5	5	120	1	1	true	true	19.7	29.5	true	NA	true	rank position is dry-run diagnostic only; not a formal top-k or benchmark metric
DRRANK_000000101	OBJ_GENE_00000165	data_lt_2007__cult_code_repro	gene	dev	true	baseline:genomic_position	v0_1_chr1_snp_20260516	window	ADAPT_GENE_WINDOW_MEAN_V1	5	5	5	0.1323059598	3	0.6666666667	false	true	-0.0003466531	0	true	NA	true	rank position is dry-run diagnostic only; not a formal top-k or benchmark metric
DRRANK_000000102	OBJ_GENE_00000165	data_lt_2007__cult_code_repro	gene	dev	true	baseline:random_uniform	v0_1_chr1_snp_20260516	window	ADAPT_GENE_WINDOW_MEAN_V1	5	5	5	0.3782684638	4	0.5	false	true	-0.08946220847	-0.1297343071	true	NA	true	rank position is dry-run diagnostic only; not a formal top-k or benchmark metric
DRRANK_000000103	OBJ_GENE_00000165	data_lt_2007__cult_code_repro	gene	dev	true	baseline:shuffled_trait	v0_1_chr1_snp_20260516	window	ADAPT_GENE_WINDOW_MEAN_V1	5	5	5	0	1	1	true	true	0	0	true	NA	true	rank position is dry-run diagnostic only; not a formal top-k or benchmark metric
DRRANK_000000104	OBJ_GENE_00000165	data_lt_2007__cult_code_repro	gene	dev	true	baseline:window_snp_density	v0_1_chr1_snp_20260516	window	ADAPT_GENE_WINDOW_MEAN_V1	5	5	5	90.5	4	0.5	false	true	-9.866666666	-7.83333333	true	NA	true	rank position is dry-run diagnostic only; not a formal top-k or benchmark metric
DRRANK_000000105	OBJ_GENE_00000169	data_lt_2007__cult_code_repro	gene	dev	true	baseline:genomic_position	v0_1_chr1_snp_20260516	window	ADAPT_GENE_WINDOW_MEAN_V1	5	5	5	0.1369280013	3	0.6666666667	false	true	4.000000331e-11	0	true	NA	true	rank position is dry-run diagnostic only; not a formal top-k or benchmark metric
DRRANK_000000106	OBJ_GENE_00000169	data_lt_2007__cult_code_repro	gene	dev	true	baseline:random_uniform	v0_1_chr1_snp_20260516	window	ADAPT_GENE_WINDOW_MEAN_V1	5	5	5	0.2807187861	5	0.3333333333	false	true	-0.1529965868	-0.1059775511	true	NA	true	rank position is dry-run diagnostic only; not a formal top-k or benchmark metric
DRRANK_000000107	OBJ_GENE_00000169	data_lt_2007__cult_code_repro	gene	dev	true	baseline:shuffled_trait	v0_1_chr1_snp_20260516	window	ADAPT_GENE_WINDOW_MEAN_V1	5	5	5	0	1	1	true	true	0	0	true	NA	true	rank position is dry-run diagnostic only; not a formal top-k or benchmark metric
DRRANK_000000108	OBJ_GENE_00000169	data_lt_2007__cult_code_repro	gene	dev	true	baseline:window_snp_density	v0_1_chr1_snp_20260516	window	ADAPT_GENE_WINDOW_MEAN_V1	5	5	5	122.5	1	1	true	true	9.8	11	true	NA	true	rank position is dry-run diagnostic only; not a formal top-k or benchmark metric
DRRANK_000000109	OBJ_GENE_00000175	data_lt_2007__spkf	gene	dev	true	baseline:genomic_position	v0_1_chr1_snp_20260516	window	ADAPT_GENE_WINDOW_MEAN_V1	5	5	5	0.1479053497	6	0.1666666667	false	false	-0.00173326558	-0.0017332656	true	NA	true	rank position is dry-run diagnostic only; not a formal top-k or benchmark metric
DRRANK_000000110	OBJ_GENE_00000175	data_lt_2007__spkf	gene	dev	true	baseline:random_uniform	v0_1_chr1_snp_20260516	window	ADAPT_GENE_WINDOW_MEAN_V1	5	5	5	0.8079536802	5	0.3333333333	false	true	0.03162717508	-0.0279339349	true	NA	true	rank position is dry-run diagnostic only; not a formal top-k or benchmark metric
DRRANK_000000111	OBJ_GENE_00000175	data_lt_2007__spkf	gene	dev	true	baseline:shuffled_trait	v0_1_chr1_snp_20260516	window	ADAPT_GENE_WINDOW_MEAN_V1	5	5	5	0	1	1	true	true	0	0	true	NA	true	rank position is dry-run diagnostic only; not a formal top-k or benchmark metric
DRRANK_000000112	OBJ_GENE_00000175	data_lt_2007__spkf	gene	dev	true	baseline:window_snp_density	v0_1_chr1_snp_20260516	window	ADAPT_GENE_WINDOW_MEAN_V1	5	5	5	99.33333333	4	0.5	false	true	-3.26666667	-1.16666667	true	NA	true	rank position is dry-run diagnostic only; not a formal top-k or benchmark metric
DRRANK_000000113	OBJ_GENE_00000185	data_lt_2007__lsen	gene	dev	true	baseline:genomic_position	v0_1_chr1_snp_20260516	window	ADAPT_GENE_WINDOW_MEAN_V1	5	5	5	0.1554161671	1	1	true	true	0.00023110206	0	true	NA	true	rank position is dry-run diagnostic only; not a formal top-k or benchmark metric
DRRANK_000000114	OBJ_GENE_00000185	data_lt_2007__lsen	gene	dev	true	baseline:random_uniform	v0_1_chr1_snp_20260516	window	ADAPT_GENE_WINDOW_MEAN_V1	5	5	5	0.3886749561	2	0.8333333333	false	true	-0.07298707642	0	true	NA	true	rank position is dry-run diagnostic only; not a formal top-k or benchmark metric
DRRANK_000000115	OBJ_GENE_00000185	data_lt_2007__lsen	gene	dev	true	baseline:shuffled_trait	v0_1_chr1_snp_20260516	window	ADAPT_GENE_WINDOW_MEAN_V1	5	5	5	0	1	1	true	true	0	0	true	NA	true	rank position is dry-run diagnostic only; not a formal top-k or benchmark metric
DRRANK_000000116	OBJ_GENE_00000185	data_lt_2007__lsen	gene	dev	true	baseline:window_snp_density	v0_1_chr1_snp_20260516	window	ADAPT_GENE_WINDOW_MEAN_V1	5	5	5	81.5	1	1	true	true	2.5	0	true	NA	true	rank position is dry-run diagnostic only; not a formal top-k or benchmark metric
DRRANK_000000117	OBJ_GENE_00000194	data_lt_2007__lsen	gene	dev	true	baseline:genomic_position	v0_1_chr1_snp_20260516	window	ADAPT_GENE_WINDOW_MEAN_V1	5	5	5	0.161193719	3	0.6666666667	false	true	-0.00092440826	0	true	NA	true	rank position is dry-run diagnostic only; not a formal top-k or benchmark metric
DRRANK_000000118	OBJ_GENE_00000194	data_lt_2007__lsen	gene	dev	true	baseline:random_uniform	v0_1_chr1_snp_20260516	window	ADAPT_GENE_WINDOW_MEAN_V1	5	5	5	0.6236663946	3	0.6666666667	false	true	0.00048408976	0	true	NA	true	rank position is dry-run diagnostic only; not a formal top-k or benchmark metric
DRRANK_000000119	OBJ_GENE_00000194	data_lt_2007__lsen	gene	dev	true	baseline:shuffled_trait	v0_1_chr1_snp_20260516	window	ADAPT_GENE_WINDOW_MEAN_V1	5	5	5	0	1	1	true	true	0	0	true	NA	true	rank position is dry-run diagnostic only; not a formal top-k or benchmark metric
DRRANK_000000120	OBJ_GENE_00000194	data_lt_2007__lsen	gene	dev	true	baseline:window_snp_density	v0_1_chr1_snp_20260516	window	ADAPT_GENE_WINDOW_MEAN_V1	5	5	5	106	1	1	true	true	19.2	17	true	NA	true	rank position is dry-run diagnostic only; not a formal top-k or benchmark metric
DRRANK_000000121	OBJ_GENE_00000205	data_lt_2007__spkf	gene	dev	true	baseline:genomic_position	v0_1_chr1_snp_20260516	window	ADAPT_GENE_WINDOW_MEAN_V1	5	5	5	0.1692822915	4	0.5	false	true	-0.0009244083	-0.0011555104	true	NA	true	rank position is dry-run diagnostic only; not a formal top-k or benchmark metric
DRRANK_000000122	OBJ_GENE_00000205	data_lt_2007__spkf	gene	dev	true	baseline:random_uniform	v0_1_chr1_snp_20260516	window	ADAPT_GENE_WINDOW_MEAN_V1	5	5	5	0.5030231298	1	1	true	true	0.2352074939	0.3817400306	true	NA	true	rank position is dry-run diagnostic only; not a formal top-k or benchmark metric
DRRANK_000000123	OBJ_GENE_00000205	data_lt_2007__spkf	gene	dev	true	baseline:shuffled_trait	v0_1_chr1_snp_20260516	window	ADAPT_GENE_WINDOW_MEAN_V1	5	5	5	0	1	1	true	true	0	0	true	NA	true	rank position is dry-run diagnostic only; not a formal top-k or benchmark metric
DRRANK_000000124	OBJ_GENE_00000205	data_lt_2007__spkf	gene	dev	true	baseline:window_snp_density	v0_1_chr1_snp_20260516	window	ADAPT_GENE_WINDOW_MEAN_V1	5	5	5	43.5	4	0.5	false	true	-1.2	-1.5	true	NA	true	rank position is dry-run diagnostic only; not a formal top-k or benchmark metric
DRRANK_000000125	OBJ_GENE_00000217	data_lt_2007__cult_code_repro	gene	dev	true	baseline:genomic_position	v0_1_chr1_snp_20260516	window	ADAPT_GENE_WINDOW_MEAN_V1	5	5	5	0.1877704573	4	0.5	false	true	-0.00138661246	-0.0011555104	true	NA	true	rank position is dry-run diagnostic only; not a formal top-k or benchmark metric
DRRANK_000000126	OBJ_GENE_00000217	data_lt_2007__cult_code_repro	gene	dev	true	baseline:random_uniform	v0_1_chr1_snp_20260516	window	ADAPT_GENE_WINDOW_MEAN_V1	5	5	5	0.4841350084	3	0.6666666667	false	true	-0.0738327169	0	true	NA	true	rank position is dry-run diagnostic only; not a formal top-k or benchmark metric
DRRANK_000000127	OBJ_GENE_00000217	data_lt_2007__cult_code_repro	gene	dev	true	baseline:shuffled_trait	v0_1_chr1_snp_20260516	window	ADAPT_GENE_WINDOW_MEAN_V1	5	5	5	0	1	1	true	true	0	0	true	NA	true	rank position is dry-run diagnostic only; not a formal top-k or benchmark metric
DRRANK_000000128	OBJ_GENE_00000217	data_lt_2007__cult_code_repro	gene	dev	true	baseline:window_snp_density	v0_1_chr1_snp_20260516	window	ADAPT_GENE_WINDOW_MEAN_V1	5	5	5	75	1	1	true	true	9.5	9.5	true	NA	true	rank position is dry-run diagnostic only; not a formal top-k or benchmark metric
DRRANK_000000129	OBJ_GENE_00000231	data_lt_2007__spkf	gene	dev	true	baseline:genomic_position	v0_1_chr1_snp_20260516	window	ADAPT_GENE_WINDOW_MEAN_V1	5	5	5	0.199325561	2	0.8333333333	false	true	0.00092440834	0.0011555104	true	NA	true	rank position is dry-run diagnostic only; not a formal top-k or benchmark metric
DRRANK_000000130	OBJ_GENE_00000231	data_lt_2007__spkf	gene	dev	true	baseline:random_uniform	v0_1_chr1_snp_20260516	window	ADAPT_GENE_WINDOW_MEAN_V1	5	5	5	0.6013656029	2	0.8333333333	false	true	0.1047424052	0.1921643788	true	NA	true	rank position is dry-run diagnostic only; not a formal top-k or benchmark metric
DRRANK_000000131	OBJ_GENE_00000231	data_lt_2007__spkf	gene	dev	true	baseline:shuffled_trait	v0_1_chr1_snp_20260516	window	ADAPT_GENE_WINDOW_MEAN_V1	5	5	5	0	1	1	true	true	0	0	true	NA	true	rank position is dry-run diagnostic only; not a formal top-k or benchmark metric
DRRANK_000000132	OBJ_GENE_00000231	data_lt_2007__spkf	gene	dev	true	baseline:window_snp_density	v0_1_chr1_snp_20260516	window	ADAPT_GENE_WINDOW_MEAN_V1	5	5	5	43	5	0.3333333333	false	true	-10.3	-8	true	NA	true	rank position is dry-run diagnostic only; not a formal top-k or benchmark metric
DRRANK_000000133	OBJ_GENE_00000237	data_lt_2007__spkf	gene	dev	true	baseline:genomic_position	v0_1_chr1_snp_20260516	window	ADAPT_GENE_WINDOW_MEAN_V1	5	5	5	0.2016365817	3	0.6666666667	false	true	-0.00103995932	0	true	NA	true	rank position is dry-run diagnostic only; not a formal top-k or benchmark metric
DRRANK_000000134	OBJ_GENE_00000237	data_lt_2007__spkf	gene	dev	true	baseline:random_uniform	v0_1_chr1_snp_20260516	window	ADAPT_GENE_WINDOW_MEAN_V1	5	5	5	0.3824259026	2	0.8333333333	false	true	-0.03813609884	0	true	NA	true	rank position is dry-run diagnostic only; not a formal top-k or benchmark metric
DRRANK_000000135	OBJ_GENE_00000237	data_lt_2007__spkf	gene	dev	true	baseline:shuffled_trait	v0_1_chr1_snp_20260516	window	ADAPT_GENE_WINDOW_MEAN_V1	5	5	5	0	1	1	true	true	0	0	true	NA	true	rank position is dry-run diagnostic only; not a formal top-k or benchmark metric
DRRANK_000000136	OBJ_GENE_00000237	data_lt_2007__spkf	gene	dev	true	baseline:window_snp_density	v0_1_chr1_snp_20260516	window	ADAPT_GENE_WINDOW_MEAN_V1	5	5	5	46	1	1	true	true	0.466666666	0.5	true	NA	true	rank position is dry-run diagnostic only; not a formal top-k or benchmark metric
DRRANK_000000137	OBJ_GENE_00000252	data_lt_2007__spkf	gene	dev	true	baseline:genomic_position	v0_1_chr1_snp_20260516	window	ADAPT_GENE_WINDOW_MEAN_V1	5	5	5	0.2201247475	4	0.5	false	true	-0.00069330624	-0.0011555104	true	NA	true	rank position is dry-run diagnostic only; not a formal top-k or benchmark metric
DRRANK_000000138	OBJ_GENE_00000252	data_lt_2007__spkf	gene	dev	true	baseline:random_uniform	v0_1_chr1_snp_20260516	window	ADAPT_GENE_WINDOW_MEAN_V1	5	5	5	0.4766858125	5	0.3333333333	false	true	-0.1628261323	-0.1817055991	true	NA	true	rank position is dry-run diagnostic only; not a formal top-k or benchmark metric
DRRANK_000000139	OBJ_GENE_00000252	data_lt_2007__spkf	gene	dev	true	baseline:shuffled_trait	v0_1_chr1_snp_20260516	window	ADAPT_GENE_WINDOW_MEAN_V1	5	5	5	0	1	1	true	true	0	0	true	NA	true	rank position is dry-run diagnostic only; not a formal top-k or benchmark metric
DRRANK_000000140	OBJ_GENE_00000252	data_lt_2007__spkf	gene	dev	true	baseline:window_snp_density	v0_1_chr1_snp_20260516	window	ADAPT_GENE_WINDOW_MEAN_V1	5	5	5	70	2	0.8333333333	false	true	1.6	1.5	true	NA	true	rank position is dry-run diagnostic only; not a formal top-k or benchmark metric
DRRANK_000000141	OBJ_GENE_00000255	data_lt_2007__cult_code_repro	gene	dev	true	baseline:genomic_position	v0_1_chr1_snp_20260516	window	ADAPT_GENE_WINDOW_MEAN_V1	5	5	5	0.2224357682	3	0.6666666667	false	true	-0.0002311021	0	true	NA	true	rank position is dry-run diagnostic only; not a formal top-k or benchmark metric
DRRANK_000000142	OBJ_GENE_00000255	data_lt_2007__cult_code_repro	gene	dev	true	baseline:random_uniform	v0_1_chr1_snp_20260516	window	ADAPT_GENE_WINDOW_MEAN_V1	5	5	5	0.5592914596	4	0.5	false	true	-0.05834475684	-0.0643528751	true	NA	true	rank position is dry-run diagnostic only; not a formal top-k or benchmark metric
DRRANK_000000143	OBJ_GENE_00000255	data_lt_2007__cult_code_repro	gene	dev	true	baseline:shuffled_trait	v0_1_chr1_snp_20260516	window	ADAPT_GENE_WINDOW_MEAN_V1	5	5	5	0	1	1	true	true	0	0	true	NA	true	rank position is dry-run diagnostic only; not a formal top-k or benchmark metric
DRRANK_000000144	OBJ_GENE_00000255	data_lt_2007__cult_code_repro	gene	dev	true	baseline:window_snp_density	v0_1_chr1_snp_20260516	window	ADAPT_GENE_WINDOW_MEAN_V1	5	5	5	59	4	0.5	false	true	-3.5	-4	true	NA	true	rank position is dry-run diagnostic only; not a formal top-k or benchmark metric
DRRANK_000000145	OBJ_GENE_00000256	data_lt_2007__spkf	gene	dev	true	baseline:genomic_position	v0_1_chr1_snp_20260516	window	ADAPT_GENE_WINDOW_MEAN_V1	5	5	5	0.2224357682	3	0.6666666667	false	true	-0.0002311021	0	true	NA	true	rank position is dry-run diagnostic only; not a formal top-k or benchmark metric
DRRANK_000000146	OBJ_GENE_00000256	data_lt_2007__spkf	gene	dev	true	baseline:random_uniform	v0_1_chr1_snp_20260516	window	ADAPT_GENE_WINDOW_MEAN_V1	5	5	5	0.9504167315	1	1	true	true	0.0594949287	0.0548868433	true	NA	true	rank position is dry-run diagnostic only; not a formal top-k or benchmark metric
DRRANK_000000147	OBJ_GENE_00000256	data_lt_2007__spkf	gene	dev	true	baseline:shuffled_trait	v0_1_chr1_snp_20260516	window	ADAPT_GENE_WINDOW_MEAN_V1	5	5	5	0	1	1	true	true	0	0	true	NA	true	rank position is dry-run diagnostic only; not a formal top-k or benchmark metric
DRRANK_000000148	OBJ_GENE_00000256	data_lt_2007__spkf	gene	dev	true	baseline:window_snp_density	v0_1_chr1_snp_20260516	window	ADAPT_GENE_WINDOW_MEAN_V1	5	5	5	59	4	0.5	false	true	-3.5	-4	true	NA	true	rank position is dry-run diagnostic only; not a formal top-k or benchmark metric
DRRANK_000000149	OBJ_GENE_00000276	data_lt_2007__cult_code_repro	gene	source_disjoint_or_temporal	true	baseline:genomic_position	v0_1_chr1_snp_20260516	window	ADAPT_GENE_WINDOW_MEAN_V1	5	5	5	0.2443904652	3	0.6666666667	false	true	0.00046220416	0.0011555104	true	NA	true	rank position is dry-run diagnostic only; not a formal top-k or benchmark metric
DRRANK_000000150	OBJ_GENE_00000276	data_lt_2007__cult_code_repro	gene	source_disjoint_or_temporal	true	baseline:random_uniform	v0_1_chr1_snp_20260516	window	ADAPT_GENE_WINDOW_MEAN_V1	5	5	5	0.2336529942	4	0.5	false	true	-0.1987463988	-0.2171383387	true	NA	true	rank position is dry-run diagnostic only; not a formal top-k or benchmark metric
DRRANK_000000151	OBJ_GENE_00000276	data_lt_2007__cult_code_repro	gene	source_disjoint_or_temporal	true	baseline:shuffled_trait	v0_1_chr1_snp_20260516	window	ADAPT_GENE_WINDOW_MEAN_V1	5	5	5	0	1	1	true	true	0	0	true	NA	true	rank position is dry-run diagnostic only; not a formal top-k or benchmark metric
DRRANK_000000152	OBJ_GENE_00000276	data_lt_2007__cult_code_repro	gene	source_disjoint_or_temporal	true	baseline:window_snp_density	v0_1_chr1_snp_20260516	window	ADAPT_GENE_WINDOW_MEAN_V1	5	5	5	81.5	2	0.8333333333	false	true	11.9	8.83333333	true	NA	true	rank position is dry-run diagnostic only; not a formal top-k or benchmark metric
DRRANK_000000153	OBJ_GENE_00000279	data_lt_2007__spkf	gene	source_disjoint_or_temporal	true	baseline:genomic_position	v0_1_chr1_snp_20260516	window	ADAPT_GENE_WINDOW_MEAN_V1	5	5	5	0.2455459755	2	0.8333333333	false	true	-0.0002311021	0	true	NA	true	rank position is dry-run diagnostic only; not a formal top-k or benchmark metric
DRRANK_000000154	OBJ_GENE_00000279	data_lt_2007__spkf	gene	source_disjoint_or_temporal	true	baseline:random_uniform	v0_1_chr1_snp_20260516	window	ADAPT_GENE_WINDOW_MEAN_V1	5	5	5	0.6075393093	1	1	true	true	0.0562180159	0.043016779	true	NA	true	rank position is dry-run diagnostic only; not a formal top-k or benchmark metric
DRRANK_000000155	OBJ_GENE_00000279	data_lt_2007__spkf	gene	source_disjoint_or_temporal	true	baseline:shuffled_trait	v0_1_chr1_snp_20260516	window	ADAPT_GENE_WINDOW_MEAN_V1	5	5	5	0	1	1	true	true	0	0	true	NA	true	rank position is dry-run diagnostic only; not a formal top-k or benchmark metric
DRRANK_000000156	OBJ_GENE_00000279	data_lt_2007__spkf	gene	source_disjoint_or_temporal	true	baseline:window_snp_density	v0_1_chr1_snp_20260516	window	ADAPT_GENE_WINDOW_MEAN_V1	5	5	5	63.5	3	0.6666666667	false	true	-7	0	true	NA	true	rank position is dry-run diagnostic only; not a formal top-k or benchmark metric
DRRANK_000000157	OBJ_GENE_00000281	data_lt_2007__cult_code_repro	gene	source_disjoint_or_temporal	true	baseline:genomic_position	v0_1_chr1_snp_20260516	window	ADAPT_GENE_WINDOW_MEAN_V1	5	5	5	0.2490125066	3	0.6666666667	false	true	0.00092440828	0	true	NA	true	rank position is dry-run diagnostic only; not a formal top-k or benchmark metric
DRRANK_000000158	OBJ_GENE_00000281	data_lt_2007__cult_code_repro	gene	source_disjoint_or_temporal	true	baseline:random_uniform	v0_1_chr1_snp_20260516	window	ADAPT_GENE_WINDOW_MEAN_V1	5	5	5	0.7602608689	2	0.8333333333	false	true	0.1396514318	0.0607231921	true	NA	true	rank position is dry-run diagnostic only; not a formal top-k or benchmark metric
DRRANK_000000159	OBJ_GENE_00000281	data_lt_2007__cult_code_repro	gene	source_disjoint_or_temporal	true	baseline:shuffled_trait	v0_1_chr1_snp_20260516	window	ADAPT_GENE_WINDOW_MEAN_V1	5	5	5	0	1	1	true	true	0	0	true	NA	true	rank position is dry-run diagnostic only; not a formal top-k or benchmark metric
DRRANK_000000160	OBJ_GENE_00000281	data_lt_2007__cult_code_repro	gene	source_disjoint_or_temporal	true	baseline:window_snp_density	v0_1_chr1_snp_20260516	window	ADAPT_GENE_WINDOW_MEAN_V1	5	5	5	62.5	5	0.3333333333	false	true	-12.1	-12.5	true	NA	true	rank position is dry-run diagnostic only; not a formal top-k or benchmark metric
DRRANK_000000161	OBJ_GENE_00000290	data_lt_2007__cult_code_repro	gene	source_disjoint_or_temporal	true	baseline:genomic_position	v0_1_chr1_snp_20260516	window	ADAPT_GENE_WINDOW_MEAN_V1	5	5	5	0.2640341414	2	0.8333333333	false	true	0.00115551042	0.0011555104	true	NA	true	rank position is dry-run diagnostic only; not a formal top-k or benchmark metric
DRRANK_000000162	OBJ_GENE_00000290	data_lt_2007__cult_code_repro	gene	source_disjoint_or_temporal	true	baseline:random_uniform	v0_1_chr1_snp_20260516	window	ADAPT_GENE_WINDOW_MEAN_V1	5	5	5	0.5221958125	5	0.3333333333	false	true	-0.1885547026	-0.2674365231	true	NA	true	rank position is dry-run diagnostic only; not a formal top-k or benchmark metric
DRRANK_000000163	OBJ_GENE_00000290	data_lt_2007__cult_code_repro	gene	source_disjoint_or_temporal	true	baseline:shuffled_trait	v0_1_chr1_snp_20260516	window	ADAPT_GENE_WINDOW_MEAN_V1	5	5	5	0	1	1	true	true	0	0	true	NA	true	rank position is dry-run diagnostic only; not a formal top-k or benchmark metric
