split_block_id	block_type	chrom	block_start	block_end	block_length	member_unit_ids	n_units	traits	genes	evidence_sources	decoy_pair_ids	block_rule	leakage_risk_level	notes	split_version
BLK_ACC_ACC_0672	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0672	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0673	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0673	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0674	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0674	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0675	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0675	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0677	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0677	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0678	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0678	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0679	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0679	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0680	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0680	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0681	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0681	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0682	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0682	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0683	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0683	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0684	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0684	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0685	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0685	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0686	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0686	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0687	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0687	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0688	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0688	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0689	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0689	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0690	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0690	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0691	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0691	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0692	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0692	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0693	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0693	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0694	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0694	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0695	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0695	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0696	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0696	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0697	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0697	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0698	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0698	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0699	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0699	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0700	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0700	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0701	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0701	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0702	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0702	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0703	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0703	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0704	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0704	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0705	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0705	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0706	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0706	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0707	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0707	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0708	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0708	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0709	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0709	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0710	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0710	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0711	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0711	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0712	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0712	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0713	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0713	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0714	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0714	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0715	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0715	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0716	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0716	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0717	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0717	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0718	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0718	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0719	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0719	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0720	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0720	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0721	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0721	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0722	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0722	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0723	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0723	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0724	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0724	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0725	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0725	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0726	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0726	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0727	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0727	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0728	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0728	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0729	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0729	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0730	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0730	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0731	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0731	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0732	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0732	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0733	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0733	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0734	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0734	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0735	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0735	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0736	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0736	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0737	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0737	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0738	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0738	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0739	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0739	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0740	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0740	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0741	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0741	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0742	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0742	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0743	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0743	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0744	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0744	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0745	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0745	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0746	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0746	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0747	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0747	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0748	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0748	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0749	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0749	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0750	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0750	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0751	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0751	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0752	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0752	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0753	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0753	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0754	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0754	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0755	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0755	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0756	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0756	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0757	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0757	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0758	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0758	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0759	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0759	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0760	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0760	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0761	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0761	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0762	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0762	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0763	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0763	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0764	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0764	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0765	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0765	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0766	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0766	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0767	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0767	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0768	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0768	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0769	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0769	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0770	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0770	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0771	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0771	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0772	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0772	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0773	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0773	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0774	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0774	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0775	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0775	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0776	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0776	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0777	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0777	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0778	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0778	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0779	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0779	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0780	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0780	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0781	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0781	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0782	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0782	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0783	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0783	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0784	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0784	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0785	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0785	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0786	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0786	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0787	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0787	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
BLK_ACC_ACC_0788	accession_block	NA	NA	NA	NA	SU_ACC_ACC_0788	1	NA	NA	NA	NA	one accession per accession split block	medium	block is used to keep nearby evidence and matched decoys together when applicable	frozen_split_v055_chr1_snp_prototype_v1
