split_unit_id	split_unit_type	source_object_id	source_table	trait_id	object_type	chrom	start	end	gene_id	gene_symbol	variant_id	window_id	accession_id	decoy_pair_id	in_main_evaluation_candidate_pool	manual_review_required	broader_evidence	allowed_usage	notes	split_version
SU_ACC_ACC_0655	accession	ACC_0655	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0655	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0656	accession	ACC_0656	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0656	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0657	accession	ACC_0657	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0657	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0658	accession	ACC_0658	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0658	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0659	accession	ACC_0659	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0659	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0660	accession	ACC_0660	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0660	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0661	accession	ACC_0661	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0661	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0662	accession	ACC_0662	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0662	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0663	accession	ACC_0663	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0663	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0664	accession	ACC_0664	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0664	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0665	accession	ACC_0665	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0665	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0666	accession	ACC_0666	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0666	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0667	accession	ACC_0667	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0667	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0668	accession	ACC_0668	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0668	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0669	accession	ACC_0669	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0669	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0670	accession	ACC_0670	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0670	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0671	accession	ACC_0671	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0671	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0672	accession	ACC_0672	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0672	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0673	accession	ACC_0673	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0673	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0674	accession	ACC_0674	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0674	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0675	accession	ACC_0675	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0675	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0677	accession	ACC_0677	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0677	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0678	accession	ACC_0678	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0678	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0679	accession	ACC_0679	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0679	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0680	accession	ACC_0680	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0680	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0681	accession	ACC_0681	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0681	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0682	accession	ACC_0682	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0682	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0683	accession	ACC_0683	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0683	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0684	accession	ACC_0684	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0684	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0685	accession	ACC_0685	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0685	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0686	accession	ACC_0686	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0686	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0687	accession	ACC_0687	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0687	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0688	accession	ACC_0688	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0688	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0689	accession	ACC_0689	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0689	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0690	accession	ACC_0690	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0690	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0691	accession	ACC_0691	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0691	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0692	accession	ACC_0692	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0692	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0693	accession	ACC_0693	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0693	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0694	accession	ACC_0694	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0694	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0695	accession	ACC_0695	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0695	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0696	accession	ACC_0696	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0696	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0697	accession	ACC_0697	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0697	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0698	accession	ACC_0698	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0698	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0699	accession	ACC_0699	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0699	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0700	accession	ACC_0700	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0700	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0701	accession	ACC_0701	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0701	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0702	accession	ACC_0702	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0702	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0703	accession	ACC_0703	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0703	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0704	accession	ACC_0704	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0704	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0705	accession	ACC_0705	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0705	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0706	accession	ACC_0706	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0706	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0707	accession	ACC_0707	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0707	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0708	accession	ACC_0708	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0708	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0709	accession	ACC_0709	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0709	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0710	accession	ACC_0710	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0710	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0711	accession	ACC_0711	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0711	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0712	accession	ACC_0712	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0712	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0713	accession	ACC_0713	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0713	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0714	accession	ACC_0714	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0714	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0715	accession	ACC_0715	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0715	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0716	accession	ACC_0716	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0716	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0717	accession	ACC_0717	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0717	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0718	accession	ACC_0718	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0718	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0719	accession	ACC_0719	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0719	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0720	accession	ACC_0720	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0720	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0721	accession	ACC_0721	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0721	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0722	accession	ACC_0722	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0722	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0723	accession	ACC_0723	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0723	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0724	accession	ACC_0724	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0724	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0725	accession	ACC_0725	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0725	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0726	accession	ACC_0726	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0726	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0727	accession	ACC_0727	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0727	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0728	accession	ACC_0728	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0728	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0729	accession	ACC_0729	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0729	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0730	accession	ACC_0730	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0730	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0731	accession	ACC_0731	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0731	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0732	accession	ACC_0732	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0732	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0733	accession	ACC_0733	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0733	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0734	accession	ACC_0734	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0734	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0735	accession	ACC_0735	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0735	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0736	accession	ACC_0736	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0736	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0737	accession	ACC_0737	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0737	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0738	accession	ACC_0738	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0738	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0739	accession	ACC_0739	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0739	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0740	accession	ACC_0740	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0740	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0741	accession	ACC_0741	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0741	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0742	accession	ACC_0742	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0742	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0743	accession	ACC_0743	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0743	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0744	accession	ACC_0744	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0744	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0745	accession	ACC_0745	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0745	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0746	accession	ACC_0746	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0746	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0747	accession	ACC_0747	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0747	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0748	accession	ACC_0748	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0748	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0749	accession	ACC_0749	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0749	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0750	accession	ACC_0750	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0750	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0751	accession	ACC_0751	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0751	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0752	accession	ACC_0752	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0752	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0753	accession	ACC_0753	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0753	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0754	accession	ACC_0754	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0754	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
SU_ACC_ACC_0755	accession	ACC_0755	data/interim/trait_state/high_confidence_accessions.tsv	NA	accession	NA	NA	NA	NA	NA	NA	NA	ACC_0755	NA	true	false	false	index_only	accession_id is used only for split/indexing; not a model input token	frozen_split_v055_chr1_snp_prototype_v1
