assignment_id	split_version	random_seed	split_unit_id	split_block_id	split_unit_type	assigned_split	assigned_role	trait_id	object_type	chrom	start	end	assignment_rule	prototype_locked_not_final	notes
ASN_000000101	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0656	BLK_ACC_ACC_0656	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000102	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0657	BLK_ACC_ACC_0657	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000103	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0658	BLK_ACC_ACC_0658	accession	test	prototype_locked_evaluation	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000104	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0659	BLK_ACC_ACC_0659	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000105	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0660	BLK_ACC_ACC_0660	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000106	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0661	BLK_ACC_ACC_0661	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000107	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0662	BLK_ACC_ACC_0662	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000108	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0663	BLK_ACC_ACC_0663	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000109	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0664	BLK_ACC_ACC_0664	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000110	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0665	BLK_ACC_ACC_0665	accession	dev	development_evaluation	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000111	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0666	BLK_ACC_ACC_0666	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000112	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0667	BLK_ACC_ACC_0667	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000113	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0668	BLK_ACC_ACC_0668	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000114	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0669	BLK_ACC_ACC_0669	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000115	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0670	BLK_ACC_ACC_0670	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000116	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0671	BLK_ACC_ACC_0671	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000117	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0672	BLK_ACC_ACC_0672	accession	test	prototype_locked_evaluation	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000118	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0673	BLK_ACC_ACC_0673	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000119	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0674	BLK_ACC_ACC_0674	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000120	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0675	BLK_ACC_ACC_0675	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000121	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0677	BLK_ACC_ACC_0677	accession	dev	development_evaluation	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000122	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0678	BLK_ACC_ACC_0678	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000123	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0679	BLK_ACC_ACC_0679	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000124	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0680	BLK_ACC_ACC_0680	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000125	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0681	BLK_ACC_ACC_0681	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000126	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0682	BLK_ACC_ACC_0682	accession	test	prototype_locked_evaluation	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000127	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0683	BLK_ACC_ACC_0683	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000128	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0684	BLK_ACC_ACC_0684	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000129	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0685	BLK_ACC_ACC_0685	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000130	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0686	BLK_ACC_ACC_0686	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000131	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0687	BLK_ACC_ACC_0687	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000132	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0688	BLK_ACC_ACC_0688	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000133	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0689	BLK_ACC_ACC_0689	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000134	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0690	BLK_ACC_ACC_0690	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000135	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0691	BLK_ACC_ACC_0691	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000136	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0692	BLK_ACC_ACC_0692	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000137	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0693	BLK_ACC_ACC_0693	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000138	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0694	BLK_ACC_ACC_0694	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000139	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0695	BLK_ACC_ACC_0695	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000140	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0696	BLK_ACC_ACC_0696	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000141	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0697	BLK_ACC_ACC_0697	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000142	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0698	BLK_ACC_ACC_0698	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000143	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0699	BLK_ACC_ACC_0699	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000144	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0700	BLK_ACC_ACC_0700	accession	test	prototype_locked_evaluation	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000145	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0701	BLK_ACC_ACC_0701	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000146	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0702	BLK_ACC_ACC_0702	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000147	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0703	BLK_ACC_ACC_0703	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000148	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0704	BLK_ACC_ACC_0704	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000149	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0705	BLK_ACC_ACC_0705	accession	dev	development_evaluation	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000150	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0706	BLK_ACC_ACC_0706	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000151	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0707	BLK_ACC_ACC_0707	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000152	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0708	BLK_ACC_ACC_0708	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000153	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0709	BLK_ACC_ACC_0709	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000154	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0710	BLK_ACC_ACC_0710	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000155	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0711	BLK_ACC_ACC_0711	accession	test	prototype_locked_evaluation	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000156	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0712	BLK_ACC_ACC_0712	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000157	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0713	BLK_ACC_ACC_0713	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000158	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0714	BLK_ACC_ACC_0714	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000159	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0715	BLK_ACC_ACC_0715	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000160	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0716	BLK_ACC_ACC_0716	accession	test	prototype_locked_evaluation	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000161	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0717	BLK_ACC_ACC_0717	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000162	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0718	BLK_ACC_ACC_0718	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000163	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0719	BLK_ACC_ACC_0719	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000164	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0720	BLK_ACC_ACC_0720	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000165	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0721	BLK_ACC_ACC_0721	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000166	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0722	BLK_ACC_ACC_0722	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000167	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0723	BLK_ACC_ACC_0723	accession	dev	development_evaluation	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000168	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0724	BLK_ACC_ACC_0724	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000169	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0725	BLK_ACC_ACC_0725	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000170	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0726	BLK_ACC_ACC_0726	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000171	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0727	BLK_ACC_ACC_0727	accession	dev	development_evaluation	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000172	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0728	BLK_ACC_ACC_0728	accession	dev	development_evaluation	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000173	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0729	BLK_ACC_ACC_0729	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000174	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0730	BLK_ACC_ACC_0730	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000175	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0731	BLK_ACC_ACC_0731	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000176	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0732	BLK_ACC_ACC_0732	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000177	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0733	BLK_ACC_ACC_0733	accession	test	prototype_locked_evaluation	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000178	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0734	BLK_ACC_ACC_0734	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000179	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0735	BLK_ACC_ACC_0735	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000180	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0736	BLK_ACC_ACC_0736	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000181	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0737	BLK_ACC_ACC_0737	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000182	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0738	BLK_ACC_ACC_0738	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000183	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0739	BLK_ACC_ACC_0739	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000184	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0740	BLK_ACC_ACC_0740	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000185	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0741	BLK_ACC_ACC_0741	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000186	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0742	BLK_ACC_ACC_0742	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000187	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0743	BLK_ACC_ACC_0743	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000188	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0744	BLK_ACC_ACC_0744	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000189	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0745	BLK_ACC_ACC_0745	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000190	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0746	BLK_ACC_ACC_0746	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000191	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0747	BLK_ACC_ACC_0747	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000192	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0748	BLK_ACC_ACC_0748	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000193	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0749	BLK_ACC_ACC_0749	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000194	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0750	BLK_ACC_ACC_0750	accession	dev	development_evaluation	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000195	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0751	BLK_ACC_ACC_0751	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000196	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0752	BLK_ACC_ACC_0752	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000197	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0753	BLK_ACC_ACC_0753	accession	dev	development_evaluation	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000198	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0754	BLK_ACC_ACC_0754	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000199	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0755	BLK_ACC_ACC_0755	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000200	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0756	BLK_ACC_ACC_0756	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
ASN_000000201	frozen_split_v055_chr1_snp_prototype_v1	5508	SU_ACC_ACC_0757	BLK_ACC_ACC_0757	accession	train	training_candidate	NA	accession	NA	NA	NA	stratified deterministic hash by broad_subgroup and accession_id; accession_id index only	true	prototype split only; not final full benchmark split
