evaluator_decoy_id	evaluator_object_id	object_id	decoy_pair_id	decoy_object_id	trait_id	object_type	assigned_split	decoy_assignment_status	match_rank	match_score	matching_level	relaxation_level	matched_fields	unavailable_fields	notes	scaffold_version
EDEC_000000119	EOBJ_00000024	OBJ_GENE_00000159	DP_000000119	GENE_BG_Os01g0201400	data_lt_2007__cult_code_repro	gene	dev	follows_evidence_split	4	0.871608	L2_relaxed_position_density	L2_relaxed_position_density	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	matched background only; decoy is not a true negative and is not independently split	evaluator_scaffold_v055_chr1_snp_prototype_v1
EDEC_000000120	EOBJ_00000024	OBJ_GENE_00000159	DP_000000120	GENE_BG_Os01g0200300	data_lt_2007__cult_code_repro	gene	dev	follows_evidence_split	5	0.859418	L2_relaxed_position_density	L2_relaxed_position_density	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	matched background only; decoy is not a true negative and is not independently split	evaluator_scaffold_v055_chr1_snp_prototype_v1
EDEC_000000121	EOBJ_00000025	OBJ_GENE_00000163	DP_000000121	GENE_BG_Os01g0205200	data_lt_2007__cult_code_repro	gene	dev	follows_evidence_split	1	0.843405	L3_relaxed_annotation_detectability	L3_relaxed_annotation_detectability	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	matched background only; decoy is not a true negative and is not independently split	evaluator_scaffold_v055_chr1_snp_prototype_v1
EDEC_000000122	EOBJ_00000025	OBJ_GENE_00000163	DP_000000122	GENE_BG_Os01g0203000	data_lt_2007__cult_code_repro	gene	dev	follows_evidence_split	2	0.838283	L3_relaxed_annotation_detectability	L3_relaxed_annotation_detectability	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	matched background only; decoy is not a true negative and is not independently split	evaluator_scaffold_v055_chr1_snp_prototype_v1
EDEC_000000123	EOBJ_00000025	OBJ_GENE_00000163	DP_000000123	GENE_BG_LOC_Os01g10700	data_lt_2007__cult_code_repro	gene	dev	follows_evidence_split	3	0.836711	L3_relaxed_annotation_detectability	L3_relaxed_annotation_detectability	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	matched background only; decoy is not a true negative and is not independently split	evaluator_scaffold_v055_chr1_snp_prototype_v1
EDEC_000000124	EOBJ_00000025	OBJ_GENE_00000163	DP_000000124	GENE_BG_Os01g0205100	data_lt_2007__cult_code_repro	gene	dev	follows_evidence_split	4	0.831478	L3_relaxed_annotation_detectability	L3_relaxed_annotation_detectability	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	matched background only; decoy is not a true negative and is not independently split	evaluator_scaffold_v055_chr1_snp_prototype_v1
EDEC_000000125	EOBJ_00000025	OBJ_GENE_00000163	DP_000000125	GENE_BG_Os01g0205500	data_lt_2007__cult_code_repro	gene	dev	follows_evidence_split	5	0.829865	L3_relaxed_annotation_detectability	L3_relaxed_annotation_detectability	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	matched background only; decoy is not a true negative and is not independently split	evaluator_scaffold_v055_chr1_snp_prototype_v1
EDEC_000000126	EOBJ_00000026	OBJ_GENE_00000165	DP_000000126	GENE_BG_Os01g0205200	data_lt_2007__cult_code_repro	gene	dev	follows_evidence_split	1	0.893299	L3_relaxed_annotation_detectability	L3_relaxed_annotation_detectability	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	matched background only; decoy is not a true negative and is not independently split	evaluator_scaffold_v055_chr1_snp_prototype_v1
EDEC_000000127	EOBJ_00000026	OBJ_GENE_00000165	DP_000000127	GENE_BG_Os01g0202800	data_lt_2007__cult_code_repro	gene	dev	follows_evidence_split	2	0.875176	L3_relaxed_annotation_detectability	L3_relaxed_annotation_detectability	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	matched background only; decoy is not a true negative and is not independently split	evaluator_scaffold_v055_chr1_snp_prototype_v1
EDEC_000000128	EOBJ_00000026	OBJ_GENE_00000165	DP_000000128	GENE_BG_Os01g0208700	data_lt_2007__cult_code_repro	gene	dev	follows_evidence_split	3	0.870197	L3_relaxed_annotation_detectability	L3_relaxed_annotation_detectability	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	matched background only; decoy is not a true negative and is not independently split	evaluator_scaffold_v055_chr1_snp_prototype_v1
EDEC_000000129	EOBJ_00000026	OBJ_GENE_00000165	DP_000000129	GENE_BG_Os01g0204300	data_lt_2007__cult_code_repro	gene	dev	follows_evidence_split	4	0.841529	L3_relaxed_annotation_detectability	L3_relaxed_annotation_detectability	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	matched background only; decoy is not a true negative and is not independently split	evaluator_scaffold_v055_chr1_snp_prototype_v1
EDEC_000000130	EOBJ_00000026	OBJ_GENE_00000165	DP_000000130	GENE_BG_Os01g0208600	data_lt_2007__cult_code_repro	gene	dev	follows_evidence_split	5	0.835807	L3_relaxed_annotation_detectability	L3_relaxed_annotation_detectability	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	matched background only; decoy is not a true negative and is not independently split	evaluator_scaffold_v055_chr1_snp_prototype_v1
EDEC_000000131	EOBJ_00000027	OBJ_GENE_00000169	DP_000000131	GENE_BG_Os01g0210400	data_lt_2007__cult_code_repro	gene	dev	follows_evidence_split	1	0.804573	L3_relaxed_annotation_detectability	L3_relaxed_annotation_detectability	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	matched background only; decoy is not a true negative and is not independently split	evaluator_scaffold_v055_chr1_snp_prototype_v1
EDEC_000000132	EOBJ_00000027	OBJ_GENE_00000169	DP_000000132	GENE_BG_Os01g0209800	data_lt_2007__cult_code_repro	gene	dev	follows_evidence_split	2	0.795615	L3_relaxed_annotation_detectability	L3_relaxed_annotation_detectability	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	matched background only; decoy is not a true negative and is not independently split	evaluator_scaffold_v055_chr1_snp_prototype_v1
EDEC_000000133	EOBJ_00000027	OBJ_GENE_00000169	DP_000000133	GENE_BG_Os01g0210200	data_lt_2007__cult_code_repro	gene	dev	follows_evidence_split	3	0.792449	L3_relaxed_annotation_detectability	L3_relaxed_annotation_detectability	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	matched background only; decoy is not a true negative and is not independently split	evaluator_scaffold_v055_chr1_snp_prototype_v1
EDEC_000000134	EOBJ_00000027	OBJ_GENE_00000169	DP_000000134	GENE_BG_Os01g0209400	data_lt_2007__cult_code_repro	gene	dev	follows_evidence_split	4	0.791724	L3_relaxed_annotation_detectability	L3_relaxed_annotation_detectability	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	matched background only; decoy is not a true negative and is not independently split	evaluator_scaffold_v055_chr1_snp_prototype_v1
EDEC_000000135	EOBJ_00000027	OBJ_GENE_00000169	DP_000000135	GENE_BG_Os01g0209200	data_lt_2007__cult_code_repro	gene	dev	follows_evidence_split	5	0.790032	L3_relaxed_annotation_detectability	L3_relaxed_annotation_detectability	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	matched background only; decoy is not a true negative and is not independently split	evaluator_scaffold_v055_chr1_snp_prototype_v1
EDEC_000000136	EOBJ_00000028	OBJ_GENE_00000175	DP_000000136	GENE_BG_Os01g0218500	data_lt_2007__spkf	gene	dev	follows_evidence_split	1	0.825764	L3_relaxed_annotation_detectability	L3_relaxed_annotation_detectability	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	matched background only; decoy is not a true negative and is not independently split	evaluator_scaffold_v055_chr1_snp_prototype_v1
EDEC_000000137	EOBJ_00000028	OBJ_GENE_00000175	DP_000000137	GENE_BG_Os01g0219200	data_lt_2007__spkf	gene	dev	follows_evidence_split	2	0.819669	L3_relaxed_annotation_detectability	L3_relaxed_annotation_detectability	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	matched background only; decoy is not a true negative and is not independently split	evaluator_scaffold_v055_chr1_snp_prototype_v1
EDEC_000000138	EOBJ_00000028	OBJ_GENE_00000175	DP_000000138	GENE_BG_Os01g0221100	data_lt_2007__spkf	gene	dev	follows_evidence_split	3	0.804091	L3_relaxed_annotation_detectability	L3_relaxed_annotation_detectability	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	matched background only; decoy is not a true negative and is not independently split	evaluator_scaffold_v055_chr1_snp_prototype_v1
EDEC_000000139	EOBJ_00000028	OBJ_GENE_00000175	DP_000000139	GENE_BG_Os01g0219500	data_lt_2007__spkf	gene	dev	follows_evidence_split	4	0.786404	L3_relaxed_annotation_detectability	L3_relaxed_annotation_detectability	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	matched background only; decoy is not a true negative and is not independently split	evaluator_scaffold_v055_chr1_snp_prototype_v1
EDEC_000000140	EOBJ_00000028	OBJ_GENE_00000175	DP_000000140	GENE_BG_Os01g0218100	data_lt_2007__spkf	gene	dev	follows_evidence_split	5	0.773155	L3_relaxed_annotation_detectability	L3_relaxed_annotation_detectability	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	matched background only; decoy is not a true negative and is not independently split	evaluator_scaffold_v055_chr1_snp_prototype_v1
EDEC_000000141	EOBJ_00000029	OBJ_GENE_00000185	DP_000000141	GENE_BG_Os01g0223700	data_lt_2007__lsen	gene	dev	follows_evidence_split	1	0.916695	L2_relaxed_position_density	L2_relaxed_position_density	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	matched background only; decoy is not a true negative and is not independently split	evaluator_scaffold_v055_chr1_snp_prototype_v1
EDEC_000000142	EOBJ_00000029	OBJ_GENE_00000185	DP_000000142	GENE_BG_Os01g0223800	data_lt_2007__lsen	gene	dev	follows_evidence_split	2	0.914272	L2_relaxed_position_density	L2_relaxed_position_density	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	matched background only; decoy is not a true negative and is not independently split	evaluator_scaffold_v055_chr1_snp_prototype_v1
EDEC_000000143	EOBJ_00000029	OBJ_GENE_00000185	DP_000000143	GENE_BG_Os01g0223900	data_lt_2007__lsen	gene	dev	follows_evidence_split	3	0.913442	L2_relaxed_position_density	L2_relaxed_position_density	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	matched background only; decoy is not a true negative and is not independently split	evaluator_scaffold_v055_chr1_snp_prototype_v1
EDEC_000000144	EOBJ_00000029	OBJ_GENE_00000185	DP_000000144	GENE_BG_Os01g0224000	data_lt_2007__lsen	gene	dev	follows_evidence_split	4	0.912756	L2_relaxed_position_density	L2_relaxed_position_density	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	matched background only; decoy is not a true negative and is not independently split	evaluator_scaffold_v055_chr1_snp_prototype_v1
EDEC_000000145	EOBJ_00000029	OBJ_GENE_00000185	DP_000000145	GENE_BG_Os01g0222800	data_lt_2007__lsen	gene	dev	follows_evidence_split	5	0.907187	L2_relaxed_position_density	L2_relaxed_position_density	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	matched background only; decoy is not a true negative and is not independently split	evaluator_scaffold_v055_chr1_snp_prototype_v1
EDEC_000000146	EOBJ_00000030	OBJ_GENE_00000194	DP_000000146	GENE_BG_Os01g0228600	data_lt_2007__lsen	gene	dev	follows_evidence_split	1	0.857308	L3_relaxed_annotation_detectability	L3_relaxed_annotation_detectability	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	matched background only; decoy is not a true negative and is not independently split	evaluator_scaffold_v055_chr1_snp_prototype_v1
EDEC_000000147	EOBJ_00000030	OBJ_GENE_00000194	DP_000000147	GENE_BG_Os01g0229300	data_lt_2007__lsen	gene	dev	follows_evidence_split	2	0.847035	L3_relaxed_annotation_detectability	L3_relaxed_annotation_detectability	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	matched background only; decoy is not a true negative and is not independently split	evaluator_scaffold_v055_chr1_snp_prototype_v1
EDEC_000000148	EOBJ_00000030	OBJ_GENE_00000194	DP_000000148	GENE_BG_Os01g0226700	data_lt_2007__lsen	gene	dev	follows_evidence_split	3	0.831426	L3_relaxed_annotation_detectability	L3_relaxed_annotation_detectability	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	matched background only; decoy is not a true negative and is not independently split	evaluator_scaffold_v055_chr1_snp_prototype_v1
EDEC_000000149	EOBJ_00000030	OBJ_GENE_00000194	DP_000000149	GENE_BG_Os01g0227200	data_lt_2007__lsen	gene	dev	follows_evidence_split	4	0.824057	L3_relaxed_annotation_detectability	L3_relaxed_annotation_detectability	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	matched background only; decoy is not a true negative and is not independently split	evaluator_scaffold_v055_chr1_snp_prototype_v1
EDEC_000000150	EOBJ_00000030	OBJ_GENE_00000194	DP_000000150	GENE_BG_Os01g0226300	data_lt_2007__lsen	gene	dev	follows_evidence_split	5	0.815445	L3_relaxed_annotation_detectability	L3_relaxed_annotation_detectability	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	matched background only; decoy is not a true negative and is not independently split	evaluator_scaffold_v055_chr1_snp_prototype_v1
EDEC_000000151	EOBJ_00000031	OBJ_GENE_00000205	DP_000000151	GENE_BG_Os01g0233800	data_lt_2007__spkf	gene	dev	follows_evidence_split	1	0.996469	L1_strict_matched	L1_strict_matched	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	matched background only; decoy is not a true negative and is not independently split	evaluator_scaffold_v055_chr1_snp_prototype_v1
EDEC_000000152	EOBJ_00000031	OBJ_GENE_00000205	DP_000000152	GENE_BG_Os01g0234900	data_lt_2007__spkf	gene	dev	follows_evidence_split	2	0.985759	L1_strict_matched	L1_strict_matched	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	matched background only; decoy is not a true negative and is not independently split	evaluator_scaffold_v055_chr1_snp_prototype_v1
EDEC_000000153	EOBJ_00000031	OBJ_GENE_00000205	DP_000000153	GENE_BG_Os01g0233500	data_lt_2007__spkf	gene	dev	follows_evidence_split	3	0.940902	L1_strict_matched	L1_strict_matched	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	matched background only; decoy is not a true negative and is not independently split	evaluator_scaffold_v055_chr1_snp_prototype_v1
EDEC_000000154	EOBJ_00000031	OBJ_GENE_00000205	DP_000000154	GENE_BG_Os01g0233900	data_lt_2007__spkf	gene	dev	follows_evidence_split	4	0.937333	L1_strict_matched	L1_strict_matched	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	matched background only; decoy is not a true negative and is not independently split	evaluator_scaffold_v055_chr1_snp_prototype_v1
EDEC_000000155	EOBJ_00000031	OBJ_GENE_00000205	DP_000000155	GENE_BG_Os01g0233000	data_lt_2007__spkf	gene	dev	follows_evidence_split	5	0.934473	L1_strict_matched	L1_strict_matched	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	matched background only; decoy is not a true negative and is not independently split	evaluator_scaffold_v055_chr1_snp_prototype_v1
EDEC_000000156	EOBJ_00000032	OBJ_GENE_00000217	DP_000000156	GENE_BG_Os01g0248701	data_lt_2007__cult_code_repro	gene	dev	follows_evidence_split	1	0.997504	L1_strict_matched	L1_strict_matched	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	matched background only; decoy is not a true negative and is not independently split	evaluator_scaffold_v055_chr1_snp_prototype_v1
EDEC_000000157	EOBJ_00000032	OBJ_GENE_00000217	DP_000000157	GENE_BG_Os01g0252900	data_lt_2007__cult_code_repro	gene	dev	follows_evidence_split	2	0.924577	L1_strict_matched	L1_strict_matched	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	matched background only; decoy is not a true negative and is not independently split	evaluator_scaffold_v055_chr1_snp_prototype_v1
EDEC_000000158	EOBJ_00000032	OBJ_GENE_00000217	DP_000000158	GENE_BG_Os01g0249100	data_lt_2007__cult_code_repro	gene	dev	follows_evidence_split	3	0.916969	L1_strict_matched	L1_strict_matched	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	matched background only; decoy is not a true negative and is not independently split	evaluator_scaffold_v055_chr1_snp_prototype_v1
EDEC_000000159	EOBJ_00000032	OBJ_GENE_00000217	DP_000000159	GENE_BG_Os01g0249200	data_lt_2007__cult_code_repro	gene	dev	follows_evidence_split	4	0.914852	L1_strict_matched	L1_strict_matched	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	matched background only; decoy is not a true negative and is not independently split	evaluator_scaffold_v055_chr1_snp_prototype_v1
EDEC_000000160	EOBJ_00000032	OBJ_GENE_00000217	DP_000000160	GENE_BG_Os01g0248600	data_lt_2007__cult_code_repro	gene	dev	follows_evidence_split	5	0.914042	L1_strict_matched	L1_strict_matched	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	matched background only; decoy is not a true negative and is not independently split	evaluator_scaffold_v055_chr1_snp_prototype_v1
EDEC_000000161	EOBJ_00000033	OBJ_GENE_00000231	DP_000000161	GENE_BG_Os01g0259900	data_lt_2007__spkf	gene	dev	follows_evidence_split	1	0.868483	L2_relaxed_position_density	L2_relaxed_position_density	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	matched background only; decoy is not a true negative and is not independently split	evaluator_scaffold_v055_chr1_snp_prototype_v1
EDEC_000000162	EOBJ_00000033	OBJ_GENE_00000231	DP_000000162	GENE_BG_Os01g0258700	data_lt_2007__spkf	gene	dev	follows_evidence_split	2	0.849087	L2_relaxed_position_density	L2_relaxed_position_density	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	matched background only; decoy is not a true negative and is not independently split	evaluator_scaffold_v055_chr1_snp_prototype_v1
EDEC_000000163	EOBJ_00000033	OBJ_GENE_00000231	DP_000000163	GENE_BG_Os01g0258000	data_lt_2007__spkf	gene	dev	follows_evidence_split	3	0.843556	L2_relaxed_position_density	L2_relaxed_position_density	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	matched background only; decoy is not a true negative and is not independently split	evaluator_scaffold_v055_chr1_snp_prototype_v1
EDEC_000000164	EOBJ_00000033	OBJ_GENE_00000231	DP_000000164	GENE_BG_Os01g0257400	data_lt_2007__spkf	gene	dev	follows_evidence_split	4	0.838794	L2_relaxed_position_density	L2_relaxed_position_density	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	matched background only; decoy is not a true negative and is not independently split	evaluator_scaffold_v055_chr1_snp_prototype_v1
EDEC_000000165	EOBJ_00000033	OBJ_GENE_00000231	DP_000000165	GENE_BG_Os01g0256900	data_lt_2007__spkf	gene	dev	follows_evidence_split	5	0.834641	L2_relaxed_position_density	L2_relaxed_position_density	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	matched background only; decoy is not a true negative and is not independently split	evaluator_scaffold_v055_chr1_snp_prototype_v1
EDEC_000000166	EOBJ_00000034	OBJ_GENE_00000237	DP_000000166	GENE_BG_Os01g0259900	data_lt_2007__spkf	gene	dev	follows_evidence_split	1	0.903016	L2_relaxed_position_density	L2_relaxed_position_density	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	matched background only; decoy is not a true negative and is not independently split	evaluator_scaffold_v055_chr1_snp_prototype_v1
EDEC_000000167	EOBJ_00000034	OBJ_GENE_00000237	DP_000000167	GENE_BG_Os01g0262600	data_lt_2007__spkf	gene	dev	follows_evidence_split	2	0.900552	L2_relaxed_position_density	L2_relaxed_position_density	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	matched background only; decoy is not a true negative and is not independently split	evaluator_scaffold_v055_chr1_snp_prototype_v1
EDEC_000000168	EOBJ_00000034	OBJ_GENE_00000237	DP_000000168	GENE_BG_Os01g0264000	data_lt_2007__spkf	gene	dev	follows_evidence_split	3	0.890313	L2_relaxed_position_density	L2_relaxed_position_density	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	matched background only; decoy is not a true negative and is not independently split	evaluator_scaffold_v055_chr1_snp_prototype_v1
EDEC_000000169	EOBJ_00000034	OBJ_GENE_00000237	DP_000000169	GENE_BG_Os01g0260800	data_lt_2007__spkf	gene	dev	follows_evidence_split	4	0.867566	L2_relaxed_position_density	L2_relaxed_position_density	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	matched background only; decoy is not a true negative and is not independently split	evaluator_scaffold_v055_chr1_snp_prototype_v1
EDEC_000000170	EOBJ_00000034	OBJ_GENE_00000237	DP_000000170	GENE_BG_Os01g0260700	data_lt_2007__spkf	gene	dev	follows_evidence_split	5	0.866756	L2_relaxed_position_density	L2_relaxed_position_density	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	matched background only; decoy is not a true negative and is not independently split	evaluator_scaffold_v055_chr1_snp_prototype_v1
EDEC_000000171	EOBJ_00000035	OBJ_GENE_00000252	DP_000000171	GENE_BG_Os01g0273800	data_lt_2007__spkf	gene	dev	follows_evidence_split	1	0.90383	L2_relaxed_position_density	L2_relaxed_position_density	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	matched background only; decoy is not a true negative and is not independently split	evaluator_scaffold_v055_chr1_snp_prototype_v1
EDEC_000000172	EOBJ_00000035	OBJ_GENE_00000252	DP_000000172	GENE_BG_Os01g0276300	data_lt_2007__spkf	gene	dev	follows_evidence_split	2	0.897577	L2_relaxed_position_density	L2_relaxed_position_density	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	matched background only; decoy is not a true negative and is not independently split	evaluator_scaffold_v055_chr1_snp_prototype_v1
EDEC_000000173	EOBJ_00000035	OBJ_GENE_00000252	DP_000000173	GENE_BG_Os01g0269900	data_lt_2007__spkf	gene	dev	follows_evidence_split	3	0.87671	L2_relaxed_position_density	L2_relaxed_position_density	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	matched background only; decoy is not a true negative and is not independently split	evaluator_scaffold_v055_chr1_snp_prototype_v1
EDEC_000000174	EOBJ_00000035	OBJ_GENE_00000252	DP_000000174	GENE_BG_Os01g0279900	data_lt_2007__spkf	gene	dev	follows_evidence_split	4	0.861104	L2_relaxed_position_density	L2_relaxed_position_density	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	matched background only; decoy is not a true negative and is not independently split	evaluator_scaffold_v055_chr1_snp_prototype_v1
EDEC_000000175	EOBJ_00000035	OBJ_GENE_00000252	DP_000000175	GENE_BG_Os01g0275600	data_lt_2007__spkf	gene	dev	follows_evidence_split	5	0.859912	L2_relaxed_position_density	L2_relaxed_position_density	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	matched background only; decoy is not a true negative and is not independently split	evaluator_scaffold_v055_chr1_snp_prototype_v1
EDEC_000000176	EOBJ_00000036	OBJ_GENE_00000255	DP_000000176	GENE_BG_Os01g0276800	data_lt_2007__cult_code_repro	gene	dev	follows_evidence_split	1	0.993227	L1_strict_matched	L1_strict_matched	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	matched background only; decoy is not a true negative and is not independently split	evaluator_scaffold_v055_chr1_snp_prototype_v1
EDEC_000000177	EOBJ_00000036	OBJ_GENE_00000255	DP_000000177	GENE_BG_Os01g0276200	data_lt_2007__cult_code_repro	gene	dev	follows_evidence_split	2	0.95277	L1_strict_matched	L1_strict_matched	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	matched background only; decoy is not a true negative and is not independently split	evaluator_scaffold_v055_chr1_snp_prototype_v1
