dry_run_score_id	score_table_name	score_source	score_version	score_level	trait_id	variant_id	window_id	object_id	score	score_direction	split_version	matched_to_evaluator_object	matched_to_decoy	notes	scaffold_version
DRY_WINDOW_0000000082	window_baseline_scores.tsv	baseline	v0_1_chr1_snp_20260516	window	data_lt_2007__spkf	NA	chr1_6650001_6750000	NA	0.9083914395	higher_is_better	frozen_split_v055_chr1_snp_prototype_v1	false	false	baseline score does not join current evaluator object or decoy input	evaluator_scaffold_v055_chr1_snp_prototype_v1
DRY_WINDOW_0000000083	window_baseline_scores.tsv	baseline	v0_1_chr1_snp_20260516	window	data_lt_2007__spkf	NA	chr1_32800001_32900000	OBJ_WINDOW_00081734	0.9082526799	higher_is_better	frozen_split_v055_chr1_snp_prototype_v1	false	true	baseline score joins matched background decoy; dry-run only and not true negative	evaluator_scaffold_v055_chr1_snp_prototype_v1
DRY_WINDOW_0000000084	window_baseline_scores.tsv	baseline	v0_1_chr1_snp_20260516	window	data_lt_2007__spkf	NA	chr1_7100001_7200000	NA	0.9071551934	higher_is_better	frozen_split_v055_chr1_snp_prototype_v1	false	false	baseline score does not join current evaluator object or decoy input	evaluator_scaffold_v055_chr1_snp_prototype_v1
DRY_WINDOW_0000000085	window_baseline_scores.tsv	baseline	v0_1_chr1_snp_20260516	window	data_lt_2007__spkf	NA	chr1_33400001_33500000	OBJ_WINDOW_00081729	0.9061300865	higher_is_better	frozen_split_v055_chr1_snp_prototype_v1	false	true	baseline score joins matched background decoy; dry-run only and not true negative	evaluator_scaffold_v055_chr1_snp_prototype_v1
DRY_WINDOW_0000000086	window_baseline_scores.tsv	baseline	v0_1_chr1_snp_20260516	window	data_lt_2007__spkf	NA	chr1_5950001_6050000	NA	0.9048291809	higher_is_better	frozen_split_v055_chr1_snp_prototype_v1	false	false	baseline score does not join current evaluator object or decoy input	evaluator_scaffold_v055_chr1_snp_prototype_v1
DRY_WINDOW_0000000087	window_baseline_scores.tsv	baseline	v0_1_chr1_snp_20260516	window	data_lt_2007__spkf	NA	chr1_1900001_2000000	NA	0.9036633957	higher_is_better	frozen_split_v055_chr1_snp_prototype_v1	false	false	baseline score does not join current evaluator object or decoy input	evaluator_scaffold_v055_chr1_snp_prototype_v1
DRY_WINDOW_0000000088	window_baseline_scores.tsv	baseline	v0_1_chr1_snp_20260516	window	data_lt_2007__spkf	NA	chr1_14600001_14700000	NA	0.9034020206	higher_is_better	frozen_split_v055_chr1_snp_prototype_v1	false	false	baseline score does not join current evaluator object or decoy input	evaluator_scaffold_v055_chr1_snp_prototype_v1
DRY_WINDOW_0000000089	window_baseline_scores.tsv	baseline	v0_1_chr1_snp_20260516	window	data_lt_2007__spkf	NA	chr1_15750001_15850000	NA	0.9031110208	higher_is_better	frozen_split_v055_chr1_snp_prototype_v1	false	false	baseline score does not join current evaluator object or decoy input	evaluator_scaffold_v055_chr1_snp_prototype_v1
DRY_WINDOW_0000000090	window_baseline_scores.tsv	baseline	v0_1_chr1_snp_20260516	window	data_lt_2007__spkf	NA	chr1_2250001_2350000	NA	0.9028461538	higher_is_better	frozen_split_v055_chr1_snp_prototype_v1	false	false	baseline score does not join current evaluator object or decoy input	evaluator_scaffold_v055_chr1_snp_prototype_v1
DRY_WINDOW_0000000091	window_baseline_scores.tsv	baseline	v0_1_chr1_snp_20260516	window	data_lt_2007__spkf	NA	chr1_3400001_3500000	NA	0.9027596575	higher_is_better	frozen_split_v055_chr1_snp_prototype_v1	false	false	baseline score does not join current evaluator object or decoy input	evaluator_scaffold_v055_chr1_snp_prototype_v1
DRY_WINDOW_0000000092	window_baseline_scores.tsv	baseline	v0_1_chr1_snp_20260516	window	data_lt_2007__spkf	NA	chr1_42200001_42300000	NA	0.902521988	higher_is_better	frozen_split_v055_chr1_snp_prototype_v1	false	false	baseline score does not join current evaluator object or decoy input	evaluator_scaffold_v055_chr1_snp_prototype_v1
DRY_WINDOW_0000000093	window_baseline_scores.tsv	baseline	v0_1_chr1_snp_20260516	window	data_lt_2007__spkf	NA	chr1_9600001_9700000	NA	0.9011992916	higher_is_better	frozen_split_v055_chr1_snp_prototype_v1	false	false	baseline score does not join current evaluator object or decoy input	evaluator_scaffold_v055_chr1_snp_prototype_v1
DRY_WINDOW_0000000094	window_baseline_scores.tsv	baseline	v0_1_chr1_snp_20260516	window	data_lt_2007__spkf	NA	chr1_15400001_15500000	NA	0.9009784408	higher_is_better	frozen_split_v055_chr1_snp_prototype_v1	false	false	baseline score does not join current evaluator object or decoy input	evaluator_scaffold_v055_chr1_snp_prototype_v1
DRY_WINDOW_0000000095	window_baseline_scores.tsv	baseline	v0_1_chr1_snp_20260516	window	data_lt_2007__spkf	NA	chr1_950001_1050000	NA	0.9003240432	higher_is_better	frozen_split_v055_chr1_snp_prototype_v1	false	false	baseline score does not join current evaluator object or decoy input	evaluator_scaffold_v055_chr1_snp_prototype_v1
DRY_WINDOW_0000000096	window_baseline_scores.tsv	baseline	v0_1_chr1_snp_20260516	window	data_lt_2007__spkf	NA	chr1_24850001_24950000	OBJ_WINDOW_00081716	0.9000270142	higher_is_better	frozen_split_v055_chr1_snp_prototype_v1	false	true	baseline score joins matched background decoy; dry-run only and not true negative	evaluator_scaffold_v055_chr1_snp_prototype_v1
DRY_WINDOW_0000000097	window_baseline_scores.tsv	baseline	v0_1_chr1_snp_20260516	window	data_lt_2007__spkf	NA	chr1_300001_400000	NA	0.8979610386	higher_is_better	frozen_split_v055_chr1_snp_prototype_v1	false	false	baseline score does not join current evaluator object or decoy input	evaluator_scaffold_v055_chr1_snp_prototype_v1
DRY_WINDOW_0000000098	window_baseline_scores.tsv	baseline	v0_1_chr1_snp_20260516	window	data_lt_2007__spkf	NA	chr1_36200001_36300000	OBJ_WINDOW_00081757	0.8970329471	higher_is_better	frozen_split_v055_chr1_snp_prototype_v1	true	false	baseline score joins evaluator object; dry-run only	evaluator_scaffold_v055_chr1_snp_prototype_v1
DRY_WINDOW_0000000099	window_baseline_scores.tsv	baseline	v0_1_chr1_snp_20260516	window	data_lt_2007__spkf	NA	chr1_25150001_25250000	OBJ_WINDOW_00081710	0.8954250479	higher_is_better	frozen_split_v055_chr1_snp_prototype_v1	false	true	baseline score joins matched background decoy; dry-run only and not true negative	evaluator_scaffold_v055_chr1_snp_prototype_v1
DRY_WINDOW_0000000100	window_baseline_scores.tsv	baseline	v0_1_chr1_snp_20260516	window	data_lt_2007__spkf	NA	chr1_800001_900000	NA	0.8934856644	higher_is_better	frozen_split_v055_chr1_snp_prototype_v1	false	false	baseline score does not join current evaluator object or decoy input	evaluator_scaffold_v055_chr1_snp_prototype_v1
DRY_WINDOW_0000000101	window_baseline_scores.tsv	baseline	v0_1_chr1_snp_20260516	window	data_lt_2007__spkf	NA	chr1_22800001_22900000	OBJ_WINDOW_00081704	0.8916205673	higher_is_better	frozen_split_v055_chr1_snp_prototype_v1	false	true	baseline score joins matched background decoy; dry-run only and not true negative	evaluator_scaffold_v055_chr1_snp_prototype_v1
DRY_WINDOW_0000000102	window_baseline_scores.tsv	baseline	v0_1_chr1_snp_20260516	window	data_lt_2007__spkf	NA	chr1_24900001_25000000	OBJ_WINDOW_00081716	0.8916013138	higher_is_better	frozen_split_v055_chr1_snp_prototype_v1	false	true	baseline score joins matched background decoy; dry-run only and not true negative	evaluator_scaffold_v055_chr1_snp_prototype_v1
DRY_WINDOW_0000000103	window_baseline_scores.tsv	baseline	v0_1_chr1_snp_20260516	window	data_lt_2007__spkf	NA	chr1_8850001_8950000	NA	0.8913032773	higher_is_better	frozen_split_v055_chr1_snp_prototype_v1	false	false	baseline score does not join current evaluator object or decoy input	evaluator_scaffold_v055_chr1_snp_prototype_v1
DRY_WINDOW_0000000104	window_baseline_scores.tsv	baseline	v0_1_chr1_snp_20260516	window	data_lt_2007__spkf	NA	chr1_26450001_26550000	NA	0.8896836488	higher_is_better	frozen_split_v055_chr1_snp_prototype_v1	false	false	baseline score does not join current evaluator object or decoy input	evaluator_scaffold_v055_chr1_snp_prototype_v1
DRY_WINDOW_0000000105	window_baseline_scores.tsv	baseline	v0_1_chr1_snp_20260516	window	data_lt_2007__spkf	NA	chr1_18900001_19000000	NA	0.888419375	higher_is_better	frozen_split_v055_chr1_snp_prototype_v1	false	false	baseline score does not join current evaluator object or decoy input	evaluator_scaffold_v055_chr1_snp_prototype_v1
DRY_WINDOW_0000000106	window_baseline_scores.tsv	baseline	v0_1_chr1_snp_20260516	window	data_lt_2007__spkf	NA	chr1_24550001_24650000	OBJ_WINDOW_00081712	0.8883207319	higher_is_better	frozen_split_v055_chr1_snp_prototype_v1	true	false	baseline score joins evaluator object; dry-run only	evaluator_scaffold_v055_chr1_snp_prototype_v1
DRY_WINDOW_0000000107	window_baseline_scores.tsv	baseline	v0_1_chr1_snp_20260516	window	data_lt_2007__spkf	NA	chr1_1350001_1450000	NA	0.8871221486	higher_is_better	frozen_split_v055_chr1_snp_prototype_v1	false	false	baseline score does not join current evaluator object or decoy input	evaluator_scaffold_v055_chr1_snp_prototype_v1
DRY_WINDOW_0000000108	window_baseline_scores.tsv	baseline	v0_1_chr1_snp_20260516	window	data_lt_2007__spkf	NA	chr1_5350001_5450000	NA	0.8822191793	higher_is_better	frozen_split_v055_chr1_snp_prototype_v1	false	false	baseline score does not join current evaluator object or decoy input	evaluator_scaffold_v055_chr1_snp_prototype_v1
DRY_WINDOW_0000000109	window_baseline_scores.tsv	baseline	v0_1_chr1_snp_20260516	window	data_lt_2007__spkf	NA	chr1_19750001_19850000	NA	0.8808437595	higher_is_better	frozen_split_v055_chr1_snp_prototype_v1	false	false	baseline score does not join current evaluator object or decoy input	evaluator_scaffold_v055_chr1_snp_prototype_v1
DRY_WINDOW_0000000110	window_baseline_scores.tsv	baseline	v0_1_chr1_snp_20260516	window	data_lt_2007__spkf	NA	chr1_39000001_39100000	OBJ_WINDOW_00081813	0.8804199177	higher_is_better	frozen_split_v055_chr1_snp_prototype_v1	true	false	baseline score joins evaluator object; dry-run only	evaluator_scaffold_v055_chr1_snp_prototype_v1
DRY_WINDOW_0000000111	window_baseline_scores.tsv	baseline	v0_1_chr1_snp_20260516	window	data_lt_2007__spkf	NA	chr1_6050001_6150000	NA	0.8793685787	higher_is_better	frozen_split_v055_chr1_snp_prototype_v1	false	false	baseline score does not join current evaluator object or decoy input	evaluator_scaffold_v055_chr1_snp_prototype_v1
DRY_WINDOW_0000000112	window_baseline_scores.tsv	baseline	v0_1_chr1_snp_20260516	window	data_lt_2007__spkf	NA	chr1_5000001_5100000	NA	0.8768988545	higher_is_better	frozen_split_v055_chr1_snp_prototype_v1	false	false	baseline score does not join current evaluator object or decoy input	evaluator_scaffold_v055_chr1_snp_prototype_v1
DRY_WINDOW_0000000113	window_baseline_scores.tsv	baseline	v0_1_chr1_snp_20260516	window	data_lt_2007__spkf	NA	chr1_38200001_38300000	OBJ_WINDOW_00081797	0.8764805939	higher_is_better	frozen_split_v055_chr1_snp_prototype_v1	true	false	baseline score joins evaluator object; dry-run only	evaluator_scaffold_v055_chr1_snp_prototype_v1
DRY_WINDOW_0000000114	window_baseline_scores.tsv	baseline	v0_1_chr1_snp_20260516	window	data_lt_2007__spkf	NA	chr1_12950001_13050000	NA	0.8747317483	higher_is_better	frozen_split_v055_chr1_snp_prototype_v1	false	false	baseline score does not join current evaluator object or decoy input	evaluator_scaffold_v055_chr1_snp_prototype_v1
DRY_WINDOW_0000000115	window_baseline_scores.tsv	baseline	v0_1_chr1_snp_20260516	window	data_lt_2007__spkf	NA	chr1_50001_150000	NA	0.8742560429	higher_is_better	frozen_split_v055_chr1_snp_prototype_v1	false	false	baseline score does not join current evaluator object or decoy input	evaluator_scaffold_v055_chr1_snp_prototype_v1
DRY_WINDOW_0000000116	window_baseline_scores.tsv	baseline	v0_1_chr1_snp_20260516	window	data_lt_2007__spkf	NA	chr1_19700001_19800000	NA	0.8740350724	higher_is_better	frozen_split_v055_chr1_snp_prototype_v1	false	false	baseline score does not join current evaluator object or decoy input	evaluator_scaffold_v055_chr1_snp_prototype_v1
DRY_WINDOW_0000000117	window_baseline_scores.tsv	baseline	v0_1_chr1_snp_20260516	window	data_lt_2007__spkf	NA	chr1_23350001_23450000	OBJ_WINDOW_00081688	0.8733011021	higher_is_better	frozen_split_v055_chr1_snp_prototype_v1	true	false	baseline score joins evaluator object; dry-run only	evaluator_scaffold_v055_chr1_snp_prototype_v1
DRY_WINDOW_0000000118	window_baseline_scores.tsv	baseline	v0_1_chr1_snp_20260516	window	data_lt_2007__spkf	NA	chr1_27750001_27850000	NA	0.8725960338	higher_is_better	frozen_split_v055_chr1_snp_prototype_v1	false	false	baseline score does not join current evaluator object or decoy input	evaluator_scaffold_v055_chr1_snp_prototype_v1
DRY_WINDOW_0000000119	window_baseline_scores.tsv	baseline	v0_1_chr1_snp_20260516	window	data_lt_2007__spkf	NA	chr1_22300001_22400000	OBJ_WINDOW_00081702	0.8724066862	higher_is_better	frozen_split_v055_chr1_snp_prototype_v1	false	true	baseline score joins matched background decoy; dry-run only and not true negative	evaluator_scaffold_v055_chr1_snp_prototype_v1
DRY_WINDOW_0000000120	window_baseline_scores.tsv	baseline	v0_1_chr1_snp_20260516	window	data_lt_2007__spkf	NA	chr1_28150001_28250000	NA	0.8720989766	higher_is_better	frozen_split_v055_chr1_snp_prototype_v1	false	false	baseline score does not join current evaluator object or decoy input	evaluator_scaffold_v055_chr1_snp_prototype_v1
DRY_WINDOW_0000000121	window_baseline_scores.tsv	baseline	v0_1_chr1_snp_20260516	window	data_lt_2007__spkf	NA	chr1_13600001_13700000	NA	0.8720167853	higher_is_better	frozen_split_v055_chr1_snp_prototype_v1	false	false	baseline score does not join current evaluator object or decoy input	evaluator_scaffold_v055_chr1_snp_prototype_v1
DRY_WINDOW_0000000122	window_baseline_scores.tsv	baseline	v0_1_chr1_snp_20260516	window	data_lt_2007__spkf	NA	chr1_12150001_12250000	NA	0.8692646796	higher_is_better	frozen_split_v055_chr1_snp_prototype_v1	false	false	baseline score does not join current evaluator object or decoy input	evaluator_scaffold_v055_chr1_snp_prototype_v1
DRY_WINDOW_0000000123	window_baseline_scores.tsv	baseline	v0_1_chr1_snp_20260516	window	data_lt_2007__spkf	NA	chr1_21850001_21950000	NA	0.867181915	higher_is_better	frozen_split_v055_chr1_snp_prototype_v1	false	false	baseline score does not join current evaluator object or decoy input	evaluator_scaffold_v055_chr1_snp_prototype_v1
DRY_WINDOW_0000000124	window_baseline_scores.tsv	baseline	v0_1_chr1_snp_20260516	window	data_lt_2007__spkf	NA	chr1_38950001_39050000	OBJ_WINDOW_00081812	0.8655581872	higher_is_better	frozen_split_v055_chr1_snp_prototype_v1	true	false	baseline score joins evaluator object; dry-run only	evaluator_scaffold_v055_chr1_snp_prototype_v1
DRY_WINDOW_0000000125	window_baseline_scores.tsv	baseline	v0_1_chr1_snp_20260516	window	data_lt_2007__spkf	NA	chr1_38850001_38950000	OBJ_WINDOW_00081810	0.8629208731	higher_is_better	frozen_split_v055_chr1_snp_prototype_v1	true	false	baseline score joins evaluator object; dry-run only	evaluator_scaffold_v055_chr1_snp_prototype_v1
DRY_WINDOW_0000000126	window_baseline_scores.tsv	baseline	v0_1_chr1_snp_20260516	window	data_lt_2007__spkf	NA	chr1_42850001_42950000	NA	0.8617014185	higher_is_better	frozen_split_v055_chr1_snp_prototype_v1	false	false	baseline score does not join current evaluator object or decoy input	evaluator_scaffold_v055_chr1_snp_prototype_v1
DRY_WINDOW_0000000127	window_baseline_scores.tsv	baseline	v0_1_chr1_snp_20260516	window	data_lt_2007__spkf	NA	chr1_16200001_16300000	NA	0.8612846707	higher_is_better	frozen_split_v055_chr1_snp_prototype_v1	false	false	baseline score does not join current evaluator object or decoy input	evaluator_scaffold_v055_chr1_snp_prototype_v1
DRY_WINDOW_0000000128	window_baseline_scores.tsv	baseline	v0_1_chr1_snp_20260516	window	data_lt_2007__spkf	NA	chr1_5900001_6000000	NA	0.8605087042	higher_is_better	frozen_split_v055_chr1_snp_prototype_v1	false	false	baseline score does not join current evaluator object or decoy input	evaluator_scaffold_v055_chr1_snp_prototype_v1
DRY_WINDOW_0000000129	window_baseline_scores.tsv	baseline	v0_1_chr1_snp_20260516	window	data_lt_2007__spkf	NA	chr1_28000001_28100000	NA	0.8587187672	higher_is_better	frozen_split_v055_chr1_snp_prototype_v1	false	false	baseline score does not join current evaluator object or decoy input	evaluator_scaffold_v055_chr1_snp_prototype_v1
DRY_WINDOW_0000000130	window_baseline_scores.tsv	baseline	v0_1_chr1_snp_20260516	window	data_lt_2007__spkf	NA	chr1_16100001_16200000	NA	0.8570218045	higher_is_better	frozen_split_v055_chr1_snp_prototype_v1	false	false	baseline score does not join current evaluator object or decoy input	evaluator_scaffold_v055_chr1_snp_prototype_v1
DRY_WINDOW_0000000131	window_baseline_scores.tsv	baseline	v0_1_chr1_snp_20260516	window	data_lt_2007__spkf	NA	chr1_1150001_1250000	NA	0.8569868199	higher_is_better	frozen_split_v055_chr1_snp_prototype_v1	false	false	baseline score does not join current evaluator object or decoy input	evaluator_scaffold_v055_chr1_snp_prototype_v1
DRY_WINDOW_0000000132	window_baseline_scores.tsv	baseline	v0_1_chr1_snp_20260516	window	data_lt_2007__spkf	NA	chr1_14400001_14500000	NA	0.8548126816	higher_is_better	frozen_split_v055_chr1_snp_prototype_v1	false	false	baseline score does not join current evaluator object or decoy input	evaluator_scaffold_v055_chr1_snp_prototype_v1
DRY_WINDOW_0000000133	window_baseline_scores.tsv	baseline	v0_1_chr1_snp_20260516	window	data_lt_2007__spkf	NA	chr1_600001_700000	NA	0.8511691589	higher_is_better	frozen_split_v055_chr1_snp_prototype_v1	false	false	baseline score does not join current evaluator object or decoy input	evaluator_scaffold_v055_chr1_snp_prototype_v1
DRY_WINDOW_0000000134	window_baseline_scores.tsv	baseline	v0_1_chr1_snp_20260516	window	data_lt_2007__spkf	NA	chr1_37750001_37850000	OBJ_WINDOW_00081788	0.8510145583	higher_is_better	frozen_split_v055_chr1_snp_prototype_v1	true	false	baseline score joins evaluator object; dry-run only	evaluator_scaffold_v055_chr1_snp_prototype_v1
DRY_WINDOW_0000000135	window_baseline_scores.tsv	baseline	v0_1_chr1_snp_20260516	window	data_lt_2007__spkf	NA	chr1_30250001_30350000	NA	0.8498985394	higher_is_better	frozen_split_v055_chr1_snp_prototype_v1	false	false	baseline score does not join current evaluator object or decoy input	evaluator_scaffold_v055_chr1_snp_prototype_v1
DRY_WINDOW_0000000136	window_baseline_scores.tsv	baseline	v0_1_chr1_snp_20260516	window	data_lt_2007__spkf	NA	chr1_39450001_39550000	OBJ_WINDOW_00081822	0.8496634639	higher_is_better	frozen_split_v055_chr1_snp_prototype_v1	true	false	baseline score joins evaluator object; dry-run only	evaluator_scaffold_v055_chr1_snp_prototype_v1
DRY_WINDOW_0000000137	window_baseline_scores.tsv	baseline	v0_1_chr1_snp_20260516	window	data_lt_2007__spkf	NA	chr1_35750001_35850000	OBJ_WINDOW_00081748	0.8484374991	higher_is_better	frozen_split_v055_chr1_snp_prototype_v1	true	false	baseline score joins evaluator object; dry-run only	evaluator_scaffold_v055_chr1_snp_prototype_v1
DRY_WINDOW_0000000138	window_baseline_scores.tsv	baseline	v0_1_chr1_snp_20260516	window	data_lt_2007__spkf	NA	chr1_20550001_20650000	NA	0.8479347464	higher_is_better	frozen_split_v055_chr1_snp_prototype_v1	false	false	baseline score does not join current evaluator object or decoy input	evaluator_scaffold_v055_chr1_snp_prototype_v1
DRY_WINDOW_0000000139	window_baseline_scores.tsv	baseline	v0_1_chr1_snp_20260516	window	data_lt_2007__spkf	NA	chr1_42800001_42900000	OBJ_WINDOW_00081786	0.846988436	higher_is_better	frozen_split_v055_chr1_snp_prototype_v1	false	true	baseline score joins matched background decoy; dry-run only and not true negative	evaluator_scaffold_v055_chr1_snp_prototype_v1
DRY_WINDOW_0000000140	window_baseline_scores.tsv	baseline	v0_1_chr1_snp_20260516	window	data_lt_2007__spkf	NA	chr1_5150001_5250000	NA	0.8459834643	higher_is_better	frozen_split_v055_chr1_snp_prototype_v1	false	false	baseline score does not join current evaluator object or decoy input	evaluator_scaffold_v055_chr1_snp_prototype_v1
DRY_WINDOW_0000000141	window_baseline_scores.tsv	baseline	v0_1_chr1_snp_20260516	window	data_lt_2007__spkf	NA	chr1_8300001_8400000	NA	0.8446347591	higher_is_better	frozen_split_v055_chr1_snp_prototype_v1	false	false	baseline score does not join current evaluator object or decoy input	evaluator_scaffold_v055_chr1_snp_prototype_v1
DRY_WINDOW_0000000142	window_baseline_scores.tsv	baseline	v0_1_chr1_snp_20260516	window	data_lt_2007__spkf	NA	chr1_14350001_14450000	NA	0.8438717882	higher_is_better	frozen_split_v055_chr1_snp_prototype_v1	false	false	baseline score does not join current evaluator object or decoy input	evaluator_scaffold_v055_chr1_snp_prototype_v1
DRY_WINDOW_0000000143	window_baseline_scores.tsv	baseline	v0_1_chr1_snp_20260516	window	data_lt_2007__spkf	NA	chr1_21000001_21100000	OBJ_WINDOW_00081710	0.8437623165	higher_is_better	frozen_split_v055_chr1_snp_prototype_v1	false	true	baseline score joins matched background decoy; dry-run only and not true negative	evaluator_scaffold_v055_chr1_snp_prototype_v1
DRY_WINDOW_0000000144	window_baseline_scores.tsv	baseline	v0_1_chr1_snp_20260516	window	data_lt_2007__spkf	NA	chr1_28350001_28450000	NA	0.8428816451	higher_is_better	frozen_split_v055_chr1_snp_prototype_v1	false	false	baseline score does not join current evaluator object or decoy input	evaluator_scaffold_v055_chr1_snp_prototype_v1
DRY_WINDOW_0000000145	window_baseline_scores.tsv	baseline	v0_1_chr1_snp_20260516	window	data_lt_2007__spkf	NA	chr1_14550001_14650000	NA	0.8428620071	higher_is_better	frozen_split_v055_chr1_snp_prototype_v1	false	false	baseline score does not join current evaluator object or decoy input	evaluator_scaffold_v055_chr1_snp_prototype_v1
DRY_WINDOW_0000000146	window_baseline_scores.tsv	baseline	v0_1_chr1_snp_20260516	window	data_lt_2007__spkf	NA	chr1_17350001_17450000	NA	0.8422486939	higher_is_better	frozen_split_v055_chr1_snp_prototype_v1	false	false	baseline score does not join current evaluator object or decoy input	evaluator_scaffold_v055_chr1_snp_prototype_v1
DRY_WINDOW_0000000147	window_baseline_scores.tsv	baseline	v0_1_chr1_snp_20260516	window	data_lt_2007__spkf	NA	chr1_37350001_37450000	OBJ_WINDOW_00081780	0.8419327323	higher_is_better	frozen_split_v055_chr1_snp_prototype_v1	true	false	baseline score joins evaluator object; dry-run only	evaluator_scaffold_v055_chr1_snp_prototype_v1
DRY_WINDOW_0000000148	window_baseline_scores.tsv	baseline	v0_1_chr1_snp_20260516	window	data_lt_2007__spkf	NA	chr1_24050001_24150000	OBJ_WINDOW_00081702	0.8369205206	higher_is_better	frozen_split_v055_chr1_snp_prototype_v1	true	false	baseline score joins evaluator object; dry-run only	evaluator_scaffold_v055_chr1_snp_prototype_v1
DRY_WINDOW_0000000149	window_baseline_scores.tsv	baseline	v0_1_chr1_snp_20260516	window	data_lt_2007__spkf	NA	chr1_8400001_8500000	NA	0.8369147967	higher_is_better	frozen_split_v055_chr1_snp_prototype_v1	false	false	baseline score does not join current evaluator object or decoy input	evaluator_scaffold_v055_chr1_snp_prototype_v1
DRY_WINDOW_0000000150	window_baseline_scores.tsv	baseline	v0_1_chr1_snp_20260516	window	data_lt_2007__spkf	NA	chr1_40400001_40500000	OBJ_WINDOW_00081816	0.8356651935	higher_is_better	frozen_split_v055_chr1_snp_prototype_v1	false	true	baseline score joins matched background decoy; dry-run only and not true negative	evaluator_scaffold_v055_chr1_snp_prototype_v1
DRY_WINDOW_0000000151	window_baseline_scores.tsv	baseline	v0_1_chr1_snp_20260516	window	data_lt_2007__spkf	NA	chr1_33600001_33700000	OBJ_WINDOW_00081796	0.8350163885	higher_is_better	frozen_split_v055_chr1_snp_prototype_v1	false	true	baseline score joins matched background decoy; dry-run only and not true negative	evaluator_scaffold_v055_chr1_snp_prototype_v1
DRY_WINDOW_0000000152	window_baseline_scores.tsv	baseline	v0_1_chr1_snp_20260516	window	data_lt_2007__spkf	NA	chr1_42700001_42800000	NA	0.8346960121	higher_is_better	frozen_split_v055_chr1_snp_prototype_v1	false	false	baseline score does not join current evaluator object or decoy input	evaluator_scaffold_v055_chr1_snp_prototype_v1
DRY_WINDOW_0000000153	window_baseline_scores.tsv	baseline	v0_1_chr1_snp_20260516	window	data_lt_2007__spkf	NA	chr1_3800001_3900000	NA	0.8345775124	higher_is_better	frozen_split_v055_chr1_snp_prototype_v1	false	false	baseline score does not join current evaluator object or decoy input	evaluator_scaffold_v055_chr1_snp_prototype_v1
DRY_WINDOW_0000000154	window_baseline_scores.tsv	baseline	v0_1_chr1_snp_20260516	window	data_lt_2007__spkf	NA	chr1_29650001_29750000	NA	0.8320842574	higher_is_better	frozen_split_v055_chr1_snp_prototype_v1	false	false	baseline score does not join current evaluator object or decoy input	evaluator_scaffold_v055_chr1_snp_prototype_v1
DRY_WINDOW_0000000155	window_baseline_scores.tsv	baseline	v0_1_chr1_snp_20260516	window	data_lt_2007__spkf	NA	chr1_22750001_22850000	OBJ_WINDOW_00081697	0.8314637087	higher_is_better	frozen_split_v055_chr1_snp_prototype_v1	false	true	baseline score joins matched background decoy; dry-run only and not true negative	evaluator_scaffold_v055_chr1_snp_prototype_v1
DRY_WINDOW_0000000156	window_baseline_scores.tsv	baseline	v0_1_chr1_snp_20260516	window	data_lt_2007__spkf	NA	chr1_700001_800000	NA	0.8310665394	higher_is_better	frozen_split_v055_chr1_snp_prototype_v1	false	false	baseline score does not join current evaluator object or decoy input	evaluator_scaffold_v055_chr1_snp_prototype_v1
DRY_WINDOW_0000000157	window_baseline_scores.tsv	baseline	v0_1_chr1_snp_20260516	window	data_lt_2007__spkf	NA	chr1_41300001_41400000	NA	0.8293581054	higher_is_better	frozen_split_v055_chr1_snp_prototype_v1	false	false	baseline score does not join current evaluator object or decoy input	evaluator_scaffold_v055_chr1_snp_prototype_v1
DRY_WINDOW_0000000158	window_baseline_scores.tsv	baseline	v0_1_chr1_snp_20260516	window	data_lt_2007__spkf	NA	chr1_25500001_25600000	NA	0.8287486794	higher_is_better	frozen_split_v055_chr1_snp_prototype_v1	false	false	baseline score does not join current evaluator object or decoy input	evaluator_scaffold_v055_chr1_snp_prototype_v1
DRY_WINDOW_0000000159	window_baseline_scores.tsv	baseline	v0_1_chr1_snp_20260516	window	data_lt_2007__spkf	NA	chr1_14700001_14800000	NA	0.8285324605	higher_is_better	frozen_split_v055_chr1_snp_prototype_v1	false	false	baseline score does not join current evaluator object or decoy input	evaluator_scaffold_v055_chr1_snp_prototype_v1
DRY_WINDOW_0000000160	window_baseline_scores.tsv	baseline	v0_1_chr1_snp_20260516	window	data_lt_2007__spkf	NA	chr1_1250001_1350000	NA	0.8284172613	higher_is_better	frozen_split_v055_chr1_snp_prototype_v1	false	false	baseline score does not join current evaluator object or decoy input	evaluator_scaffold_v055_chr1_snp_prototype_v1
DRY_WINDOW_0000000161	window_baseline_scores.tsv	baseline	v0_1_chr1_snp_20260516	window	data_lt_2007__spkf	NA	chr1_16800001_16900000	NA	0.8263881529	higher_is_better	frozen_split_v055_chr1_snp_prototype_v1	false	false	baseline score does not join current evaluator object or decoy input	evaluator_scaffold_v055_chr1_snp_prototype_v1
DRY_WINDOW_0000000162	window_baseline_scores.tsv	baseline	v0_1_chr1_snp_20260516	window	data_lt_2007__spkf	NA	chr1_31600001_31700000	NA	0.8258630692	higher_is_better	frozen_split_v055_chr1_snp_prototype_v1	false	false	baseline score does not join current evaluator object or decoy input	evaluator_scaffold_v055_chr1_snp_prototype_v1
