evaluator_object_id	object_id	trait_id	object_type	evidence_id	evidence_source	evidence_level	chrom	start	end	gene_id	gene_symbol	variant_id	window_id	assigned_split	assigned_role	prototype_locked_not_final	in_main_evaluation_candidate_pool	manual_review_required	broader_evidence	has_matched_decoy	n_matched_decoys	notes	scaffold_version
EOBJ_00000124	OBJ_GENE_00000818	data_lt_2007__spkf	gene	KGE_00000818	RAP-DB JSON	gene_level	1	37174575	37176344	Os01g0859300	ABI5, OsABI5, OsABI5-1, OsbZIP10, OsABF1, OREB1, OsABI5-2, OsOREB1	NA	NA	source_disjoint_or_temporal	source_disjoint_evaluation	true	true	false	false	true	5	evaluator scaffold input only; evidence is not a training label and the prototype split is non-final	evaluator_scaffold_v055_chr1_snp_prototype_v1
EOBJ_00000125	OBJ_GENE_00000820	data_lt_2007__lsen	gene	KGE_00000820	RAP-DB JSON	gene_level	1	37323898	37324874	Os01g0862600	S40-9, OsS40-9	NA	NA	source_disjoint_or_temporal	source_disjoint_evaluation	true	true	false	false	true	5	evaluator scaffold input only; evidence is not a training label and the prototype split is non-final	evaluator_scaffold_v055_chr1_snp_prototype_v1
EOBJ_00000126	OBJ_GENE_00000823	data_lt_2007__fla_repro	gene	KGE_00000823	RAP-DB JSON	gene_level	1	37396215	37397433	Os01g0864000	OFP30, OsOFP8, OFP8, OsOFP30, OsOFP08	NA	NA	source_disjoint_or_temporal	source_disjoint_evaluation	true	true	false	false	true	5	evaluator scaffold input only; evidence is not a training label and the prototype split is non-final	evaluator_scaffold_v055_chr1_snp_prototype_v1
EOBJ_00000127	OBJ_GENE_00000826	data_lt_2007__cult_code_repro	gene	KGE_00000826	RAP-DB JSON	gene_level	1	37519585	37522414	Os01g0866400	MOC2, OscFBP1, cFBP1, FBP1, FR, OsFR, OsFBP1, OsMOC2, MOC2/FBP1	NA	NA	source_disjoint_or_temporal	source_disjoint_evaluation	true	true	false	false	true	5	evaluator scaffold input only; evidence is not a training label and the prototype split is non-final	evaluator_scaffold_v055_chr1_snp_prototype_v1
EOBJ_00000128	OBJ_GENE_00000828	data_lt_2007__cult_code_repro	gene	KGE_00000828	RAP-DB JSON	gene_level	1	37556707	37560104	Os01g0867300	BZIP12, OsbZIP12, OsABF1, ABF1, OsOSE2, OSE2, OsbZIP12/OsABF1	NA	NA	source_disjoint_or_temporal	source_disjoint_evaluation	true	true	false	false	true	5	evaluator scaffold input only; evidence is not a training label and the prototype split is non-final	evaluator_scaffold_v055_chr1_snp_prototype_v1
EOBJ_00000129	OBJ_GENE_00000844	data_lt_2007__lsen	gene	KGE_00000844	RAP-DB JSON	gene_level	1	37932258	37933372	Os01g0874300	DLN31, MYB22, R2R3-MYB, OsDLN31, MYB3, OsMYB22, Os2R_MYB18, 2R_MYB18, MYB2-20, OsMYB2-20	NA	NA	source_disjoint_or_temporal	source_disjoint_evaluation	true	true	false	false	true	5	evaluator scaffold input only; evidence is not a training label and the prototype split is non-final	evaluator_scaffold_v055_chr1_snp_prototype_v1
EOBJ_00000130	OBJ_GENE_00000851	data_lt_2007__cult_code_repro	gene	KGE_00000851	RAP-DB JSON	gene_level	1	38197022	38202612	Os01g0880200	PGSIP-A1, OsGUX1, GUX1, OsPGSIP-A1, OsGUX1L, OsDGTq1, DGTq1	NA	NA	source_disjoint_or_temporal	source_disjoint_evaluation	true	true	false	false	true	5	evaluator scaffold input only; evidence is not a training label and the prototype split is non-final	evaluator_scaffold_v055_chr1_snp_prototype_v1
EOBJ_00000131	OBJ_GENE_00000852	data_lt_2007__cult_code_repro	gene	KGE_00000852	RAP-DB JSON	gene_level	1	38261869	38265489	Os01g0881500	PH1, CIGR, ph1, SCL1, OsSCL1, OsGRAS-3, GRAS-3, OsGRAS3, GRAS3, OsPH1, OsCIGR	NA	NA	source_disjoint_or_temporal	source_disjoint_evaluation	true	true	false	false	true	5	evaluator scaffold input only; evidence is not a training label and the prototype split is non-final	evaluator_scaffold_v055_chr1_snp_prototype_v1
EOBJ_00000132	OBJ_GENE_00000856	data_lt_2007__spkf	gene	KGE_00000856	RAP-DB JSON	gene_level	1	38321342	38323892	Os01g0883100	MADS2, OsMADS2, RMADS219, NMADS1, PI2, nmads1, DLN33, OsDLN33	NA	NA	source_disjoint_or_temporal	source_disjoint_evaluation	true	true	false	false	true	5	evaluator scaffold input only; evidence is not a training label and the prototype split is non-final	evaluator_scaffold_v055_chr1_snp_prototype_v1
EOBJ_00000133	OBJ_GENE_00000857	data_lt_2007__cult_code_repro	gene	KGE_00000857	RAP-DB JSON	gene_level	1	38382382	38385504	Os01g0883800	SD1, sd-1, OsGA20ox2, GA20, GA20ox2, 20ox2, GA20ox-2, Os20ox2, ATT1, sd1, sd1 (d47, d47, sd1-d, sd1-1), d49(sd1-r), C20OX2, OsGA20ox-2, GA20OX2, SD1-ja, SD1-in, sd1-2, Sd-1, OsPHQ1, OsPHq1, PHq1	NA	NA	source_disjoint_or_temporal	source_disjoint_evaluation	true	true	false	false	true	5	evaluator scaffold input only; evidence is not a training label and the prototype split is non-final	evaluator_scaffold_v055_chr1_snp_prototype_v1
EOBJ_00000134	OBJ_GENE_00000860	data_lt_2007__spkf	gene	KGE_00000860	RAP-DB JSON	gene_level	1	38437149	38440462	Os01g0884900	MABS1, OsMABS1	NA	NA	source_disjoint_or_temporal	source_disjoint_evaluation	true	true	false	false	true	5	evaluator scaffold input only; evidence is not a training label and the prototype split is non-final	evaluator_scaffold_v055_chr1_snp_prototype_v1
EOBJ_00000135	OBJ_GENE_00000863	data_lt_2007__fla_repro	gene	KGE_00000863	RAP-DB JSON	gene_level	1	38676241	38679639	Os01g0889400	IG1, CRL1L3, OsCrll3, OsIG1, CRLL3, OsLBD1-9, LBD1-9, OsAS2, AS2, OsLBD11, LBD11	NA	NA	source_disjoint_or_temporal	source_disjoint_evaluation	true	true	false	false	true	5	evaluator scaffold input only; evidence is not a training label and the prototype split is non-final	evaluator_scaffold_v055_chr1_snp_prototype_v1
EOBJ_00000136	OBJ_GENE_00000907	data_lt_2007__spkf	gene	KGE_00000907	RAP-DB JSON	gene_level	1	40018401	40023853	Os01g0917500	MSP1, Msp1, OsMSP1, OsTMS15, TMS15	NA	NA	dev	development_evaluation	true	true	false	false	true	5	evaluator scaffold input only; evidence is not a training label and the prototype split is non-final	evaluator_scaffold_v055_chr1_snp_prototype_v1
EOBJ_00000137	OBJ_GENE_00000917	data_lt_2007__spkf	gene	KGE_00000917	RAP-DB JSON	gene_level	1	40344374	40364362	Os01g0922800	MADS51, OsMADS51, OsMADS65, MADS65, qHd1, DLN36, OsDLN36	NA	NA	dev	development_evaluation	true	true	false	false	true	5	evaluator scaffold input only; evidence is not a training label and the prototype split is non-final	evaluator_scaffold_v055_chr1_snp_prototype_v1
EOBJ_00000138	OBJ_GENE_00000920	data_lt_2007__cult_code_repro	gene	KGE_00000920	RAP-DB JSON	gene_level	1	40483328	40490026	Os01g0924600	MHZ9, OsMHZ9	NA	NA	dev	development_evaluation	true	true	false	false	true	5	evaluator scaffold input only; evidence is not a training label and the prototype split is non-final	evaluator_scaffold_v055_chr1_snp_prototype_v1
EOBJ_00000139	OBJ_GENE_00000921	data_lt_2007__spkf	gene	KGE_00000921	RAP-DB JSON	gene_level	1	40509056	40510844	Os01g0924933	DPW2, OsDPW2	NA	NA	dev	development_evaluation	true	true	false	false	true	5	evaluator scaffold input only; evidence is not a training label and the prototype split is non-final	evaluator_scaffold_v055_chr1_snp_prototype_v1
EOBJ_00000140	OBJ_GENE_00000924	data_lt_2007__spkf	gene	KGE_00000924	RAP-DB JSON	gene_level	1	40615730	40619630	Os01g0926400	IRX10L3, OsGT47-1, GT47-1, OsIRX10L3	NA	NA	dev	development_evaluation	true	true	false	false	true	5	evaluator scaffold input only; evidence is not a training label and the prototype split is non-final	evaluator_scaffold_v055_chr1_snp_prototype_v1
EOBJ_00000141	OBJ_GENE_00000925	data_lt_2007__spkf	gene	KGE_00000925	RAP-DB JSON	gene_level	1	40626435	40629466	Os01g0926600	GT47A, OsGT47A, OsGT47-3, OsIRX10L1, IRX10L1	NA	NA	dev	development_evaluation	true	true	false	false	true	5	evaluator scaffold input only; evidence is not a training label and the prototype split is non-final	evaluator_scaffold_v055_chr1_snp_prototype_v1
EOBJ_00000142	OBJ_GENE_00000933	data_lt_2007__cult_code_repro	gene	KGE_00000933	RAP-DB JSON	gene_level	1	40723385	40730507	Os01g0928100	DPH1, OsSCD2, SCD2, OsDPH1, CEF3, OsCEF3	NA	NA	dev	development_evaluation	true	true	false	false	true	5	evaluator scaffold input only; evidence is not a training label and the prototype split is non-final	evaluator_scaffold_v055_chr1_snp_prototype_v1
EOBJ_00000143	OBJ_GENE_00000934	data_lt_2007__spkf	gene	KGE_00000934	RAP-DB JSON	gene_level	1	40797941	40798525	Os01g0929600	RTS, RTS2	NA	NA	dev	development_evaluation	true	true	false	false	true	5	evaluator scaffold input only; evidence is not a training label and the prototype split is non-final	evaluator_scaffold_v055_chr1_snp_prototype_v1
EOBJ_00000144	OBJ_GENE_00000943	data_lt_2007__cult_code_repro	gene	KGE_00000943	RAP-DB JSON	gene_level	1	41139355	41140629	Os01g0937050	OsCLP, CLP	NA	NA	dev	development_evaluation	true	true	false	false	true	5	evaluator scaffold input only; evidence is not a training label and the prototype split is non-final	evaluator_scaffold_v055_chr1_snp_prototype_v1
EOBJ_00000145	OBJ_GENE_00000954	data_lt_2007__fla_repro	gene	KGE_00000954	RAP-DB JSON	gene_level	1	41711753	41714123	Os01g0948200	DLA, OsDLA, GRAS6, OsGRAS-6, GRAS-6, OsGRAS6, OsGRAS5, GRAS5	NA	NA	dev	development_evaluation	true	true	false	false	true	5	evaluator scaffold input only; evidence is not a training label and the prototype split is non-final	evaluator_scaffold_v055_chr1_snp_prototype_v1
EOBJ_00000146	OBJ_GENE_00000968	data_lt_2007__cult_code_repro	gene	KGE_00000968	RAP-DB JSON	gene_level	1	42086484	42095424	Os01g0955700	OsCLT1, CLT1	NA	NA	dev	development_evaluation	true	true	false	false	true	5	evaluator scaffold input only; evidence is not a training label and the prototype split is non-final	evaluator_scaffold_v055_chr1_snp_prototype_v1
EOBJ_00000147	OBJ_GENE_00000972	data_lt_2007__cult_code_repro	gene	KGE_00000972	RAP-DB JSON	gene_level	1	42177836	42183724	Os01g0957000	NADK1, OsNADK1	NA	NA	dev	development_evaluation	true	true	false	false	true	5	evaluator scaffold input only; evidence is not a training label and the prototype split is non-final	evaluator_scaffold_v055_chr1_snp_prototype_v1
EOBJ_00000148	OBJ_GENE_00000973	data_lt_2007__cult_code_repro	gene	KGE_00000973	RAP-DB JSON	gene_level	1	42177832	42183727	Os01g0957000	NADK1, OsNADK1	NA	NA	dev	development_evaluation	true	true	false	false	true	5	evaluator scaffold input only; evidence is not a training label and the prototype split is non-final	evaluator_scaffold_v055_chr1_snp_prototype_v1
EOBJ_00000149	OBJ_GENE_00000976	data_lt_2007__spkf	gene	KGE_00000976	RAP-DB JSON	gene_level	1	42268902	42274913	Os01g0958900	MLH1, OsMLH1	NA	NA	dev	development_evaluation	true	true	false	false	true	5	evaluator scaffold input only; evidence is not a training label and the prototype split is non-final	evaluator_scaffold_v055_chr1_snp_prototype_v1
EOBJ_00000150	OBJ_GENE_00000980	data_lt_2007__cult_code_repro	gene	KGE_00000980	RAP-DB JSON	gene_level	1	42429502	42432547	Os01g0962700	PRX20, OsPrx20, prx20, OsPRX20	NA	NA	dev	development_evaluation	true	true	false	false	true	5	evaluator scaffold input only; evidence is not a training label and the prototype split is non-final	evaluator_scaffold_v055_chr1_snp_prototype_v1
EOBJ_00000151	OBJ_GENE_00000989	data_lt_2007__cult_code_repro	gene	KGE_00000989	RAP-DB JSON	gene_level	1	42821254	42825043	Os01g0970600	RH58, OsRH58	NA	NA	dev	development_evaluation	true	true	false	false	true	5	evaluator scaffold input only; evidence is not a training label and the prototype split is non-final	evaluator_scaffold_v055_chr1_snp_prototype_v1
EOBJ_00000152	OBJ_GENE_00000994	data_lt_2007__fla_repro	gene	KGE_00000994	RAP-DB JSON	gene_level	1	42981239	42984988	Os01g0973500	RLCK57, OsRLCK57	NA	NA	dev	development_evaluation	true	true	false	false	true	5	evaluator scaffold input only; evidence is not a training label and the prototype split is non-final	evaluator_scaffold_v055_chr1_snp_prototype_v1
EOBJ_00000153	OBJ_GENE_00000998	data_lt_2007__lsen	gene	KGE_00000998	RAP-DB JSON	gene_level	1	43096401	43097949	Os01g0975300	MYB48, OsMYB48, OsMYB48-1, OsMYB48-2, OsMYB59, MYB59, Os2R_MYB19, 2R_MYB19, MYB2-21, OsMYB2-21	NA	NA	dev	development_evaluation	true	true	false	false	true	5	evaluator scaffold input only; evidence is not a training label and the prototype split is non-final	evaluator_scaffold_v055_chr1_snp_prototype_v1
EOBJ_00000154	OBJ_GENE_00001002	data_lt_2007__spkf	gene	KGE_00001002	RAP-DB JSON	gene_level	1	43172242	43173072	Os01g0976800	GATA10, OsGATA10	NA	NA	dev	development_evaluation	true	true	false	false	true	5	evaluator scaffold input only; evidence is not a training label and the prototype split is non-final	evaluator_scaffold_v055_chr1_snp_prototype_v1
EOBJ_00000155	OBJ_GENE_00001004	data_lt_2007__lsen	gene	KGE_00001004	RAP-DB JSON	gene_level	1	43185188	43186577	Os01g0977100	TET1, OsTET1	NA	NA	dev	development_evaluation	true	true	false	false	true	5	evaluator scaffold input only; evidence is not a training label and the prototype split is non-final	evaluator_scaffold_v055_chr1_snp_prototype_v1
EOBJ_00000156	OBJ_GENE_00001006	data_lt_2007__spkf	gene	KGE_00001006	RAP-DB JSON	gene_level	1	43202561	43215244	Os01g0977600	CSIT1, OsListerin, OsLtn1, Ltn1, OsRING184, RING184, OsCSIT1	NA	NA	dev	development_evaluation	true	true	false	false	true	5	evaluator scaffold input only; evidence is not a training label and the prototype split is non-final	evaluator_scaffold_v055_chr1_snp_prototype_v1
EOBJ_00000157	OBJ_GENE_00007034	data_lt_2007__lsen	gene	KGE_00007034	RAP-DB JSON	gene_level	1	929884	934458	Os01g0116600	SPL33, LMM5.1, SPL33/LMM5.1, OsSPL33, OsLMM5.1, OsHBS1, HBS1	NA	NA	dev	development_evaluation	true	true	false	false	true	5	evaluator scaffold input only; evidence is not a training label and the prototype split is non-final	evaluator_scaffold_v055_chr1_snp_prototype_v1
EOBJ_00000158	OBJ_GENE_00007035	data_lt_2007__cult_code_repro	gene	KGE_00007035	RAP-DB JSON	gene_level	1	1353705	1354767	Os01g0124401	RBBI3-3, OsBBPI, BBPI, OsBBTI5, BBTI5, IBP1.2, OsIBP1.2	NA	NA	dev	development_evaluation	true	true	false	false	true	5	evaluator scaffold input only; evidence is not a training label and the prototype split is non-final	evaluator_scaffold_v055_chr1_snp_prototype_v1
EOBJ_00000159	OBJ_GENE_00007036	data_lt_2007__spkf	gene	KGE_00007036	RAP-DB JSON	gene_level	1	1746418	1748443	Os01g0131600	ERF108, RD2, OsERF#108, OsAP2, OsERF108, AP2/EREBP#001, AP2/EREBP1, OsCRF1, CRF1, ESR1, OsESR1	NA	NA	dev	development_evaluation	true	true	false	false	true	5	evaluator scaffold input only; evidence is not a training label and the prototype split is non-final	evaluator_scaffold_v055_chr1_snp_prototype_v1
EOBJ_00000160	OBJ_GENE_00007038	data_lt_2007__cult_code_repro	gene	KGE_00007038	RAP-DB JSON	gene_level	1	2120489	2122320	Os01g0140100	AP4, OsAP4	NA	NA	dev	development_evaluation	true	true	false	false	true	5	evaluator scaffold input only; evidence is not a training label and the prototype split is non-final	evaluator_scaffold_v055_chr1_snp_prototype_v1
EOBJ_00000161	OBJ_GENE_00007045	data_lt_2007__cult_code_repro	gene	KGE_00007045	RAP-DB JSON	gene_level	1	4051885	4057571	Os01g0178000	DNR1, OsDNR1	NA	NA	dev	development_evaluation	true	true	false	false	true	5	evaluator scaffold input only; evidence is not a training label and the prototype split is non-final	evaluator_scaffold_v055_chr1_snp_prototype_v1
EOBJ_00000162	OBJ_GENE_00007048	data_lt_2007__lsen	gene	KGE_00007048	RAP-DB JSON	gene_level	1	4572446	4573421	Os01g0186000	WRKY10, OsWRKY10	NA	NA	dev	development_evaluation	true	true	false	false	true	5	evaluator scaffold input only; evidence is not a training label and the prototype split is non-final	evaluator_scaffold_v055_chr1_snp_prototype_v1
EOBJ_00000163	OBJ_GENE_00007052	data_lt_2007__cult_code_repro	gene	KGE_00007052	RAP-DB JSON	gene_level	1	5270449	5275585	Os01g0197700	GN1A, Gn1a, OsCKX2, CKX2, ckx2, Gn1a/OsCKX2, Os CKX2, CKX2/Gn1a	NA	NA	dev	development_evaluation	true	true	false	false	true	5	evaluator scaffold input only; evidence is not a training label and the prototype split is non-final	evaluator_scaffold_v055_chr1_snp_prototype_v1
EOBJ_00000164	OBJ_GENE_00007060	data_lt_2007__spkf	gene	KGE_00007060	RAP-DB JSON	gene_level	1	6444246	6456068	Os01g0218032	TA2, ROS1A, ROS1, ROS1a, OsROS1, DME1, OsROS1A, mOsROS1, ROS1A/DNG702, DNG702, OsDNG702	NA	NA	dev	development_evaluation	true	true	false	false	true	5	evaluator scaffold input only; evidence is not a training label and the prototype split is non-final	evaluator_scaffold_v055_chr1_snp_prototype_v1
EOBJ_00000165	OBJ_GENE_00007066	data_lt_2007__spkf	gene	KGE_00007066	RAP-DB JSON	gene_level	1	8657066	8658466	Os01g0258600	DPL1	NA	NA	dev	development_evaluation	true	true	false	false	true	5	evaluator scaffold input only; evidence is not a training label and the prototype split is non-final	evaluator_scaffold_v055_chr1_snp_prototype_v1
EOBJ_00000166	OBJ_GENE_00007067	data_lt_2007__cult_code_repro	gene	KGE_00007067	RAP-DB JSON	gene_level	1	9679828	9680883	Os01g0276300	LEA1B, OsLEA1b, LEA1b, OsEnS-4	NA	NA	dev	development_evaluation	true	true	false	false	true	5	evaluator scaffold input only; evidence is not a training label and the prototype split is non-final	evaluator_scaffold_v055_chr1_snp_prototype_v1
EOBJ_00000167	OBJ_GENE_00007071	data_lt_2007__cult_code_repro	gene	KGE_00007071	RAP-DB JSON	gene_level	1	11458956	11463442	Os01g0307500	SKC1, OsHKT1;5, HKT1;5, OsHKT8, HKT8, Os-HKT1;5, qSKC-1(t), OsSKC1	NA	NA	source_disjoint_or_temporal	source_disjoint_evaluation	true	true	false	false	true	5	evaluator scaffold input only; evidence is not a training label and the prototype split is non-final	evaluator_scaffold_v055_chr1_snp_prototype_v1
EOBJ_00000168	OBJ_GENE_00007072	data_lt_2007__spkf	gene	KGE_00007072	RAP-DB JSON	gene_level	1	14012515	14019465	Os01g0350900	VIP2, IPI1, RIP1, OsVIP2, OsIPI1, OsRIP1, OsRING103, RING103	NA	NA	source_disjoint_or_temporal	source_disjoint_evaluation	true	true	false	false	true	5	evaluator scaffold input only; evidence is not a training label and the prototype split is non-final	evaluator_scaffold_v055_chr1_snp_prototype_v1
EOBJ_00000169	OBJ_GENE_00007076	data_lt_2007__spkf	gene	KGE_00007076	RAP-DB JSON	gene_level	1	18720879	18723104	Os01g0524100	ESA1, OsESA1	NA	NA	source_disjoint_or_temporal	source_disjoint_evaluation	true	true	false	false	true	5	evaluator scaffold input only; evidence is not a training label and the prototype split is non-final	evaluator_scaffold_v055_chr1_snp_prototype_v1
EOBJ_00000170	OBJ_GENE_00007080	data_lt_2007__spkf	gene	KGE_00007080	RAP-DB JSON	gene_level	1	22375575	22377307	Os01g0578500	SAF, SaF, OsFbox019, OsFbox19, Os_F0070, OsFBD1, FBD1	NA	NA	dev	development_evaluation	true	true	false	false	true	5	evaluator scaffold input only; evidence is not a training label and the prototype split is non-final	evaluator_scaffold_v055_chr1_snp_prototype_v1
EOBJ_00000171	OBJ_GENE_00007081	data_lt_2007__spkf	gene	KGE_00007081	RAP-DB JSON	gene_level	1	22379143	22382540	Os01g0578700	SAM, SaM+, SaM	NA	NA	dev	development_evaluation	true	true	false	false	true	5	evaluator scaffold input only; evidence is not a training label and the prototype split is non-final	evaluator_scaffold_v055_chr1_snp_prototype_v1
EOBJ_00000172	OBJ_GENE_00007086	data_lt_2007__cult_code_repro	gene	KGE_00007086	RAP-DB JSON	gene_level	1	24145891	24148846	Os01g0610400	SNAT3, OsSNAT3, HAG717, OsHAG717	NA	NA	dev	development_evaluation	true	true	false	false	true	5	evaluator scaffold input only; evidence is not a training label and the prototype split is non-final	evaluator_scaffold_v055_chr1_snp_prototype_v1
EOBJ_00000173	OBJ_GENE_00007090	data_lt_2007__cult_code_repro	gene	KGE_00007090	RAP-DB JSON	gene_level	1	24703771	24708911	Os01g0620100	SEH1, OsSEH1, OsWD40-19, WD40-19	NA	NA	dev	development_evaluation	true	true	false	false	true	5	evaluator scaffold input only; evidence is not a training label and the prototype split is non-final	evaluator_scaffold_v055_chr1_snp_prototype_v1
EOBJ_00000174	OBJ_GENE_00007095	data_lt_2007__cult_code_repro	gene	KGE_00007095	RAP-DB JSON	gene_level	1	25382714	25384678	Os01g0633500	RD, Rd, DFR, OsDFR, OS-DFR, OsDFR1, DFR1, DFR-1	NA	NA	dev	development_evaluation	true	true	false	false	true	5	evaluator scaffold input only; evidence is not a training label and the prototype split is non-final	evaluator_scaffold_v055_chr1_snp_prototype_v1
EOBJ_00000175	OBJ_GENE_00007096	data_lt_2007__lsen	gene	KGE_00007096	RAP-DB JSON	gene_level	1	25592575	25593523	Os01g0637800	MYB8, OsMYB305, MYB305, OsMYB8, Os2R_MYB9, 2R_MYB9, MYB2-10, OsMYB2-10	NA	NA	dev	development_evaluation	true	true	false	false	true	5	evaluator scaffold input only; evidence is not a training label and the prototype split is non-final	evaluator_scaffold_v055_chr1_snp_prototype_v1
EOBJ_00000176	OBJ_GENE_00007098	data_lt_2007__cult_code_repro	gene	KGE_00007098	RAP-DB JSON	gene_level	1	26119741	26126165	Os01g0648000	AKT1, OsAKT1, Os-AKT1	NA	NA	dev	development_evaluation	true	true	false	false	true	5	evaluator scaffold input only; evidence is not a training label and the prototype split is non-final	evaluator_scaffold_v055_chr1_snp_prototype_v1
EOBJ_00000177	OBJ_GENE_00007100	data_lt_2007__cult_code_repro	gene	KGE_00007100	RAP-DB JSON	gene_level	1	28330871	28333317	Os01g0686800	RACK1, RACK1A, RWD, OsWD40-21, OsRACK1, OsRACK1A	NA	NA	dev	development_evaluation	true	true	false	false	true	5	evaluator scaffold input only; evidence is not a training label and the prototype split is non-final	evaluator_scaffold_v055_chr1_snp_prototype_v1
EOBJ_00000178	OBJ_GENE_00007103	data_lt_2007__cult_code_repro	gene	KGE_00007103	RAP-DB JSON	gene_level	1	29036327	29041621	Os01g0701400	SLB2, Os1400, CYP711A3, CYP711A1, OsCYP711A1, Os1400/CYP711A3, OsCYP711A3, OsMAX1-1400, MAX1-1400	NA	NA	dev	development_evaluation	true	true	false	false	true	5	evaluator scaffold input only; evidence is not a training label and the prototype split is non-final	evaluator_scaffold_v055_chr1_snp_prototype_v1
EOBJ_00000179	OBJ_GENE_00007104	data_lt_2007__cult_code_repro	gene	KGE_00007104	RAP-DB JSON	gene_level	1	29132173	29133909	Os01g0702700	MYB14, OsMYB14, Os2R_MYB12, 2R_MYB12, JAdMYB1, OsJAdMYB1, MYB2-13, OsMYB2-13	NA	NA	dev	development_evaluation	true	true	false	false	true	5	evaluator scaffold input only; evidence is not a training label and the prototype split is non-final	evaluator_scaffold_v055_chr1_snp_prototype_v1
EOBJ_00000180	OBJ_GENE_00007105	data_lt_2007__spkf	gene	KGE_00007105	RAP-DB JSON	gene_level	1	29188850	29190936	Os01g0704100	HTNE, NRT2.3, OsNRT2.3, OsNRT2;1, OsNRT2.3a, OsNRT2.3b, OsNRT2;3a, OsNRT2.5	NA	NA	dev	development_evaluation	true	true	false	false	true	5	evaluator scaffold input only; evidence is not a training label and the prototype split is non-final	evaluator_scaffold_v055_chr1_snp_prototype_v1
EOBJ_00000181	OBJ_GENE_00007117	data_lt_2007__cult_code_repro	gene	KGE_00007117	RAP-DB JSON	gene_level	1	31592582	31596855	Os01g0753000	EIP8, OsVOZ1, VOZ1, OsEIP8	NA	NA	prototype_locked	prototype_locked_evaluation	true	true	false	false	true	5	evaluator scaffold input only; evidence is not a training label and the prototype split is non-final	evaluator_scaffold_v055_chr1_snp_prototype_v1
EOBJ_00000182	OBJ_GENE_00007126	data_lt_2007__pth	gene	KGE_00007126	RAP-DB JSON	gene_level	1	33136846	33145541	Os01g0782100	PISH, Pi sh, Pish, Pi-sh, Pish(t)	NA	NA	prototype_locked	prototype_locked_evaluation	true	true	false	false	true	5	evaluator scaffold input only; evidence is not a training label and the prototype split is non-final	evaluator_scaffold_v055_chr1_snp_prototype_v1
EOBJ_00000183	OBJ_GENE_00007128	data_lt_2007__cult_code_repro	gene	KGE_00007128	RAP-DB JSON	gene_level	1	33271968	33274543	Os01g0784900	NSP1, OsbHLH069, bHLH069, bHLH69, OsbHLH69, OsNSP1	NA	NA	prototype_locked	prototype_locked_evaluation	true	true	false	false	true	5	evaluator scaffold input only; evidence is not a training label and the prototype split is non-final	evaluator_scaffold_v055_chr1_snp_prototype_v1
EOBJ_00000184	OBJ_GENE_00007135	data_lt_2007__cult_code_repro	gene	KGE_00007135	RAP-DB JSON	gene_level	1	36343948	36346009	Os01g0846300	PP2C9, OsPP2C09, PP2C09, OsPP15, PP15, OsPP2C9, OsPP2C3	NA	NA	source_disjoint_or_temporal	source_disjoint_evaluation	true	true	false	false	true	5	evaluator scaffold input only; evidence is not a training label and the prototype split is non-final	evaluator_scaffold_v055_chr1_snp_prototype_v1
EOBJ_00000185	OBJ_GENE_00007137	data_lt_2007__cult_code_repro	gene	KGE_00007137	RAP-DB JSON	gene_level	1	36445456	36449951	Os01g0848400	QSH1, RIL1, qSH1, qsh1, qSH-1, OsRIL1	NA	NA	source_disjoint_or_temporal	source_disjoint_evaluation	true	true	false	false	true	5	evaluator scaffold input only; evidence is not a training label and the prototype split is non-final	evaluator_scaffold_v055_chr1_snp_prototype_v1
EOBJ_00000186	OBJ_GENE_00007138	data_lt_2007__cult_code_repro	gene	KGE_00007138	RAP-DB JSON	gene_level	1	36813736	36815023	Os01g0854500	QHB, OsQHB, OsWOX9, WOX9, WOX5, Os WOX5, OsWOX5, QHB/OsWOX9	NA	NA	source_disjoint_or_temporal	source_disjoint_evaluation	true	true	false	false	true	5	evaluator scaffold input only; evidence is not a training label and the prototype split is non-final	evaluator_scaffold_v055_chr1_snp_prototype_v1
EOBJ_00000187	OBJ_GENE_00007140	data_lt_2007__spkf	gene	KGE_00007140	RAP-DB JSON	gene_level	1	37174575	37176344	Os01g0859300	ABI5, OsABI5, OsABI5-2, OsOREB1, OREB1, OsABF1, OsbZIP10, OsABI5-1	NA	NA	source_disjoint_or_temporal	source_disjoint_evaluation	true	true	false	false	true	5	evaluator scaffold input only; evidence is not a training label and the prototype split is non-final	evaluator_scaffold_v055_chr1_snp_prototype_v1
EOBJ_00000188	OBJ_GENE_00007155	data_lt_2007__spkf	gene	KGE_00007155	RAP-DB JSON	gene_level	1	40344374	40364362	Os01g0922800	MADS51, OsMADS51, OsMADS65, MADS65, qHd1, DLN36, OsDLN36	NA	NA	dev	development_evaluation	true	true	false	false	true	5	evaluator scaffold input only; evidence is not a training label and the prototype split is non-final	evaluator_scaffold_v055_chr1_snp_prototype_v1
EOBJ_00000189	OBJ_GENE_00007159	data_lt_2007__fla_repro	gene	KGE_00007159	RAP-DB JSON	gene_level	1	41711753	41714123	Os01g0948200	DLA, OsDLA, GRAS6, OsGRAS-6, GRAS-6, OsGRAS6, OsGRAS5, GRAS5	NA	NA	dev	development_evaluation	true	true	false	false	true	5	evaluator scaffold input only; evidence is not a training label and the prototype split is non-final	evaluator_scaffold_v055_chr1_snp_prototype_v1
