download_id	source_id	data_category	file_role	original_filename	local_path	download_url_or_access_method	access_method_type	download_command	download_status	file_size_bytes	checksum_sha256	download_started_at	download_finished_at	source_version	reference_build	notes
FD_CAND_AUTO_0016	SRC_3K_SNP_GENOTYPE_001	snp_genotype	snp_genotype	README-3kRG-full-SNP-v1.txt	data/raw/variants/snp/README-3kRG-full-SNP-v1.txt	s3://3kricegenome/reduced/README-3kRG-full-SNP-v1.txt	s3	fast_download_selected_data.sh --execute	downloaded	133	c27b22ec126f9072211d21d046ae7d6e31c3fe9f587bd14d4705d8e1f67bc3c5		2026-05-15T17:54:27.460217+00:00	to_be_confirmed	Nipponbare / IRGSP-1.0	fast_download
FD_CAND_AUTO_0024	SRC_3K_SNP_GENOTYPE_001	snp_genotype	snp_genotype	README-snp_pipeline.txt	data/raw/variants/snp/README-snp_pipeline.txt	s3://3kricegenome/README-snp_pipeline.txt	s3	fast_download_selected_data.sh --execute	downloaded	2785	1772d1d90be77f154eae97f735bfba9b85558f74c204a15d17e5b3cabd91c11b		2026-05-15T17:54:27.460217+00:00	to_be_confirmed	Nipponbare / IRGSP-1.0	fast_download
FD_CAND_AUTO_0033	SRC_3K_SNP_GENOTYPE_001	snp_genotype	snp_genotype	Snpseek_subsets.html	data/raw/variants/snp/Snpseek_subsets.html	s3://3kricegenome/snpseek-dl/Snpseek_subsets.html	s3	fast_download_selected_data.sh --execute	downloaded	14666	f217fb2780e68a5c6555a2cc4e3c05faba517dea142d0647fa8148c955cc17fc		2026-05-15T17:54:27.460217+00:00	to_be_confirmed	Nipponbare / IRGSP-1.0	fast_download
FD_CAND_AUTO_0046	SRC_3K_SNP_GENOTYPE_001	snp_genotype	snp_genotype	core_v0.7.bed.gz	data/raw/variants/snp/core_v0.7.bed.gz	s3://3kricegenome/snpseek-dl/3krg-base-filt-core-v0.7/core_v0.7.bed.gz	s3	fast_download_selected_data.sh --execute	downloaded	117476185	bc0d092504d2b349c1714710501531b3434fb5c602f30ebf2f0c16c1f3754382		2026-05-15T17:54:27.460217+00:00	to_be_confirmed	Nipponbare / IRGSP-1.0	fast_download
FD_CAND_AUTO_0047	SRC_3K_SNP_GENOTYPE_001	snp_genotype	snp_genotype	core_v0.7.bim.gz	data/raw/variants/snp/core_v0.7.bim.gz	s3://3kricegenome/snpseek-dl/3krg-base-filt-core-v0.7/core_v0.7.bim.gz	s3	fast_download_selected_data.sh --execute	downloaded	3171530	ccdcc75790bcaba1bdb4b13c9b133bfa28a2966bbcde159ee62ff187e3526ee9		2026-05-15T17:54:27.460217+00:00	to_be_confirmed	Nipponbare / IRGSP-1.0	fast_download
FD_CAND_AUTO_0048	SRC_3K_SNP_GENOTYPE_001	snp_genotype	snp_genotype	core_v0.7.fam.gz	data/raw/variants/snp/core_v0.7.fam.gz	s3://3kricegenome/snpseek-dl/3krg-base-filt-core-v0.7/core_v0.7.fam.gz	s3	fast_download_selected_data.sh --execute	downloaded	16782	ded6261e398e73e311ad8613dffbea8acc1b1a68f3066a9e072150577687ec00		2026-05-15T17:54:27.460217+00:00	to_be_confirmed	Nipponbare / IRGSP-1.0	fast_download
FD_CAND_AUTO_0049	SRC_3K_SNP_GENOTYPE_001	snp_genotype	snp_genotype	index-2017-0321-perChrCoreSnps.html	data/raw/variants/snp/index-2017-0321-perChrCoreSnps.html	s3://3kricegenome/snpseek-dl/3krg-base-filt-core-v0.7/index-2017-0321-perChrCoreSnps.html	s3	fast_download_selected_data.sh --execute	downloaded	11059	6b1ccd68303e7cf6bcf4ea2f3ad4c00ffe3e2bdbf9430df45ed7ab0315b9d6e6		2026-05-15T17:54:27.460217+00:00	to_be_confirmed	Nipponbare / IRGSP-1.0	fast_download
FD_CAND_AUTO_0054	SRC_3K_SNP_GENOTYPE_001	snp_genotype	snp_genotype	pca_pruned_v2.1.eigenvec.var.gz	data/raw/variants/snp/pca_pruned_v2.1.eigenvec.var.gz	s3://3kricegenome/snpseek-dl/3k-pruned-v2.1/pruned_v2.1.pca/pca_pruned_v2.1.eigenvec.var.gz	s3	fast_download_selected_data.sh --execute	downloaded	51393517	0dcabb10311f0838eebb1c3e5f3f555ae869c1cbd46cc4ddb1ef6a4bdf46f7de		2026-05-15T17:54:27.460217+00:00	to_be_confirmed	Nipponbare / IRGSP-1.0	fast_download
FD_CAND_AUTO_0050	SRC_3K_SNP_GENOTYPE_001	snp_genotype	snp_genotype	readme_core_v0.7.txt	data/raw/variants/snp/readme_core_v0.7.txt	s3://3kricegenome/snpseek-dl/3krg-base-filt-core-v0.7/readme_core_v0.7.txt	s3	fast_download_selected_data.sh --execute	downloaded	266	7d9f3b6ca9480f271bf07b59cee3c0007250a662a3d4509dc7b2f885a6f8c3c2		2026-05-15T17:54:27.460217+00:00	to_be_confirmed	Nipponbare / IRGSP-1.0	fast_download
FD_CAND_AUTO_0055	SRC_3K_SNP_GENOTYPE_001	snp_genotype	snp_genotype	readme_pruned-v2.1.txt	data/raw/variants/snp/readme_pruned-v2.1.txt	s3://3kricegenome/snpseek-dl/3k-pruned-v2.1/readme_pruned-v2.1.txt	s3	fast_download_selected_data.sh --execute	downloaded	377	3c78d832cfc1643b0ef04c043ca09aeafec6daead4f6f39e48ab1f098554a0d6		2026-05-15T17:54:27.460217+00:00	to_be_confirmed	Nipponbare / IRGSP-1.0	fast_download
FD_CAND_AUTO_0053	SRC_3K_SNP_GENOTYPE_001	snp_genotype	snp_genotype	result.log.txt	data/raw/variants/snp/result.log.txt	s3://3kricegenome/snpseek-dl/3k-pruned-v2.1/pruned_v2.1.kinship/result.log.txt	s3	fast_download_selected_data.sh --execute	downloaded	555	3180479c7c0227ec8edb25f2bf95aba5e6732e3c80294e61a703fe18ce7c0617		2026-05-15T17:54:27.460217+00:00	to_be_confirmed	Nipponbare / IRGSP-1.0	fast_download
FD_CAND_AUTO_0027	SRC_3K_SNP_GENOTYPE_001	snp_genotype	snp_genotype	snpseek_down_20260105.htm	data/raw/variants/snp/snpseek_down_20260105.htm	s3://3kricegenome/snpseek_down_20260105.htm	s3	fast_download_selected_data.sh --execute	downloaded	3088	3e3b11951abc14a59cab1bf72a4dd2e04690b289ab00b4556027d1222868c703		2026-05-15T17:54:27.460217+00:00	to_be_confirmed	Nipponbare / IRGSP-1.0	fast_download
DL_WEAK_ORYZABASE_GENE_001	SRC_WEAK_ORYZABASE_GENE_001	weak_evidence	known_trait_gene_list	OryzabaseGeneListEn.tsv	data/raw/evidence/known_genes/oryzabase/OryzabaseGeneListEn.tsv	manual_local_registration_from_existing_raw_file	manual	no new download; Phase 3C registered existing raw file	downloaded	11281159	0533c6da55b7c50377ec753308fb9ac3b69080588628d75cbafb3e742df2301f		2026-05-16T01:31:58.951426+00:00	to_be_confirmed	mixed_or_to_be_confirmed	Phase 3C registration; Oryzabase known/cloned trait gene candidate; weak localization evidence only
DL_WEAK_QTARO_QTL_001	SRC_WEAK_QTARO_QTL_001	weak_evidence	qtl_interval_archive	qtaro_sjis.zip	data/raw/evidence/qtl/qtaro/qtaro_sjis.zip	manual_local_registration_from_existing_raw_file	manual	no new download; Phase 3C registered existing raw file	downloaded	90649	8ddf03e52f690c37b6ecc5afdc4299a148c3082449073ceeacac08ec657e88e8		2026-05-16T01:31:58.951426+00:00	to_be_confirmed	to_be_confirmed	Phase 3C registration; Q-TARO QTL interval archive candidate; weak localization evidence only
DL_EXT_RAPDB_DOWNLOAD_PAGE_001	SRC_EXT_RAPDB_001	external_gene_annotation	download_page_html	irgsp1.html	data/raw/external_knowledge/rapdb/irgsp1_download_page.html	https://rapdb.dna.naro.go.jp/download/irgsp1.html	https	urllib.request GET https://rapdb.dna.naro.go.jp/download/irgsp1.html	downloaded	8190	6e5fc190d1944a78efdd219d20895cd92f3147290a39ea49283bb1e705cad185	2026-05-16T12:06:37.839661+00:00	2026-05-16T12:06:38.638306+00:00	RAP-DB IRGSP-1.0 2026-02-05	IRGSP-1.0	RAP-DB IRGSP-1.0 download page; link provenance metadata
DL_EXT_RAPDB_DOWNLOAD_JS_001	SRC_EXT_RAPDB_001	external_gene_annotation	download_page_javascript	download.99861702.js	data/raw/external_knowledge/rapdb/download.99861702.js	https://rapdb.dna.naro.go.jp/assets/download.99861702.js	https	urllib.request GET https://rapdb.dna.naro.go.jp/assets/download.99861702.js	downloaded	19391	632539148d3dcac5a98e353eff9286185fa7a80f0bffc93d956d8ce73e96d3d0	2026-05-16T12:06:38.638324+00:00	2026-05-16T12:06:39.404283+00:00	RAP-DB IRGSP-1.0 2026-02-05	IRGSP-1.0	RAP-DB download page JavaScript containing versioned file links
DL_EXT_RAPDB_REP_ANNOT_20260205_001	SRC_EXT_RAPDB_001	external_gene_annotation	representative_annotation_tsv	IRGSP-1.0_representative_annotation_2026-02-05.tsv.gz	data/raw/external_knowledge/rapdb/IRGSP-1.0_representative_annotation_2026-02-05.tsv.gz	https://rapdb.dna.naro.go.jp/download/archive/irgsp1/IRGSP-1.0_representative_annotation_2026-02-05.tsv.gz	https	urllib.request GET https://rapdb.dna.naro.go.jp/download/archive/irgsp1/IRGSP-1.0_representative_annotation_2026-02-05.tsv.gz	downloaded	3305126	e7d13a7d2ff852061f5ac890efa117fbba5f0a580a4eda4233404d49a93c062d	2026-05-16T12:06:39.404304+00:00	2026-05-16T12:06:40.789570+00:00	RAP-DB IRGSP-1.0 2026-02-05	IRGSP-1.0	Representative gene annotation table; annotation layer candidate
DL_EXT_RAPDB_REP_EXON_GTF_20260205_001	SRC_EXT_RAPDB_001	external_gene_annotation	representative_transcript_exon_gtf	IRGSP-1.0_representative_transcript_exon_2026-02-05.gtf.gz	data/raw/external_knowledge/rapdb/IRGSP-1.0_representative_transcript_exon_2026-02-05.gtf.gz	https://rapdb.dna.naro.go.jp/download/archive/irgsp1/IRGSP-1.0_representative_transcript_exon_2026-02-05.gtf.gz	https	urllib.request GET https://rapdb.dna.naro.go.jp/download/archive/irgsp1/IRGSP-1.0_representative_transcript_exon_2026-02-05.gtf.gz	downloaded	2049986	f46a12e4b2651bab87a613d60f4eceecdbb67e97c04399c1c70cadd10bdddc95	2026-05-16T12:06:40.789587+00:00	2026-05-16T12:06:42.029180+00:00	RAP-DB IRGSP-1.0 2026-02-05	IRGSP-1.0	Representative transcript exon GTF; coordinate annotation layer candidate
DL_EXT_RAPDB_RAP_MSU_20260205_001	SRC_EXT_RAPDB_001	external_gene_id_mapping	rap_msu_id_mapping	RAP-MSU_2026-02-05.txt.gz	data/raw/external_knowledge/rapdb/RAP-MSU_2026-02-05.txt.gz	https://rapdb.dna.naro.go.jp/download/archive/RAP-MSU_2026-02-05.txt.gz	https	urllib.request GET https://rapdb.dna.naro.go.jp/download/archive/RAP-MSU_2026-02-05.txt.gz	downloaded	314930	75f3c7c2b81837ee0ec94c17b73ba36ae6e7c3f93192840399e8887553c77e00	2026-05-16T12:06:42.029193+00:00	2026-05-16T12:06:47.925556+00:00	RAP-DB IRGSP-1.0 2026-02-05	IRGSP-1.0 / MSU RGAP	RAP-DB to MSU LOC_Os ID mapping table; gene ID mapping layer candidate
DL_EXT_RAPDB_TRANSCRIPT_EVIDENCE_20120411_001	SRC_EXT_RAPDB_001	external_gene_id_mapping	transcript_evidence_accession_mapping	IRGSP-1.0_transcript-evidence_2012-04-11.txt.gz	data/raw/external_knowledge/rapdb/IRGSP-1.0_transcript-evidence_2012-04-11.txt.gz	https://rapdb.dna.naro.go.jp/download/archive/IRGSP-1.0_transcript-evidence_2012-04-11.txt.gz	https	urllib.request GET https://rapdb.dna.naro.go.jp/download/archive/IRGSP-1.0_transcript-evidence_2012-04-11.txt.gz	downloaded	339560	d34455672ce480dd0dda93fb925c656c5837e5b9de0b70d4a3972b66be3ce562	2026-05-16T12:06:47.925576+00:00	2026-05-16T12:06:49.462645+00:00	2012-04-11	IRGSP-1.0	Transcript evidence accession/species mapping; metadata and ID audit support
DL_EXT_RAPDB_CURATED_PAGE_001	SRC_EXT_RAPDB_001	external_known_gene_evidence	curated_genes_page_html	curated_gene_list.html	data/raw/external_knowledge/rapdb/curated_gene_list.html	https://rapdb.dna.naro.go.jp/curated_genes/curated_gene_list.html	https	urllib.request GET https://rapdb.dna.naro.go.jp/curated_genes/curated_gene_list.html	downloaded	8810	d6b9bd3469c418e4919e3a89e07f06bc31ec5c98791e45dd1efabbf544ac033d	2026-05-16T12:06:49.462663+00:00	2026-05-16T12:06:50.943176+00:00	RAP-DB IRGSP-1.0 2026-02-05	IRGSP-1.0	RAP-DB curated genes page; known gene evidence provenance
DL_EXT_RAPDB_CURATED_JSON_001	SRC_EXT_RAPDB_001	external_known_gene_evidence	curated_genes_json	curated_genes.json	data/raw/external_knowledge/rapdb/curated_genes.json	https://rapdb.dna.naro.go.jp/curated_genes/curated_genes.json	https	urllib.request GET https://rapdb.dna.naro.go.jp/curated_genes/curated_genes.json	downloaded	7230266	029b3a2ab2737e801046daf6735f81b8e1ea813f28407f011eabeea4faf40b01	2026-05-16T12:06:50.943194+00:00	2026-05-16T12:06:52.850218+00:00	RAP-DB IRGSP-1.0 2026-02-05	IRGSP-1.0	RAP-DB curated genes JSON; known gene evidence layer candidate
DL_EXT_RAPDB_AGRI_PAGE_001	SRC_EXT_RAPDB_001	external_known_gene_evidence	agronomically_important_genes_page_html	agri_gene_list.html	data/raw/external_knowledge/rapdb/agri_gene_list.html	https://rapdb.dna.naro.go.jp/agri_genes/agri_gene_list.html	https	urllib.request GET https://rapdb.dna.naro.go.jp/agri_genes/agri_gene_list.html	downloaded	8678	5a4e97ddefb0f7c6196792c46d20d29111baba2d6c3438e86d13978045d59151	2026-05-16T12:06:52.850236+00:00	2026-05-16T12:06:53.557939+00:00	RAP-DB IRGSP-1.0 2026-02-05	IRGSP-1.0	RAP-DB agronomically important genes page; known gene evidence provenance
DL_EXT_RAPDB_AGRI_JSON_001	SRC_EXT_RAPDB_001	external_known_gene_evidence	agronomically_important_genes_json	agri_genes.json	data/raw/external_knowledge/rapdb/agri_genes.json	https://rapdb.dna.naro.go.jp/agri_genes/agri_genes.json	https	urllib.request GET https://rapdb.dna.naro.go.jp/agri_genes/agri_genes.json	downloaded	1397267	798b0766be73e63918ad75f788df101a82978a8b581df51b69cbda70cc9bd84a	2026-05-16T12:06:53.557959+00:00	2026-05-16T12:06:54.680061+00:00	RAP-DB IRGSP-1.0 2026-02-05	IRGSP-1.0	RAP-DB agronomically important genes JSON; known gene evidence layer candidate
DL_EXT_FUNRICEGENES_HOME_001	SRC_EXT_FUNRICEGENES_001	external_known_gene_evidence	static_home_page_html	funricegenes_home.html	data/raw/external_knowledge/funricegenes/funricegenes_home.html	https://funricegenes.github.io/	https	urllib.request GET https://funricegenes.github.io/	downloaded	15137	e0e21a2355d1556515f1b99eafd58d2e0a6d2ca947b09cd648c8e56610bd5777	2026-05-16T12:06:54.717279+00:00	2026-05-16T12:06:55.334098+00:00	funRiceGenes public static site accessed 2026-05-16	mixed_or_to_be_confirmed	Static home page with download links and citation metadata
DL_EXT_FUNRICEGENES_SHINY_HOME_001	SRC_EXT_FUNRICEGENES_001	external_known_gene_evidence	shiny_page_html	funRiceGenes	data/raw/external_knowledge/funricegenes/funricegenes_shiny_home.html	https://venyao.xyz/funRiceGenes/	https	urllib.request GET https://venyao.xyz/funRiceGenes/	downloaded	156745	ec53704f6e64e68367bf6494afcea7083792e9f040508b2dd9a186bd8de6522f	2026-05-16T12:06:55.334119+00:00	2026-05-16T12:06:58.606619+00:00	funRiceGenes public static site accessed 2026-05-16	mixed_or_to_be_confirmed	Interactive Shiny page saved as metadata and manual-download fallback context
DL_EXT_FUNRICEGENES_GENEINFO_001	SRC_EXT_FUNRICEGENES_001	external_known_gene_evidence	cloned_gene_table	geneInfo.table.txt	data/raw/external_knowledge/funricegenes/geneInfo.table.txt	https://funricegenes.github.io/geneInfo.table.txt	https	urllib.request GET https://funricegenes.github.io/geneInfo.table.txt	downloaded	168335	42780812a525bb97dc6a7e5d231b3c1052326297bdc40dd5c80d79b72648b5b3	2026-05-16T12:06:58.606643+00:00	2026-05-16T12:06:59.521344+00:00	funRiceGenes public static site accessed 2026-05-16	mixed_or_to_be_confirmed	Functionally characterized/cloned rice gene table; known gene evidence layer candidate
DL_EXT_FUNRICEGENES_FAMINFO_001	SRC_EXT_FUNRICEGENES_001	external_gene_id_mapping	gene_family_member_table	famInfo.table.txt	data/raw/external_knowledge/funricegenes/famInfo.table.txt	https://funricegenes.github.io/famInfo.table.txt	https	urllib.request GET https://funricegenes.github.io/famInfo.table.txt	downloaded	328118	af63212decf89d65d7b52dcec0face372382be307b993b5ca4cc33f086679682	2026-05-16T12:06:59.521365+00:00	2026-05-16T12:07:00.549558+00:00	funRiceGenes public static site accessed 2026-05-16	mixed_or_to_be_confirmed	Gene family members table; gene ID mapping and candidate gene explanation support
DL_EXT_FUNRICEGENES_KEYWORD_001	SRC_EXT_FUNRICEGENES_001	external_functional_annotation	gene_keyword_table	geneKeyword.table.txt	data/raw/external_knowledge/funricegenes/geneKeyword.table.txt	https://funricegenes.github.io/geneKeyword.table.txt	https	urllib.request GET https://funricegenes.github.io/geneKeyword.table.txt	downloaded	15189535	f8afbb50298442cdd3689d3c5c015348e2c62b08d7de6ba7a7dd2ab196456210	2026-05-16T12:07:00.549600+00:00	2026-05-16T12:07:02.679840+00:00	funRiceGenes public static site accessed 2026-05-16	mixed_or_to_be_confirmed	Gene-keyword table; functional annotation and candidate explanation layer candidate
DL_EXT_FUNRICEGENES_REFERENCE_001	SRC_EXT_FUNRICEGENES_001	external_known_gene_evidence	literature_reference_table	reference.table.txt	data/raw/external_knowledge/funricegenes/reference.table.txt	https://funricegenes.github.io/reference.table.txt	https	urllib.request GET https://funricegenes.github.io/reference.table.txt	downloaded	14671997	4a1422447ebefbe51a10ded06593c22d631f20a01e1d59b3e3f0bed840dd90f6	2026-05-16T12:07:02.679858+00:00	2026-05-16T12:07:04.694396+00:00	funRiceGenes public static site accessed 2026-05-16	mixed_or_to_be_confirmed	Literature reference table; evidence provenance support
DL_EXT_FUNRICEGENES_NETWORK_PDF_001	SRC_EXT_FUNRICEGENES_001	external_functional_annotation	interaction_network_pdf	net.pdf	data/raw/external_knowledge/funricegenes/net.pdf	https://funricegenes.github.io/net.pdf	https	urllib.request GET https://funricegenes.github.io/net.pdf	downloaded	944861	08dc1817d15876ecf20838ed61a127d3a8a442ffaa4d2a061ce4ea2a3b9c7c17	2026-05-16T12:07:04.694416+00:00	2026-05-16T12:07:05.899289+00:00	funRiceGenes public static site accessed 2026-05-16	mixed_or_to_be_confirmed	Interaction network PDF; metadata/explanation support only in 07A
DL_EXT_FUNRICEGENES_HELP_PDF_001	SRC_EXT_FUNRICEGENES_001	external_known_gene_evidence	help_manual_pdf	help.pdf	data/raw/external_knowledge/funricegenes/help.pdf	https://funricegenes.github.io/help.pdf	https	urllib.request GET https://funricegenes.github.io/help.pdf	downloaded	1474174	bf1d55b2fd32f631dbdbfc8cbc633f85182f0057013059827fba056465400a16	2026-05-16T12:07:05.899307+00:00	2026-05-16T12:07:11.882312+00:00	funRiceGenes public static site accessed 2026-05-16	mixed_or_to_be_confirmed	Help manual; metadata and schema interpretation support
DL_EXT_MSU_RGAP_BATCH_PAGE_001	SRC_EXT_MSU_RGAP_001	external_gene_annotation	batch_download_page_html	downloads_gad.shtml	data/raw/external_knowledge/msu_rgAP/downloads_gad.shtml	https://rice.uga.edu/downloads_gad.shtml	https	urllib.request GET https://rice.uga.edu/downloads_gad.shtml	downloaded	8599	aca0e34e3c7bab8a0da64b8c1411de5b84a243c0a31a32b3c793065a970d299f	2026-05-16T12:07:11.927111+00:00	2026-05-16T12:07:13.955256+00:00	Rice Genome Annotation Project Release 7	MSU RGAP Release 7 / IRGSP-1.0	Batch download page; metadata and fallback provenance
DL_EXT_MSU_RGAP_RELEASE7_PAGE_001	SRC_EXT_MSU_RGAP_001	external_gene_annotation	release7_download_page_html	download_osa1r7.shtml	data/raw/external_knowledge/msu_rgAP/download_osa1r7.shtml	https://rice.uga.edu/download_osa1r7.shtml	https	urllib.request GET https://rice.uga.edu/download_osa1r7.shtml	downloaded	12947	499e85544b5ac147cfc622808c2e44f73af1f1212516f26231f4cb9cbd3b94dd	2026-05-16T12:07:13.955275+00:00	2026-05-16T12:07:15.914508+00:00	Rice Genome Annotation Project Release 7	MSU RGAP Release 7 / IRGSP-1.0	Release 7 download page; file link provenance metadata
DL_EXT_MSU_RGAP_ALL_MODELS_GFF3_001	SRC_EXT_MSU_RGAP_001	external_gene_annotation	all_models_gff3	osa1_r7.all_models.gff3.gz	data/raw/external_knowledge/msu_rgAP/osa1_r7.all_models.gff3.gz	https://rice.uga.edu/osa1r7_download/osa1_r7.all_models.gff3.gz	https	urllib.request GET https://rice.uga.edu/osa1r7_download/osa1_r7.all_models.gff3.gz	downloaded	8901387	e8421ecfa75bb68f7c38ab270c1188bf5966b2bfa10a0e94da6db5d92b3462b3	2026-05-16T12:07:15.914535+00:00	2026-05-16T12:07:19.174487+00:00	Rice Genome Annotation Project Release 7	MSU RGAP Release 7 / IRGSP-1.0	All gene models GFF3; gene annotation layer candidate
DL_EXT_MSU_RGAP_FUNCTIONAL_ANNOTATION_001	SRC_EXT_MSU_RGAP_001	external_functional_annotation	all_models_functional_annotation	osa1_r7.all_models.functional_annotation.txt.gz	data/raw/external_knowledge/msu_rgAP/osa1_r7.all_models.functional_annotation.txt.gz	https://rice.uga.edu/osa1r7_download/osa1_r7.all_models.functional_annotation.txt.gz	https	urllib.request GET https://rice.uga.edu/osa1r7_download/osa1_r7.all_models.functional_annotation.txt.gz	downloaded	486107	81ed3ee46fc028a7fed8e14b83ecb488c189e4bdd856fcb7d0c0c29ae48c107f	2026-05-16T12:07:19.174504+00:00	2026-05-16T12:07:21.768205+00:00	Rice Genome Annotation Project Release 7	MSU RGAP Release 7 / IRGSP-1.0	Functional annotation for all gene models; annotation and explanation layer candidate
DL_EXT_MSU_RGAP_LOCUS_BRIEF_001	SRC_EXT_MSU_RGAP_001	external_gene_annotation	locus_brief_info	osa1_r7.locus_brief_info.txt.gz	data/raw/external_knowledge/msu_rgAP/osa1_r7.locus_brief_info.txt.gz	https://rice.uga.edu/osa1r7_download/osa1_r7.locus_brief_info.txt.gz	https	urllib.request GET https://rice.uga.edu/osa1r7_download/osa1_r7.locus_brief_info.txt.gz	downloaded	1299036	d4223e46a02be86d5ef0db86c9eda64ee9aabe3d04148f24a463f57147253eb7	2026-05-16T12:07:21.768224+00:00	2026-05-16T12:07:24.644115+00:00	Rice Genome Annotation Project Release 7	MSU RGAP Release 7 / IRGSP-1.0	Locus brief information table; gene annotation and ID audit support
DL_EXT_MSU_RGAP_GOSLIM_001	SRC_EXT_MSU_RGAP_001	external_functional_annotation	all_models_goslim	osa1_r7.all_models.GOSlim.txt.gz	data/raw/external_knowledge/msu_rgAP/osa1_r7.all_models.GOSlim.txt.gz	https://rice.uga.edu/osa1r7_download/osa1_r7.all_models.GOSlim.txt.gz	https	urllib.request GET https://rice.uga.edu/osa1r7_download/osa1_r7.all_models.GOSlim.txt.gz	downloaded	922586	27276f236f940bfc2ba47c306c1af99c5989c812fa8eecfbc593420483e44a4c	2026-05-16T12:07:24.644132+00:00	2026-05-16T12:07:27.318693+00:00	Rice Genome Annotation Project Release 7	MSU RGAP Release 7 / IRGSP-1.0	GO Slim annotation; functional annotation layer candidate
DL_EXT_MSU_RGAP_LEGACY_INDEX_001	SRC_EXT_MSU_RGAP_001	external_gene_annotation	legacy_annotation_index_html	annotation_dbs	data/raw/external_knowledge/msu_rgAP/legacy_annotation_dbs_index.html	https://rice.uga.edu/pub/data/Eukaryotic_Projects/o_sativa/annotation_dbs/	https	urllib.request GET https://rice.uga.edu/pub/data/Eukaryotic_Projects/o_sativa/annotation_dbs/	downloaded	916	bfec65209100e6cb7fda32ecd77a628cd04bd6e43db0ef4aeb299c2979b4e7bd	2026-05-16T12:07:27.318711+00:00	2026-05-16T12:07:29.246983+00:00	Rice Genome Annotation Project Release 7	MSU RGAP Release 7 / legacy	Legacy download index; metadata and manual fallback context
DL_COVAR_PCA_EIGENVEC_001	SRC_3K_SNP_GENOTYPE_001	snp_genotype	population_structure_pca_sample_scores	pca_pruned_v2.1.eigenvec	data/raw/variants/snp/pruned_v2.1/pca/pca_pruned_v2.1.eigenvec	https://3kricegenome.s3.amazonaws.com/snpseek-dl/3k-pruned-v2.1/pruned_v2.1.pca/pca_pruned_v2.1.eigenvec	https	curl -L --fail --retry 5 --retry-delay 5	downloaded	483387	cb8c25bc86bad4d051cd393a12a79b3d9160dd7816f38253ce23bac88935370a	2026-05-16T14:27:44+00:00	2026-05-16T14:27:44+00:00	AWS Open Data 3K Rice SNP-Seek 3k-pruned-v2.1 listing 2018-04-10	Nipponbare / IRGSP-1.0	Manual covariate completion; sample-level PCA scores for 3024 samples, header plus PC1-PC12
DL_COVAR_PCA_EIGENVAL_001	SRC_3K_SNP_GENOTYPE_001	snp_genotype	population_structure_pca_eigenvalues	pca_pruned_v2.1.eigenval	data/raw/variants/snp/pruned_v2.1/pca/pca_pruned_v2.1.eigenval	https://3kricegenome.s3.amazonaws.com/snpseek-dl/3k-pruned-v2.1/pruned_v2.1.pca/pca_pruned_v2.1.eigenval	https	curl -L --fail --retry 5 --retry-delay 5	downloaded	95	41406643e6b0ace4f30e9116afce9037538d1a06145577770abc9065a5a5c014	2026-05-16T14:27:44+00:00	2026-05-16T14:27:44+00:00	AWS Open Data 3K Rice SNP-Seek 3k-pruned-v2.1 listing 2018-04-10	Nipponbare / IRGSP-1.0	Manual covariate completion; PCA eigenvalues for PC1-PC12
DL_COVAR_PCA_LOG_001	SRC_3K_SNP_GENOTYPE_001	snp_genotype	population_structure_pca_log	pca_pruned_v2.1.log	data/raw/variants/snp/pruned_v2.1/pca/pca_pruned_v2.1.log	https://3kricegenome.s3.amazonaws.com/snpseek-dl/3k-pruned-v2.1/pruned_v2.1.pca/pca_pruned_v2.1.log	https	curl -L --fail --retry 5 --retry-delay 5	downloaded	1192	b2cce29cf65519c95c9cf79489846f2c881cac3250957d1c5185d306112dd5d9	2026-05-16T14:27:44+00:00	2026-05-16T14:27:44+00:00	AWS Open Data 3K Rice SNP-Seek 3k-pruned-v2.1 listing 2018-04-10	Nipponbare / IRGSP-1.0	Manual covariate completion; PLINK PCA command log
DL_COVAR_KINSHIP_CXX_001	SRC_3K_SNP_GENOTYPE_001	snp_genotype	kinship_relatedness_matrix	result.cXX.txt.bz2	data/raw/variants/snp/pruned_v2.1/kinship/result.cXX.txt.bz2	https://3kricegenome.s3.amazonaws.com/snpseek-dl/3k-pruned-v2.1/pruned_v2.1.kinship/result.cXX.txt.bz2	https	curl -L --fail --retry 5 --retry-delay 5	downloaded	46533413	4f2eece1feb71b1022ee9d79d9a9b79580272d2e59aa7ff725212bed82c44e1b	2026-05-16T14:27:44+00:00	2026-05-16T14:27:44+00:00	AWS Open Data 3K Rice SNP-Seek 3k-pruned-v2.1 listing 2018-04-10	Nipponbare / IRGSP-1.0	Manual covariate completion; GEMMA relatedness matrix, bz2 compressed, 3024 x 3024
