object_id	object_type	trait_id	trait_name	evidence_id	evidence_source	evidence_source_type	evidence_level	support_level	allowed_usage	chrom	start	end	object_length	gene_id	gene_symbol	variant_id	window_id	source_database	source_record_id	mapping_status	coordinate_confidence	exact_frozen_trait_mapping	manual_review_required	in_main_evaluation_candidate_pool	exclusion_reason	notes	pipeline_version
OBJ_GENE_00000108	gene	NA	TO:0006001 - salt tolerance	KGE_00000108	RAP-DB JSON	known_gene_database	gene_level	high_confidence	development_evidence_candidate	1	3713687	3718631	4945	Os01g0172200	OsDB10, DB10, OsRH14, p68	NA	NA	RAP-DB_curated_genes	Os01g0172200	mapped_high_confidence	high	false	false	false	broader_evidence_pool	external gene-level evidence object; evaluation/explanation only; not causal ground truth and not a training label	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000109	gene	NA	TO:0000409 - peak viscosity;TO:0000408 - hot paste viscosity;TO:0000196 - amylose content;TO:0000462 - gelatinization temperature;TO:0000379 - cool paste viscosity;TO:0000374 - breakdown viscosity;TO:0000276 - drought tolerance;TO:0000095 - osmotic response sensitivity;TO:0000303 - cold tolerance;TO:0000162 - seed quality	KGE_00000109	RAP-DB JSON	known_gene_database	gene_level	high_confidence	development_evidence_candidate	1	3724710	3728731	4022	Os01g0172400	PLDalpha1, OsPLD&alpha;1, OsPLDalpha1, RPLD1, PLD1, OsC2DP2, C2DP2	NA	NA	RAP-DB_curated_genes	Os01g0172400	mapped_high_confidence	high	false	false	false	broader_evidence_pool	external gene-level evidence object; evaluation/explanation only; not causal ground truth and not a training label	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000110	gene	data_lt_2007__cult_code_repro;data_lt_2007__llt_code	CULT_CODE_REPRO;LLT_CODE	KGE_00000110	RAP-DB JSON	known_gene_database	gene_level	high_confidence	development_evidence_candidate	1	3811094	3812179	1086	Os01g0174000	VIG1, OsHY5L3, OsbZIP01, bZIP01, OsRE1, RE1, BZIP1, OsbZIP1, OsVIG1, OsbZIP1.1, bZIP1.1, OsbZIP1.2, bZIP1.2	NA	NA	RAP-DB_curated_genes	Os01g0174000	mapped_high_confidence	high	false	true	false	manual_review_required	external gene-level evidence object; evaluation/explanation only; not causal ground truth and not a training label	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000111	gene	NA	unspecified_trait	KGE_00000111	RAP-DB JSON	known_gene_database	gene_level	high_confidence	development_evidence_candidate	1	3830492	3831846	1355	Os01g0174600	C3H1, OsC3H1, OsEnS-1	NA	NA	RAP-DB_curated_genes	Os01g0174600	mapped_high_confidence	high	false	false	false	broader_evidence_pool	external gene-level evidence object; evaluation/explanation only; not causal ground truth and not a training label	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000112	gene	NA	unspecified_trait	KGE_00000112	RAP-DB JSON	known_gene_database	gene_level	high_confidence	development_evidence_candidate	1	3835129	3837642	2514	Os01g0174700	AGC1, OsAGC1, OsPIDL, PIDL	NA	NA	RAP-DB_curated_genes	Os01g0174700	mapped_high_confidence	high	false	false	false	broader_evidence_pool	external gene-level evidence object; evaluation/explanation only; not causal ground truth and not a training label	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000113	gene	NA	unspecified_trait	KGE_00000113	RAP-DB JSON	known_gene_database	gene_level	high_confidence	development_evidence_candidate	1	3878164	3884017	5854	Os01g0175600	BOR3, BOR2, OsBOR2, OsBOR3	NA	NA	RAP-DB_curated_genes	Os01g0175600	mapped_high_confidence	high	false	false	false	broader_evidence_pool	external gene-level evidence object; evaluation/explanation only; not causal ground truth and not a training label	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000114	gene	NA	unspecified_trait	KGE_00000114	RAP-DB JSON	known_gene_database	gene_level	high_confidence	development_evidence_candidate	1	3894296	3898729	4434	Os01g0175700	BOR2, OsBOR2, OsBOR3	NA	NA	RAP-DB_curated_genes	Os01g0175700	mapped_high_confidence	high	false	false	false	broader_evidence_pool	external gene-level evidence object; evaluation/explanation only; not causal ground truth and not a training label	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000115	gene	NA	TO:0006001 - salt tolerance;TO:0000095 - osmotic response sensitivity;TO:0000397 - grain size;TO:0000396 - grain yield;TO:0000276 - drought tolerance;TO:0000259 - heat tolerance;TO:0000653 - seed development trait;TO:0000303 - cold tolerance;TO:0000382 - 1000-seed weight;TO:0000734 - grain length	KGE_00000115	RAP-DB JSON	known_gene_database	gene_level	high_confidence	development_evidence_candidate	1	3962442	3963990	1549	Os01g0176900	BES1-1, OsBZR5, BZR5, qRBG1, qRBG1/OsBZR5, OsBES1-1	NA	NA	RAP-DB_curated_genes	Os01g0176900	mapped_high_confidence	high	false	false	false	broader_evidence_pool	external gene-level evidence object; evaluation/explanation only; not causal ground truth and not a training label	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000116	gene	data_lt_2007__cult_code_repro	CULT_CODE_REPRO	KGE_00000116	RAP-DB JSON	known_gene_database	gene_level	high_confidence	development_evidence_candidate	1	4003659	4004887	1229	Os01g0177400	D18, d18, d18-h  (d18-I, d18h), dwf15, d25, d18-k, d18-AD, d18-dy, OsGA3ox2, ga3ox2, OsGA3OX2, GA3OX2, GA3ox-2, OsGA3ox-2, GA3ox1	NA	NA	RAP-DB_curated_genes	Os01g0177400	mapped_high_confidence	high	true	false	true	NA	external gene-level evidence object; evaluation/explanation only; not causal ground truth and not a training label	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000117	gene	data_lt_2007__cult_code_repro	CULT_CODE_REPRO	KGE_00000117	RAP-DB JSON	known_gene_database	gene_level	high_confidence	development_evidence_candidate	1	4033949	4043431	9483	Os01g0177900	PDR6, OsPDR6, OsABCG31, OsABCG31_1	NA	NA	RAP-DB_curated_genes	Os01g0177900	mapped_high_confidence	high	true	false	true	NA	external gene-level evidence object; evaluation/explanation only; not causal ground truth and not a training label	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000118	gene	data_lt_2007__cult_code_repro	CULT_CODE_REPRO	KGE_00000118	RAP-DB JSON	known_gene_database	gene_level	high_confidence	development_evidence_candidate	1	4051885	4057571	5687	Os01g0178000	DNR1, OsDNR1	NA	NA	RAP-DB_curated_genes	Os01g0178000	mapped_high_confidence	high	true	false	true	NA	external gene-level evidence object; evaluation/explanation only; not causal ground truth and not a training label	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000119	gene	NA	TO:0000354 - aluminum sensitivity	KGE_00000119	RAP-DB JSON	known_gene_database	gene_level	high_confidence	development_evidence_candidate	1	4066347	4067319	973	Os01g0178300	CDT3, OsCDT3	NA	NA	RAP-DB_curated_genes	Os01g0178300	mapped_high_confidence	high	false	false	false	broader_evidence_pool	external gene-level evidence object; evaluation/explanation only; not causal ground truth and not a training label	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000120	gene	NA	TO:0000163 - auxin sensitivity	KGE_00000120	RAP-DB JSON	known_gene_database	gene_level	high_confidence	development_evidence_candidate	1	4073916	4076438	2523	Os01g0178500	IAA1, OsIAA1, OsIAA4	NA	NA	RAP-DB_curated_genes	Os01g0178500	mapped_high_confidence	high	false	false	false	broader_evidence_pool	external gene-level evidence object; evaluation/explanation only; not causal ground truth and not a training label	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000121	gene	NA	unspecified_trait	KGE_00000121	RAP-DB JSON	known_gene_database	gene_level	high_confidence	development_evidence_candidate	1	4081316	4082680	1365	Os01g0178600	OsCDR1	NA	NA	RAP-DB_curated_genes	Os01g0178600	mapped_high_confidence	high	false	false	false	broader_evidence_pool	external gene-level evidence object; evaluation/explanation only; not causal ground truth and not a training label	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000122	gene	NA	unspecified_trait	KGE_00000122	RAP-DB JSON	known_gene_database	gene_level	high_confidence	development_evidence_candidate	1	4104804	4108508	3705	Os01g0178900	NA	NA	NA	RAP-DB_curated_genes	Os01g0178900	mapped_high_confidence	high	false	false	false	broader_evidence_pool	external gene-level evidence object; evaluation/explanation only; not causal ground truth and not a training label	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000123	gene	NA	TO:0002658 - starch grain synthesis;TO:0002655 - starch grain size;TO:0002715 - chloroplast development trait;TO:0000266 - chalky endosperm;TO:0000149 - seed width;TO:0000495 - chlorophyll content	KGE_00000123	RAP-DB JSON	known_gene_database	gene_level	high_confidence	development_evidence_candidate	1	4127232	4140631	13400	Os01g0179400	SSG4, OsSSG4	NA	NA	RAP-DB_curated_genes	Os01g0179400	mapped_high_confidence	high	false	false	false	broader_evidence_pool	external gene-level evidence object; evaluation/explanation only; not causal ground truth and not a training label	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000124	gene	NA	unspecified_trait	KGE_00000124	RAP-DB JSON	known_gene_database	gene_level	high_confidence	development_evidence_candidate	1	4234573	4244531	9959	Os01g0180600	MSH7, OsMSH7	NA	NA	RAP-DB_curated_genes	Os01g0180600	mapped_high_confidence	high	false	false	false	broader_evidence_pool	external gene-level evidence object; evaluation/explanation only; not causal ground truth and not a training label	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000125	gene	NA	TO:0000696 - starch content;TO:0000304 - seed thickness;TO:0000391 - seed size	KGE_00000125	RAP-DB JSON	known_gene_database	gene_level	high_confidence	development_evidence_candidate	1	4264247	4270356	6110	Os01g0180900	PEG1, OsPEG1	NA	NA	RAP-DB_curated_genes	Os01g0180900	mapped_high_confidence	high	false	false	false	broader_evidence_pool	external gene-level evidence object; evaluation/explanation only; not causal ground truth and not a training label	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000126	gene	NA	TO:0000259 - heat tolerance;TO:0000074 - blast disease;TO:0006001 - salt tolerance;TO:0000095 - osmotic response sensitivity;TO:0000303 - cold tolerance;TO:0000276 - drought tolerance	KGE_00000126	RAP-DB JSON	known_gene_database	gene_level	high_confidence	development_evidence_candidate	1	4313699	4315812	2114	Os01g0182200	SIP1;1, SIP1, OsSIP1, OsSIP1;1, SIP1-1	NA	NA	RAP-DB_curated_genes	Os01g0182200	mapped_high_confidence	high	false	false	false	broader_evidence_pool	external gene-level evidence object; evaluation/explanation only; not causal ground truth and not a training label	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000127	gene	NA	TO:0000278 - root to shoot ratio;TO:0000227 - root length;TO:0000095 - osmotic response sensitivity;TO:0006002 - proline content;TO:0000075 - light sensitivity;TO:0000276 - drought tolerance;TO:0000432 - temperature response trait;TO:0002616 - flowering time;TO:0000137 - days to heading;TO:0001018 - transpiration rate;TO:0000328 - sucrose content;TO:0000523 - stomatal resistance	KGE_00000127	RAP-DB JSON	known_gene_database	gene_level	high_confidence	development_evidence_candidate	1	4329461	4338486	9026	Os01g0182600	GI, OsGI, Gi, Os-GI	NA	NA	RAP-DB_curated_genes	Os01g0182600	mapped_high_confidence	high	false	false	false	broader_evidence_pool	external gene-level evidence object; evaluation/explanation only; not causal ground truth and not a training label	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000128	gene	NA	TO:0000615 - abscisic acid sensitivity;TO:0000188 - drought sensitivity;TO:0000276 - drought tolerance;TO:0000074 - blast disease;TO:0000112 - disease resistance;TO:0000179 - biotic stress trait;TO:0000397 - grain size;TO:0000731 - lignin content;TO:0000172 - jasmonic acid sensitivity;TO:0000361 - stem anatomy and morphology trait;TO:0000175 - bacterial blight disease resistance;TO:0000401 - plant growth hormone sensitivity	KGE_00000128	RAP-DB JSON	known_gene_database	gene_level	high_confidence	development_evidence_candidate	1	4347188	4356468	9281	Os01g0182700	WRKY102, OsWRKY102	NA	NA	RAP-DB_curated_genes	Os01g0182700	mapped_high_confidence	high	false	false	false	broader_evidence_pool	external gene-level evidence object; evaluation/explanation only; not causal ground truth and not a training label	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000129	gene	NA	TO:0006001 - salt tolerance	KGE_00000129	RAP-DB JSON	known_gene_database	gene_level	high_confidence	development_evidence_candidate	1	4415416	4416182	767	Os01g0183400	NFYC13, OsNF-YC13, NF-YC13	NA	NA	RAP-DB_curated_genes	Os01g0183400	mapped_high_confidence	high	false	false	false	broader_evidence_pool	external gene-level evidence object; evaluation/explanation only; not causal ground truth and not a training label	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000130	gene	NA	TO:0002661 - seed maturation;TO:0000430 - germination rate;TO:0006001 - salt tolerance;TO:0000250 - vigor related trait;TO:0000175 - bacterial blight disease resistance;TO:0000259 - heat tolerance;TO:0000435 - seed longevity	KGE_00000130	RAP-DB JSON	known_gene_database	gene_level	high_confidence	development_evidence_candidate	1	4449070	4449876	807	Os01g0184100	HSP18.0-CII, OsHsp18.0, Oshsp18.0-CII, OsHSP18.0-CII, OsHSP18.0, OsHSP18.2	NA	NA	RAP-DB_curated_genes	Os01g0184100	mapped_high_confidence	high	false	false	false	broader_evidence_pool	external gene-level evidence object; evaluation/explanation only; not causal ground truth and not a training label	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000131	gene	NA	TO:0001016 - relative chlorophyll content;TO:0000316 - photosynthetic ability;TO:0000303 - cold tolerance;TO:0000276 - drought tolerance;TO:0006001 - salt tolerance;TO:0000615 - abscisic acid sensitivity;TO:0002759 - grain number;TO:0000152 - panicle number	KGE_00000131	RAP-DB JSON	known_gene_database	gene_level	high_confidence	development_evidence_candidate	1	4536009	4540065	4057	Os01g0185400	CBE1, OsWD40-6, OsCBE1	NA	NA	RAP-DB_curated_genes	Os01g0185400	mapped_high_confidence	high	false	false	false	broader_evidence_pool	external gene-level evidence object; evaluation/explanation only; not causal ground truth and not a training label	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000132	gene	NA	TO:0001016 - relative chlorophyll content;TO:0000316 - photosynthetic ability;TO:0000303 - cold tolerance;TO:0000276 - drought tolerance;TO:0006001 - salt tolerance;TO:0000615 - abscisic acid sensitivity;TO:0002759 - grain number;TO:0000152 - panicle number	KGE_00000132	RAP-DB JSON	known_gene_database	gene_level	high_confidence	development_evidence_candidate	1	4534021	4540216	6196	Os01g0185400	CBE1, OsCBE1, OsWD40-6	NA	NA	RAP-DB_curated_genes	Os01g0185400	mapped_high_confidence	high	false	false	false	broader_evidence_pool	external gene-level evidence object; evaluation/explanation only; not causal ground truth and not a training label	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000133	gene	data_lt_2007__lsen	LSEN	KGE_00000133	RAP-DB JSON	known_gene_database	gene_level	high_confidence	development_evidence_candidate	1	4572446	4573421	976	Os01g0186000	WRKY10, OsWRKY10	NA	NA	RAP-DB_curated_genes	Os01g0186000	mapped_high_confidence	high	true	false	true	NA	external gene-level evidence object; evaluation/explanation only; not causal ground truth and not a training label	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000134	gene	NA	TO:0000919 - grain weight;TO:0000397 - grain size	KGE_00000134	RAP-DB JSON	known_gene_database	gene_level	high_confidence	development_evidence_candidate	1	4621925	4631262	9338	Os01g0186700	STK38, OsSTK38, TINY1, OsTINY1	NA	NA	RAP-DB_curated_genes	Os01g0186700	mapped_high_confidence	high	false	false	false	broader_evidence_pool	external gene-level evidence object; evaluation/explanation only; not causal ground truth and not a training label	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000135	gene	NA	unspecified_trait	KGE_00000135	RAP-DB JSON	known_gene_database	gene_level	high_confidence	development_evidence_candidate	1	4665786	4667062	1277	Os01g0187200	OsmiR156b, OsmiR156c	NA	NA	RAP-DB_curated_genes	Os01g0187200	mapped_high_confidence	high	false	false	false	broader_evidence_pool	external gene-level evidence object; evaluation/explanation only; not causal ground truth and not a training label	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000136	gene	NA	TO:0000620 - embryo development trait;TO:0000266 - chalky endosperm;TO:0002660 - cytokinin content;TO:0000011 - nitrogen sensitivity;TO:0000167 - cytokinin sensitivity;TO:0000163 - auxin sensitivity;TO:0000401 - plant growth hormone sensitivity	KGE_00000136	RAP-DB JSON	known_gene_database	gene_level	high_confidence	development_evidence_candidate	1	4696963	4700004	3042	Os01g0187600	CKX1, OsCKX1	NA	NA	RAP-DB_curated_genes	Os01g0187600	mapped_high_confidence	high	false	false	false	broader_evidence_pool	external gene-level evidence object; evaluation/explanation only; not causal ground truth and not a training label	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000137	gene	NA	unspecified_trait	KGE_00000137	RAP-DB JSON	known_gene_database	gene_level	high_confidence	development_evidence_candidate	1	4739271	4744472	5202	Os01g0188400	NADP-ME, NADP-ME1, OschlME, chlME, ME6, XcrMal1	NA	NA	RAP-DB_curated_genes	Os01g0188400	mapped_high_confidence	high	false	false	false	broader_evidence_pool	external gene-level evidence object; evaluation/explanation only; not causal ground truth and not a training label	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000138	gene	NA	unspecified_trait	KGE_00000138	RAP-DB JSON	known_gene_database	gene_level	high_confidence	development_evidence_candidate	1	4820155	4823129	2975	Os01g0190400	HXK8, OsHXK8	NA	NA	RAP-DB_curated_genes	Os01g0190400	mapped_high_confidence	high	false	false	false	broader_evidence_pool	external gene-level evidence object; evaluation/explanation only; not causal ground truth and not a training label	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000139	gene	NA	TO:0000734 - grain length;TO:0002677 - brassinosteroid sensitivity;TO:0000590 - grain weight;TO:0006001 - salt tolerance	KGE_00000139	RAP-DB JSON	known_gene_database	gene_level	high_confidence	development_evidence_candidate	1	4826590	4828733	2144	Os01g0190500	GW5L, OsGW5L	NA	NA	RAP-DB_curated_genes	Os01g0190500	mapped_high_confidence	high	false	false	false	broader_evidence_pool	external gene-level evidence object; evaluation/explanation only; not causal ground truth and not a training label	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000140	gene	data_lt_2007__cult_code_repro	CULT_CODE_REPRO	KGE_00000140	RAP-DB JSON	known_gene_database	gene_level	high_confidence	development_evidence_candidate	1	4879909	4885840	5932	Os01g0191300	ONAC003, ONAC3, ONAC016, ONAC16, SNAC3, OsSND3, SND3, OsNAC006, NAC006, ONAC066	NA	NA	RAP-DB_curated_genes	Os01g0191300	mapped_high_confidence	high	true	false	true	NA	external gene-level evidence object; evaluation/explanation only; not causal ground truth and not a training label	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000141	gene	data_lt_2007__cult_code_repro	CULT_CODE_REPRO	KGE_00000141	RAP-DB JSON	known_gene_database	gene_level	high_confidence	development_evidence_candidate	1	4879873	4885840	5968	Os01g0191300	ONAC003, ONAC3, ONAC016, ONAC16, SNAC3, OsSND3, SND3, OsNAC006, NAC006, ONAC066	NA	NA	RAP-DB_curated_genes	Os01g0191300	mapped_high_confidence	high	true	false	true	NA	external gene-level evidence object; evaluation/explanation only; not causal ground truth and not a training label	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000142	gene	data_lt_2007__cult_code_repro	CULT_CODE_REPRO	KGE_00000142	RAP-DB JSON	known_gene_database	gene_level	high_confidence	development_evidence_candidate	1	4879215	4885839	6625	Os01g0191300	OsNAC006, NAC006, ONAC003, ONAC3, ONAC016, ONAC16, SNAC3, OsSND3, SND3, ONAC066	NA	NA	RAP-DB_curated_genes	Os01g0191300	mapped_high_confidence	high	true	false	true	NA	external gene-level evidence object; evaluation/explanation only; not causal ground truth and not a training label	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000143	gene	NA	unspecified_trait	KGE_00000143	RAP-DB JSON	known_gene_database	gene_level	high_confidence	development_evidence_candidate	1	4917960	4919224	1265	Os01g0191900	2R_MYB4, Os2R_MYB4, R2R3-MYB, MYB2-4, OsMYB2-4	NA	NA	RAP-DB_curated_genes	Os01g0191900	mapped_high_confidence	high	false	false	false	broader_evidence_pool	external gene-level evidence object; evaluation/explanation only; not causal ground truth and not a training label	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000144	gene	data_lt_2007__cult_code_repro;data_lt_2007__lsen;data_lt_2007__spkf	CULT_CODE_REPRO;LSEN;SPKF	KGE_00000144	RAP-DB JSON	known_gene_database	gene_level	high_confidence	development_evidence_candidate	1	4949133	4951123	1991	Os01g0192000	DOS, OsDOS, OsC3H2, C3H2, OsTZF2, OsCCCH-Zn-4	NA	NA	RAP-DB_curated_genes	Os01g0192000	mapped_high_confidence	high	false	true	false	manual_review_required	external gene-level evidence object; evaluation/explanation only; not causal ground truth and not a training label	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000145	gene	NA	TO:0000481 - alkali sensitivity	KGE_00000145	RAP-DB JSON	known_gene_database	gene_level	high_confidence	development_evidence_candidate	1	5002454	5004321	1868	Os01g0192900	ACS5, OS-ACS5, OsACS5, OsBphi008a	NA	NA	RAP-DB_curated_genes	Os01g0192900	mapped_high_confidence	high	false	false	false	broader_evidence_pool	external gene-level evidence object; evaluation/explanation only; not causal ground truth and not a training label	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000146	gene	NA	unspecified_trait	KGE_00000146	RAP-DB JSON	known_gene_database	gene_level	high_confidence	development_evidence_candidate	1	5030157	5037142	6986	Os01g0193900	ALYL1, OsALYL1	NA	NA	RAP-DB_curated_genes	Os01g0193900	mapped_high_confidence	high	false	false	false	broader_evidence_pool	external gene-level evidence object; evaluation/explanation only; not causal ground truth and not a training label	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000147	gene	NA	unspecified_trait	KGE_00000147	RAP-DB JSON	known_gene_database	gene_level	high_confidence	development_evidence_candidate	1	5028275	5037189	8915	Os01g0193900	ALYL1, OsALYL1	NA	NA	RAP-DB_curated_genes	Os01g0193900	mapped_high_confidence	high	false	false	false	broader_evidence_pool	external gene-level evidence object; evaluation/explanation only; not causal ground truth and not a training label	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000148	gene	data_lt_2007__cult_code_repro	CULT_CODE_REPRO	KGE_00000148	RAP-DB JSON	known_gene_database	gene_level	high_confidence	development_evidence_candidate	1	5060605	5065209	4605	Os01g0194300	NH1, OsNH1, OsNPR1, NPR1, OsNPR1/NH1, OsPR2, PR2, DLN5, OsDLN5, OsBTBA1, BTBA1	NA	NA	RAP-DB_curated_genes	Os01g0194300	mapped_high_confidence	high	true	false	true	NA	external gene-level evidence object; evaluation/explanation only; not causal ground truth and not a training label	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000149	gene	data_lt_2007__cult_code_repro	CULT_CODE_REPRO	KGE_00000149	RAP-DB JSON	known_gene_database	gene_level	high_confidence	development_evidence_candidate	1	5099555	5102080	2526	Os01g0195000	IDD2, OsIDD2, ZOS1-04, OsZOS1-04	NA	NA	RAP-DB_curated_genes	Os01g0195000	mapped_high_confidence	high	true	false	true	NA	external gene-level evidence object; evaluation/explanation only; not causal ground truth and not a training label	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000150	gene	NA	TO:0000326 - leaf color;TO:0000074 - blast disease	KGE_00000150	RAP-DB JSON	known_gene_database	gene_level	high_confidence	development_evidence_candidate	1	5201862	5203996	2135	Os01g0196300	DPF, OsbHLH025, bHLH025, bHLH25	NA	NA	RAP-DB_curated_genes	Os01g0196300	mapped_high_confidence	high	false	false	false	broader_evidence_pool	external gene-level evidence object; evaluation/explanation only; not causal ground truth and not a training label	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000151	gene	data_lt_2007__cult_code_repro;data_lt_2007__fla_repro;data_lt_2007__llt_code	CULT_CODE_REPRO;FLA_REPRO;LLT_CODE	KGE_00000151	RAP-DB JSON	known_gene_database	gene_level	high_confidence	development_evidence_candidate	1	5236623	5244023	7401	Os01g0197100	D2, D2a, CYP90D2, CYP90D2/D2, d2, dwf2, D2/CYP90D2, OsD2, SMG11, OsSMG11, D2/SMG11, OsD2a, OsD2b	NA	NA	RAP-DB_curated_genes	Os01g0197100	mapped_high_confidence	high	false	true	false	manual_review_required	external gene-level evidence object; evaluation/explanation only; not causal ground truth and not a training label	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000152	gene	data_lt_2007__cult_code_repro;data_lt_2007__fla_repro;data_lt_2007__llt_code	CULT_CODE_REPRO;FLA_REPRO;LLT_CODE	KGE_00000152	RAP-DB JSON	known_gene_database	gene_level	high_confidence	development_evidence_candidate	1	5238162	5244520	6359	Os01g0197100	D2, D2b, CYP90D2, CYP90D2/D2, d2, dwf2, D2/CYP90D2, OsD2, SMG11, OsSMG11, D2/SMG11, OsD2a, OsD2b	NA	NA	RAP-DB_curated_genes	Os01g0197100	mapped_high_confidence	high	false	true	false	manual_review_required	external gene-level evidence object; evaluation/explanation only; not causal ground truth and not a training label	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000153	gene	data_lt_2007__cult_code_repro	CULT_CODE_REPRO	KGE_00000153	RAP-DB JSON	known_gene_database	gene_level	high_confidence	development_evidence_candidate	1	5270449	5275585	5137	Os01g0197700	GN1A, Gn1a, OsCKX2, CKX2, ckx2, Gn1a/OsCKX2, Os CKX2, CKX2/Gn1a	NA	NA	RAP-DB_curated_genes	Os01g0197700	mapped_high_confidence	high	true	false	true	NA	external gene-level evidence object; evaluation/explanation only; not causal ground truth and not a training label	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000154	gene	NA	TO:0000615 - abscisic acid sensitivity	KGE_00000154	RAP-DB JSON	known_gene_database	gene_level	high_confidence	development_evidence_candidate	1	5288136	5302247	14112	Os01g0197900	RDR3, OsRDR3, OsRDR3a	NA	NA	RAP-DB_curated_genes	Os01g0197900	mapped_high_confidence	high	false	false	false	broader_evidence_pool	external gene-level evidence object; evaluation/explanation only; not causal ground truth and not a training label	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000155	gene	NA	unspecified_trait	KGE_00000155	RAP-DB JSON	known_gene_database	gene_level	high_confidence	development_evidence_candidate	1	5307415	5324478	17064	Os01g0198000	RDR4, OsRDR4, OsRDR3b	NA	NA	RAP-DB_curated_genes	Os01g0198000	mapped_high_confidence	high	false	false	false	broader_evidence_pool	external gene-level evidence object; evaluation/explanation only; not causal ground truth and not a training label	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000156	gene	NA	TO:0000397 - grain size	KGE_00000156	RAP-DB JSON	known_gene_database	gene_level	high_confidence	development_evidence_candidate	1	5426518	5431635	5118	Os01g0200300	HOX29, OsHB5, HB5, Oshox29, OsHox29, OSHB5	NA	NA	RAP-DB_curated_genes	Os01g0200300	mapped_high_confidence	high	false	false	false	broader_evidence_pool	external gene-level evidence object; evaluation/explanation only; not causal ground truth and not a training label	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000157	gene	NA	TO:0000432 - temperature response trait;TO:0000238 - growth media composition sensitivity	KGE_00000157	RAP-DB JSON	known_gene_database	gene_level	high_confidence	development_evidence_candidate	1	5478545	5479749	1205	Os01g0200700	MTI3A, OsMT-3a, OsMT3, OsMT3a, MT3a, MT3, OsMT-I-3a, MT-I-3a, MTe, met2, OsMTI-3a, MTI-3a	NA	NA	RAP-DB_curated_genes	Os01g0200700	mapped_high_confidence	high	false	false	false	broader_evidence_pool	external gene-level evidence object; evaluation/explanation only; not causal ground truth and not a training label	matched_decoy_v055_chr1_snp_prototype_v1
