object_id	object_type	chrom	start	end	missingness_rate	callability_proxy	chr1_snp_coverage	window_coverage	variant_coverage	mappability_proxy	low_complexity_or_repeat_proxy	database_detectability_proxy	detectability_score	detectability_fields_available	notes	pipeline_version
OBJ_GENE_00000083	gene	1	2982542	2986094	unavailable	chr1_snp_variant_coverage	2	2	2	unavailable	unavailable	0.219722	0.378101	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000084	gene	1	2986329	2989280	unavailable	chr1_snp_variant_coverage	0	2	0	unavailable	unavailable	0.219722	0.292963	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000085	gene	1	3013915	3014751	unavailable	chr1_snp_variant_coverage	0	2	0	unavailable	unavailable	0.219722	0.292963	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000086	gene	1	3039253	3041381	unavailable	chr1_snp_variant_coverage	1	2	1	unavailable	unavailable	0.219722	0.34091	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000087	gene	1	3067950	3071237	unavailable	chr1_snp_variant_coverage	0	2	0	unavailable	unavailable	0.219722	0.292963	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000088	gene	1	3091435	3092698	unavailable	chr1_snp_variant_coverage	1	2	1	unavailable	unavailable	0.219722	0.34091	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000089	gene	1	3097415	3098527	unavailable	chr1_snp_variant_coverage	1	2	1	unavailable	unavailable	0.219722	0.34091	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000090	gene	1	3124369	3125331	unavailable	chr1_snp_variant_coverage	2	2	2	unavailable	unavailable	0.219722	0.378101	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000091	gene	1	3129106	3130722	unavailable	chr1_snp_variant_coverage	0	2	0	unavailable	unavailable	0.219722	0.292963	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000092	gene	1	3143601	3146812	unavailable	chr1_snp_variant_coverage	0	2	0	unavailable	unavailable	0.219722	0.292963	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000093	gene	1	3181963	3185331	unavailable	chr1_snp_variant_coverage	7	2	7	unavailable	unavailable	0.219722	0.493625	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000094	gene	1	3189117	3190330	unavailable	chr1_snp_variant_coverage	0	2	0	unavailable	unavailable	0.219722	0.292963	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000095	gene	1	3196986	3200010	unavailable	chr1_snp_variant_coverage	1	3	1	unavailable	unavailable	0.219722	0.378101	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000096	gene	1	3222303	3225613	unavailable	chr1_snp_variant_coverage	2	2	2	unavailable	unavailable	0.219722	0.378101	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000097	gene	1	3251204	3252724	unavailable	chr1_snp_variant_coverage	13	2	13	unavailable	unavailable	0.219722	0.571959	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000098	gene	1	3272839	3276375	unavailable	chr1_snp_variant_coverage	0	2	0	unavailable	unavailable	0.219722	0.292963	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000099	gene	1	3282953	3286550	unavailable	chr1_snp_variant_coverage	5	2	5	unavailable	unavailable	0.219722	0.456435	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000100	gene	1	3343531	3355066	unavailable	chr1_snp_variant_coverage	9	3	9	unavailable	unavailable	0.219722	0.537353	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000101	gene	1	3356383	3358426	unavailable	chr1_snp_variant_coverage	5	2	5	unavailable	unavailable	0.219722	0.456435	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000102	gene	1	3362062	3367658	unavailable	chr1_snp_variant_coverage	2	2	2	unavailable	unavailable	0.219722	0.378101	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000103	gene	1	3456869	3464965	unavailable	chr1_snp_variant_coverage	3	2	3	unavailable	unavailable	0.219722	0.408488	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000104	gene	1	3532476	3533918	unavailable	chr1_snp_variant_coverage	1	2	1	unavailable	unavailable	0.219722	0.34091	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000105	gene	1	3577473	3581859	unavailable	chr1_snp_variant_coverage	13	2	13	unavailable	unavailable	0.219722	0.571959	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000106	gene	1	3621211	3625338	unavailable	chr1_snp_variant_coverage	3	2	3	unavailable	unavailable	0.219722	0.408488	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000107	gene	1	3667476	3673008	unavailable	chr1_snp_variant_coverage	2	2	2	unavailable	unavailable	0.219722	0.378101	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000108	gene	1	3713687	3718631	unavailable	chr1_snp_variant_coverage	3	2	3	unavailable	unavailable	0.219722	0.408488	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000109	gene	1	3724710	3728731	unavailable	chr1_snp_variant_coverage	1	2	1	unavailable	unavailable	0.219722	0.34091	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000110	gene	1	3811094	3812179	unavailable	chr1_snp_variant_coverage	0	2	0	unavailable	unavailable	0.219722	0.292963	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000111	gene	1	3830492	3831846	unavailable	chr1_snp_variant_coverage	0	2	0	unavailable	unavailable	0.219722	0.292963	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000112	gene	1	3835129	3837642	unavailable	chr1_snp_variant_coverage	1	2	1	unavailable	unavailable	0.219722	0.34091	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000113	gene	1	3878164	3884017	unavailable	chr1_snp_variant_coverage	4	2	4	unavailable	unavailable	0.219722	0.43418	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000114	gene	1	3894296	3898729	unavailable	chr1_snp_variant_coverage	3	2	3	unavailable	unavailable	0.219722	0.408488	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000115	gene	1	3962442	3963990	unavailable	chr1_snp_variant_coverage	2	2	2	unavailable	unavailable	0.219722	0.378101	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000116	gene	1	4003659	4004887	unavailable	chr1_snp_variant_coverage	0	2	0	unavailable	unavailable	0.219722	0.292963	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000117	gene	1	4033949	4043431	unavailable	chr1_snp_variant_coverage	0	2	0	unavailable	unavailable	0.219722	0.292963	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000118	gene	1	4051885	4057571	unavailable	chr1_snp_variant_coverage	3	2	3	unavailable	unavailable	0.219722	0.408488	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000119	gene	1	4066347	4067319	unavailable	chr1_snp_variant_coverage	1	2	1	unavailable	unavailable	0.219722	0.34091	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000120	gene	1	4073916	4076438	unavailable	chr1_snp_variant_coverage	1	2	1	unavailable	unavailable	0.219722	0.34091	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000121	gene	1	4081316	4082680	unavailable	chr1_snp_variant_coverage	0	2	0	unavailable	unavailable	0.219722	0.292963	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000122	gene	1	4104804	4108508	unavailable	chr1_snp_variant_coverage	3	2	3	unavailable	unavailable	0.219722	0.408488	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000123	gene	1	4127232	4140631	unavailable	chr1_snp_variant_coverage	2	2	2	unavailable	unavailable	0.219722	0.378101	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000124	gene	1	4234573	4244531	unavailable	chr1_snp_variant_coverage	1	2	1	unavailable	unavailable	0.219722	0.34091	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000125	gene	1	4264247	4270356	unavailable	chr1_snp_variant_coverage	5	2	5	unavailable	unavailable	0.219722	0.456435	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000126	gene	1	4313699	4315812	unavailable	chr1_snp_variant_coverage	1	2	1	unavailable	unavailable	0.219722	0.34091	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000127	gene	1	4329461	4338486	unavailable	chr1_snp_variant_coverage	2	2	2	unavailable	unavailable	0.219722	0.378101	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000128	gene	1	4347188	4356468	unavailable	chr1_snp_variant_coverage	16	3	16	unavailable	unavailable	0.219722	0.60915	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000129	gene	1	4415416	4416182	unavailable	chr1_snp_variant_coverage	0	2	0	unavailable	unavailable	0.219722	0.292963	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000130	gene	1	4449070	4449876	unavailable	chr1_snp_variant_coverage	1	2	1	unavailable	unavailable	0.219722	0.34091	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000131	gene	1	4536009	4540065	unavailable	chr1_snp_variant_coverage	2	2	2	unavailable	unavailable	0.219722	0.378101	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000132	gene	1	4534021	4540216	unavailable	chr1_snp_variant_coverage	2	2	2	unavailable	unavailable	0.219722	0.378101	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000133	gene	1	4572446	4573421	unavailable	chr1_snp_variant_coverage	0	2	0	unavailable	unavailable	0.219722	0.292963	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000134	gene	1	4621925	4631262	unavailable	chr1_snp_variant_coverage	4	2	4	unavailable	unavailable	0.219722	0.43418	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000135	gene	1	4665786	4667062	unavailable	chr1_snp_variant_coverage	2	2	2	unavailable	unavailable	0.219722	0.378101	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000136	gene	1	4696963	4700004	unavailable	chr1_snp_variant_coverage	4	3	4	unavailable	unavailable	0.219722	0.456435	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000137	gene	1	4739271	4744472	unavailable	chr1_snp_variant_coverage	4	2	4	unavailable	unavailable	0.219722	0.43418	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000138	gene	1	4820155	4823129	unavailable	chr1_snp_variant_coverage	0	2	0	unavailable	unavailable	0.219722	0.292963	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000139	gene	1	4826590	4828733	unavailable	chr1_snp_variant_coverage	0	2	0	unavailable	unavailable	0.219722	0.292963	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000140	gene	1	4879909	4885840	unavailable	chr1_snp_variant_coverage	1	2	1	unavailable	unavailable	0.219722	0.34091	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000141	gene	1	4879873	4885840	unavailable	chr1_snp_variant_coverage	1	2	1	unavailable	unavailable	0.219722	0.34091	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000142	gene	1	4879215	4885839	unavailable	chr1_snp_variant_coverage	1	2	1	unavailable	unavailable	0.219722	0.34091	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000143	gene	1	4917960	4919224	unavailable	chr1_snp_variant_coverage	1	2	1	unavailable	unavailable	0.219722	0.34091	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000144	gene	1	4949133	4951123	unavailable	chr1_snp_variant_coverage	1	3	1	unavailable	unavailable	0.219722	0.378101	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000145	gene	1	5002454	5004321	unavailable	chr1_snp_variant_coverage	0	2	0	unavailable	unavailable	0.219722	0.292963	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000146	gene	1	5030157	5037142	unavailable	chr1_snp_variant_coverage	2	2	2	unavailable	unavailable	0.219722	0.378101	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000147	gene	1	5028275	5037189	unavailable	chr1_snp_variant_coverage	2	2	2	unavailable	unavailable	0.219722	0.378101	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000148	gene	1	5060605	5065209	unavailable	chr1_snp_variant_coverage	2	2	2	unavailable	unavailable	0.219722	0.378101	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000149	gene	1	5099555	5102080	unavailable	chr1_snp_variant_coverage	1	3	1	unavailable	unavailable	0.219722	0.378101	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000150	gene	1	5201862	5203996	unavailable	chr1_snp_variant_coverage	0	2	0	unavailable	unavailable	0.219722	0.292963	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000151	gene	1	5236623	5244023	unavailable	chr1_snp_variant_coverage	6	2	6	unavailable	unavailable	0.219722	0.476065	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000152	gene	1	5238162	5244520	unavailable	chr1_snp_variant_coverage	6	2	6	unavailable	unavailable	0.219722	0.476065	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000153	gene	1	5270449	5275585	unavailable	chr1_snp_variant_coverage	8	2	8	unavailable	unavailable	0.219722	0.50951	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000154	gene	1	5288136	5302247	unavailable	chr1_snp_variant_coverage	2	3	2	unavailable	unavailable	0.219722	0.408488	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000155	gene	1	5307415	5324478	unavailable	chr1_snp_variant_coverage	6	2	6	unavailable	unavailable	0.219722	0.476065	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000156	gene	1	5426518	5431635	unavailable	chr1_snp_variant_coverage	7	2	7	unavailable	unavailable	0.219722	0.493625	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000157	gene	1	5478545	5479749	unavailable	chr1_snp_variant_coverage	0	2	0	unavailable	unavailable	0.219722	0.292963	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000158	gene	1	5540631	5541520	unavailable	chr1_snp_variant_coverage	0	2	0	unavailable	unavailable	0.219722	0.292963	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000159	gene	1	5549651	5551003	unavailable	chr1_snp_variant_coverage	1	3	1	unavailable	unavailable	0.219722	0.378101	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000160	gene	1	5560202	5568844	unavailable	chr1_snp_variant_coverage	7	2	7	unavailable	unavailable	0.219722	0.493625	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000161	gene	1	5663323	5668903	unavailable	chr1_snp_variant_coverage	4	2	4	unavailable	unavailable	0.219722	0.43418	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000162	gene	1	5668988	5671470	unavailable	chr1_snp_variant_coverage	0	2	0	unavailable	unavailable	0.219722	0.292963	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000163	gene	1	5731513	5734532	unavailable	chr1_snp_variant_coverage	2	2	2	unavailable	unavailable	0.219722	0.378101	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000164	gene	1	5764511	5768024	unavailable	chr1_snp_variant_coverage	3	2	3	unavailable	unavailable	0.219722	0.408488	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000165	gene	1	5774293	5778466	unavailable	chr1_snp_variant_coverage	2	2	2	unavailable	unavailable	0.219722	0.378101	chr1_snp_coverage;window_coverage;database_detectability_proxy	detectability_score=0.5*database_detectability_proxy + scaled chr1 SNP/window coverage; not complete detectability correction	matched_decoy_v055_chr1_snp_prototype_v1
