decoy_pair_id	object_id	trait_id	object_type	decoy_object_id	decoy_object_type	match_rank	match_score	matching_level	matching_status	relaxation_level	relaxation_reason	n_candidates_before_filter	n_candidates_after_filter	matched_fields	unavailable_fields	field_balance_score	position_balance_score	density_balance_score	annotation_balance_score	detectability_balance_score	research_bias_balance_score	notes	pipeline_version
DP_000000122	OBJ_GENE_00000163	data_lt_2007__cult_code_repro	gene	GENE_BG_Os01g0203000	gene	2	0.838283	L3_relaxed_annotation_detectability	matched_background_candidate	L3_relaxed_annotation_detectability	strict_or_relaxed_by_available_chr1_proxy_fields	30	30	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	0.838283	0.940917	0.47391	1	1	0.776589	decoy is matched background only and must not be interpreted as true negative	matched_decoy_v055_chr1_snp_prototype_v1
DP_000000123	OBJ_GENE_00000163	data_lt_2007__cult_code_repro	gene	GENE_BG_LOC_Os01g10700	gene	3	0.836711	L3_relaxed_annotation_detectability	matched_background_candidate	L3_relaxed_annotation_detectability	strict_or_relaxed_by_available_chr1_proxy_fields	30	30	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	0.836711	0.995539	0.476505	1	1	0.711508	decoy is matched background only and must not be interpreted as true negative	matched_decoy_v055_chr1_snp_prototype_v1
DP_000000124	OBJ_GENE_00000163	data_lt_2007__cult_code_repro	gene	GENE_BG_Os01g0205100	gene	4	0.831478	L3_relaxed_annotation_detectability	matched_background_candidate	L3_relaxed_annotation_detectability	strict_or_relaxed_by_available_chr1_proxy_fields	30	30	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	0.831478	0.971325	0.474559	1	1	0.711508	decoy is matched background only and must not be interpreted as true negative	matched_decoy_v055_chr1_snp_prototype_v1
DP_000000125	OBJ_GENE_00000163	data_lt_2007__cult_code_repro	gene	GENE_BG_Os01g0205500	gene	5	0.829865	L3_relaxed_annotation_detectability	matched_background_candidate	L3_relaxed_annotation_detectability	strict_or_relaxed_by_available_chr1_proxy_fields	30	30	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	0.829865	0.963258	0.474559	1	1	0.711508	decoy is matched background only and must not be interpreted as true negative	matched_decoy_v055_chr1_snp_prototype_v1
DP_000000126	OBJ_GENE_00000165	data_lt_2007__cult_code_repro	gene	GENE_BG_Os01g0205200	gene	1	0.893299	L3_relaxed_annotation_detectability	matched_background_candidate	L3_relaxed_annotation_detectability	strict_or_relaxed_by_available_chr1_proxy_fields	30	30	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	0.893299	0.989989	0.476505	1	1	1	decoy is matched background only and must not be interpreted as true negative	matched_decoy_v055_chr1_snp_prototype_v1
DP_000000127	OBJ_GENE_00000165	data_lt_2007__cult_code_repro	gene	GENE_BG_Os01g0202800	gene	2	0.875176	L3_relaxed_annotation_detectability	matched_background_candidate	L3_relaxed_annotation_detectability	strict_or_relaxed_by_available_chr1_proxy_fields	30	30	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	0.875176	0.900685	0.475193	1	1	1	decoy is matched background only and must not be interpreted as true negative	matched_decoy_v055_chr1_snp_prototype_v1
DP_000000128	OBJ_GENE_00000165	data_lt_2007__cult_code_repro	gene	GENE_BG_Os01g0208700	gene	3	0.870197	L3_relaxed_annotation_detectability	matched_background_candidate	L3_relaxed_annotation_detectability	strict_or_relaxed_by_available_chr1_proxy_fields	30	30	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	0.870197	0.886383	0.464603	1	1	1	decoy is matched background only and must not be interpreted as true negative	matched_decoy_v055_chr1_snp_prototype_v1
DP_000000129	OBJ_GENE_00000165	data_lt_2007__cult_code_repro	gene	GENE_BG_Os01g0204300	gene	4	0.841529	L3_relaxed_annotation_detectability	matched_background_candidate	L3_relaxed_annotation_detectability	strict_or_relaxed_by_available_chr1_proxy_fields	30	30	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	0.841529	0.958445	0.472611	1	1	0.776589	decoy is matched background only and must not be interpreted as true negative	matched_decoy_v055_chr1_snp_prototype_v1
DP_000000130	OBJ_GENE_00000165	data_lt_2007__cult_code_repro	gene	GENE_BG_Os01g0208600	gene	5	0.835807	L3_relaxed_annotation_detectability	matched_background_candidate	L3_relaxed_annotation_detectability	strict_or_relaxed_by_available_chr1_proxy_fields	30	30	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	0.835807	0.894463	0.467008	1	1	0.817566	decoy is matched background only and must not be interpreted as true negative	matched_decoy_v055_chr1_snp_prototype_v1
DP_000000131	OBJ_GENE_00000169	data_lt_2007__cult_code_repro	gene	GENE_BG_Os01g0210400	gene	1	0.804573	L3_relaxed_annotation_detectability	matched_background_candidate	L3_relaxed_annotation_detectability	strict_or_relaxed_by_available_chr1_proxy_fields	30	30	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	0.804573	0.965766	0.280509	1	1	0.776589	decoy is matched background only and must not be interpreted as true negative	matched_decoy_v055_chr1_snp_prototype_v1
DP_000000132	OBJ_GENE_00000169	data_lt_2007__cult_code_repro	gene	GENE_BG_Os01g0209800	gene	2	0.795615	L3_relaxed_annotation_detectability	matched_background_candidate	L3_relaxed_annotation_detectability	strict_or_relaxed_by_available_chr1_proxy_fields	30	30	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	0.795615	0.986057	0.280509	1	1	0.711508	decoy is matched background only and must not be interpreted as true negative	matched_decoy_v055_chr1_snp_prototype_v1
DP_000000133	OBJ_GENE_00000169	data_lt_2007__cult_code_repro	gene	GENE_BG_Os01g0210200	gene	3	0.792449	L3_relaxed_annotation_detectability	matched_background_candidate	L3_relaxed_annotation_detectability	strict_or_relaxed_by_available_chr1_proxy_fields	30	30	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	0.792449	0.9709	0.279835	1	1	0.711508	decoy is matched background only and must not be interpreted as true negative	matched_decoy_v055_chr1_snp_prototype_v1
DP_000000134	OBJ_GENE_00000169	data_lt_2007__cult_code_repro	gene	GENE_BG_Os01g0209400	gene	4	0.791724	L3_relaxed_annotation_detectability	matched_background_candidate	L3_relaxed_annotation_detectability	strict_or_relaxed_by_available_chr1_proxy_fields	30	30	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	0.791724	0.967489	0.27962	1	1	0.711508	decoy is matched background only and must not be interpreted as true negative	matched_decoy_v055_chr1_snp_prototype_v1
DP_000000135	OBJ_GENE_00000169	data_lt_2007__cult_code_repro	gene	GENE_BG_Os01g0209200	gene	5	0.790032	L3_relaxed_annotation_detectability	matched_background_candidate	L3_relaxed_annotation_detectability	strict_or_relaxed_by_available_chr1_proxy_fields	30	30	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	0.790032	0.95903	0.27962	1	1	0.711508	decoy is matched background only and must not be interpreted as true negative	matched_decoy_v055_chr1_snp_prototype_v1
DP_000000136	OBJ_GENE_00000175	data_lt_2007__spkf	gene	GENE_BG_Os01g0218500	gene	1	0.825764	L3_relaxed_annotation_detectability	matched_background_candidate	L3_relaxed_annotation_detectability	strict_or_relaxed_by_available_chr1_proxy_fields	30	30	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	0.825764	0.955156	0.3561	1	1	0.817566	decoy is matched background only and must not be interpreted as true negative	matched_decoy_v055_chr1_snp_prototype_v1
DP_000000137	OBJ_GENE_00000175	data_lt_2007__spkf	gene	GENE_BG_Os01g0219200	gene	2	0.819669	L3_relaxed_annotation_detectability	matched_background_candidate	L3_relaxed_annotation_detectability	strict_or_relaxed_by_available_chr1_proxy_fields	30	30	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	0.819669	0.925785	0.354996	1	1	0.817566	decoy is matched background only and must not be interpreted as true negative	matched_decoy_v055_chr1_snp_prototype_v1
DP_000000138	OBJ_GENE_00000175	data_lt_2007__spkf	gene	GENE_BG_Os01g0221100	gene	3	0.804091	L3_relaxed_annotation_detectability	matched_background_candidate	L3_relaxed_annotation_detectability	strict_or_relaxed_by_available_chr1_proxy_fields	30	30	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	0.804091	0.848829	0.354061	1	1	0.817566	decoy is matched background only and must not be interpreted as true negative	matched_decoy_v055_chr1_snp_prototype_v1
DP_000000139	OBJ_GENE_00000175	data_lt_2007__spkf	gene	GENE_BG_Os01g0219500	gene	4	0.786404	L3_relaxed_annotation_detectability	matched_background_candidate	L3_relaxed_annotation_detectability	strict_or_relaxed_by_available_chr1_proxy_fields	30	30	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	0.786404	0.915847	0.354281	1	1	0.66189	decoy is matched background only and must not be interpreted as true negative	matched_decoy_v055_chr1_snp_prototype_v1
DP_000000140	OBJ_GENE_00000175	data_lt_2007__spkf	gene	GENE_BG_Os01g0218100	gene	5	0.773155	L3_relaxed_annotation_detectability	matched_background_candidate	L3_relaxed_annotation_detectability	strict_or_relaxed_by_available_chr1_proxy_fields	30	30	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	0.773155	0.986441	0.357492	1	1	0.521841	decoy is matched background only and must not be interpreted as true negative	matched_decoy_v055_chr1_snp_prototype_v1
DP_000000141	OBJ_GENE_00000185	data_lt_2007__lsen	gene	GENE_BG_Os01g0223700	gene	1	0.916695	L2_relaxed_position_density	matched_background_candidate	L2_relaxed_position_density	strict_or_relaxed_by_available_chr1_proxy_fields	30	30	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	0.916695	0.992859	0.590616	1	1	1	decoy is matched background only and must not be interpreted as true negative	matched_decoy_v055_chr1_snp_prototype_v1
DP_000000142	OBJ_GENE_00000185	data_lt_2007__lsen	gene	GENE_BG_Os01g0223800	gene	2	0.914272	L2_relaxed_position_density	matched_background_candidate	L2_relaxed_position_density	strict_or_relaxed_by_available_chr1_proxy_fields	30	30	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	0.914272	0.984471	0.586889	1	1	1	decoy is matched background only and must not be interpreted as true negative	matched_decoy_v055_chr1_snp_prototype_v1
DP_000000143	OBJ_GENE_00000185	data_lt_2007__lsen	gene	GENE_BG_Os01g0223900	gene	3	0.913442	L2_relaxed_position_density	matched_background_candidate	L2_relaxed_position_density	strict_or_relaxed_by_available_chr1_proxy_fields	30	30	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	0.913442	0.98032	0.586889	1	1	1	decoy is matched background only and must not be interpreted as true negative	matched_decoy_v055_chr1_snp_prototype_v1
DP_000000144	OBJ_GENE_00000185	data_lt_2007__lsen	gene	GENE_BG_Os01g0224000	gene	4	0.912756	L2_relaxed_position_density	matched_background_candidate	L2_relaxed_position_density	strict_or_relaxed_by_available_chr1_proxy_fields	30	30	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	0.912756	0.97689	0.586889	1	1	1	decoy is matched background only and must not be interpreted as true negative	matched_decoy_v055_chr1_snp_prototype_v1
DP_000000145	OBJ_GENE_00000185	data_lt_2007__lsen	gene	GENE_BG_Os01g0222800	gene	5	0.907187	L2_relaxed_position_density	matched_background_candidate	L2_relaxed_position_density	strict_or_relaxed_by_available_chr1_proxy_fields	30	30	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	0.907187	0.947201	0.588731	1	1	1	decoy is matched background only and must not be interpreted as true negative	matched_decoy_v055_chr1_snp_prototype_v1
DP_000000146	OBJ_GENE_00000194	data_lt_2007__lsen	gene	GENE_BG_Os01g0228600	gene	1	0.857308	L3_relaxed_annotation_detectability	matched_background_candidate	L3_relaxed_annotation_detectability	strict_or_relaxed_by_available_chr1_proxy_fields	30	30	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	0.857308	0.930904	0.355636	1	1	1	decoy is matched background only and must not be interpreted as true negative	matched_decoy_v055_chr1_snp_prototype_v1
DP_000000147	OBJ_GENE_00000194	data_lt_2007__lsen	gene	GENE_BG_Os01g0229300	gene	2	0.847035	L3_relaxed_annotation_detectability	matched_background_candidate	L3_relaxed_annotation_detectability	strict_or_relaxed_by_available_chr1_proxy_fields	30	30	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	0.847035	0.882116	0.353061	1	1	1	decoy is matched background only and must not be interpreted as true negative	matched_decoy_v055_chr1_snp_prototype_v1
DP_000000148	OBJ_GENE_00000194	data_lt_2007__lsen	gene	GENE_BG_Os01g0226700	gene	3	0.831426	L3_relaxed_annotation_detectability	matched_background_candidate	L3_relaxed_annotation_detectability	strict_or_relaxed_by_available_chr1_proxy_fields	30	30	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	0.831426	0.982632	0.356931	1	1	0.817566	decoy is matched background only and must not be interpreted as true negative	matched_decoy_v055_chr1_snp_prototype_v1
DP_000000149	OBJ_GENE_00000194	data_lt_2007__lsen	gene	GENE_BG_Os01g0227200	gene	4	0.824057	L3_relaxed_annotation_detectability	matched_background_candidate	L3_relaxed_annotation_detectability	strict_or_relaxed_by_available_chr1_proxy_fields	30	30	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	0.824057	0.987099	0.356598	1	1	0.776589	decoy is matched background only and must not be interpreted as true negative	matched_decoy_v055_chr1_snp_prototype_v1
DP_000000150	OBJ_GENE_00000194	data_lt_2007__lsen	gene	GENE_BG_Os01g0226300	gene	5	0.815445	L3_relaxed_annotation_detectability	matched_background_candidate	L3_relaxed_annotation_detectability	strict_or_relaxed_by_available_chr1_proxy_fields	30	30	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	0.815445	0.94468	0.355957	1	1	0.776589	decoy is matched background only and must not be interpreted as true negative	matched_decoy_v055_chr1_snp_prototype_v1
DP_000000151	OBJ_GENE_00000205	data_lt_2007__spkf	gene	GENE_BG_Os01g0233800	gene	1	0.996469	L1_strict_matched	matched_background_candidate	L1_strict_matched	strict_or_relaxed_by_available_chr1_proxy_fields	30	30	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	0.996469	0.984853	0.997491	1	1	1	decoy is matched background only and must not be interpreted as true negative	matched_decoy_v055_chr1_snp_prototype_v1
DP_000000152	OBJ_GENE_00000205	data_lt_2007__spkf	gene	GENE_BG_Os01g0234900	gene	2	0.985759	L1_strict_matched	matched_background_candidate	L1_strict_matched	strict_or_relaxed_by_available_chr1_proxy_fields	30	30	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	0.985759	0.93872	0.990074	1	1	1	decoy is matched background only and must not be interpreted as true negative	matched_decoy_v055_chr1_snp_prototype_v1
DP_000000153	OBJ_GENE_00000205	data_lt_2007__spkf	gene	GENE_BG_Os01g0233500	gene	3	0.940902	L1_strict_matched	matched_background_candidate	L1_strict_matched	strict_or_relaxed_by_available_chr1_proxy_fields	30	30	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	0.940902	0.995509	0.997491	1	1	0.711508	decoy is matched background only and must not be interpreted as true negative	matched_decoy_v055_chr1_snp_prototype_v1
DP_000000154	OBJ_GENE_00000205	data_lt_2007__spkf	gene	GENE_BG_Os01g0233900	gene	4	0.937333	L1_strict_matched	matched_background_candidate	L1_strict_matched	strict_or_relaxed_by_available_chr1_proxy_fields	30	30	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	0.937333	0.980157	0.995	1	1	0.711508	decoy is matched background only and must not be interpreted as true negative	matched_decoy_v055_chr1_snp_prototype_v1
DP_000000155	OBJ_GENE_00000205	data_lt_2007__spkf	gene	GENE_BG_Os01g0233000	gene	5	0.934473	L1_strict_matched	matched_background_candidate	L1_strict_matched	strict_or_relaxed_by_available_chr1_proxy_fields	30	30	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	0.934473	0.978338	0.982521	1	1	0.711508	decoy is matched background only and must not be interpreted as true negative	matched_decoy_v055_chr1_snp_prototype_v1
DP_000000156	OBJ_GENE_00000217	data_lt_2007__cult_code_repro	gene	GENE_BG_Os01g0248701	gene	1	0.997504	L1_strict_matched	matched_background_candidate	L1_strict_matched	strict_or_relaxed_by_available_chr1_proxy_fields	30	30	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	0.997504	0.995203	0.992318	1	1	1	decoy is matched background only and must not be interpreted as true negative	matched_decoy_v055_chr1_snp_prototype_v1
DP_000000157	OBJ_GENE_00000217	data_lt_2007__cult_code_repro	gene	GENE_BG_Os01g0252900	gene	2	0.924577	L1_strict_matched	matched_background_candidate	L1_strict_matched	strict_or_relaxed_by_available_chr1_proxy_fields	30	30	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	0.924577	0.859067	0.987228	1	1	0.776589	decoy is matched background only and must not be interpreted as true negative	matched_decoy_v055_chr1_snp_prototype_v1
DP_000000158	OBJ_GENE_00000217	data_lt_2007__cult_code_repro	gene	GENE_BG_Os01g0249100	gene	3	0.916969	L1_strict_matched	matched_background_candidate	L1_strict_matched	strict_or_relaxed_by_available_chr1_proxy_fields	30	30	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	0.916969	0.994227	1	1	1	0.590616	decoy is matched background only and must not be interpreted as true negative	matched_decoy_v055_chr1_snp_prototype_v1
DP_000000159	OBJ_GENE_00000217	data_lt_2007__cult_code_repro	gene	GENE_BG_Os01g0249200	gene	4	0.914852	L1_strict_matched	matched_background_candidate	L1_strict_matched	strict_or_relaxed_by_available_chr1_proxy_fields	30	30	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	0.914852	0.991266	0.992376	1	1	0.590616	decoy is matched background only and must not be interpreted as true negative	matched_decoy_v055_chr1_snp_prototype_v1
DP_000000160	OBJ_GENE_00000217	data_lt_2007__cult_code_repro	gene	GENE_BG_Os01g0248600	gene	5	0.914042	L1_strict_matched	matched_background_candidate	L1_strict_matched	strict_or_relaxed_by_available_chr1_proxy_fields	30	30	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	0.914042	0.984722	0.994872	1	1	0.590616	decoy is matched background only and must not be interpreted as true negative	matched_decoy_v055_chr1_snp_prototype_v1
DP_000000161	OBJ_GENE_00000231	data_lt_2007__spkf	gene	GENE_BG_Os01g0259900	gene	1	0.868483	L2_relaxed_position_density	matched_background_candidate	L2_relaxed_position_density	strict_or_relaxed_by_available_chr1_proxy_fields	30	30	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	0.868483	0.941561	0.583286	1	1	0.817566	decoy is matched background only and must not be interpreted as true negative	matched_decoy_v055_chr1_snp_prototype_v1
DP_000000162	OBJ_GENE_00000231	data_lt_2007__spkf	gene	GENE_BG_Os01g0258700	gene	2	0.849087	L2_relaxed_position_density	matched_background_candidate	L2_relaxed_position_density	strict_or_relaxed_by_available_chr1_proxy_fields	30	30	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	0.849087	0.995681	0.587864	1	1	0.66189	decoy is matched background only and must not be interpreted as true negative	matched_decoy_v055_chr1_snp_prototype_v1
DP_000000163	OBJ_GENE_00000231	data_lt_2007__spkf	gene	GENE_BG_Os01g0258000	gene	3	0.843556	L2_relaxed_position_density	matched_background_candidate	L2_relaxed_position_density	strict_or_relaxed_by_available_chr1_proxy_fields	30	30	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	0.843556	0.971573	0.584317	1	1	0.66189	decoy is matched background only and must not be interpreted as true negative	matched_decoy_v055_chr1_snp_prototype_v1
DP_000000164	OBJ_GENE_00000231	data_lt_2007__spkf	gene	GENE_BG_Os01g0257400	gene	4	0.838794	L2_relaxed_position_density	matched_background_candidate	L2_relaxed_position_density	strict_or_relaxed_by_available_chr1_proxy_fields	30	30	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	0.838794	0.942377	0.589701	1	1	0.66189	decoy is matched background only and must not be interpreted as true negative	matched_decoy_v055_chr1_snp_prototype_v1
DP_000000165	OBJ_GENE_00000231	data_lt_2007__spkf	gene	GENE_BG_Os01g0256900	gene	5	0.834641	L2_relaxed_position_density	matched_background_candidate	L2_relaxed_position_density	strict_or_relaxed_by_available_chr1_proxy_fields	30	30	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	0.834641	0.921617	0.589698	1	1	0.66189	decoy is matched background only and must not be interpreted as true negative	matched_decoy_v055_chr1_snp_prototype_v1
DP_000000166	OBJ_GENE_00000237	data_lt_2007__spkf	gene	GENE_BG_Os01g0259900	gene	1	0.903016	L2_relaxed_position_density	matched_background_candidate	L2_relaxed_position_density	strict_or_relaxed_by_available_chr1_proxy_fields	30	30	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	0.903016	0.930084	0.584998	1	1	1	decoy is matched background only and must not be interpreted as true negative	matched_decoy_v055_chr1_snp_prototype_v1
DP_000000167	OBJ_GENE_00000237	data_lt_2007__spkf	gene	GENE_BG_Os01g0262600	gene	2	0.900552	L2_relaxed_position_density	matched_background_candidate	L2_relaxed_position_density	strict_or_relaxed_by_available_chr1_proxy_fields	30	30	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	0.900552	0.914041	0.588721	1	1	1	decoy is matched background only and must not be interpreted as true negative	matched_decoy_v055_chr1_snp_prototype_v1
DP_000000168	OBJ_GENE_00000237	data_lt_2007__spkf	gene	GENE_BG_Os01g0264000	gene	3	0.890313	L2_relaxed_position_density	matched_background_candidate	L2_relaxed_position_density	strict_or_relaxed_by_available_chr1_proxy_fields	30	30	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	0.890313	0.865645	0.585921	1	1	1	decoy is matched background only and must not be interpreted as true negative	matched_decoy_v055_chr1_snp_prototype_v1
DP_000000169	OBJ_GENE_00000237	data_lt_2007__spkf	gene	GENE_BG_Os01g0260800	gene	4	0.867566	L2_relaxed_position_density	matched_background_candidate	L2_relaxed_position_density	strict_or_relaxed_by_available_chr1_proxy_fields	30	30	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	0.867566	0.976243	0.584998	1	1	0.776589	decoy is matched background only and must not be interpreted as true negative	matched_decoy_v055_chr1_snp_prototype_v1
DP_000000170	OBJ_GENE_00000237	data_lt_2007__spkf	gene	GENE_BG_Os01g0260700	gene	5	0.866756	L2_relaxed_position_density	matched_background_candidate	L2_relaxed_position_density	strict_or_relaxed_by_available_chr1_proxy_fields	30	30	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	0.866756	0.967524	0.589666	1	1	0.776589	decoy is matched background only and must not be interpreted as true negative	matched_decoy_v055_chr1_snp_prototype_v1
DP_000000171	OBJ_GENE_00000252	data_lt_2007__spkf	gene	GENE_BG_Os01g0273800	gene	1	0.90383	L2_relaxed_position_density	matched_background_candidate	L2_relaxed_position_density	strict_or_relaxed_by_available_chr1_proxy_fields	30	30	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	0.90383	0.928534	0.590616	1	1	1	decoy is matched background only and must not be interpreted as true negative	matched_decoy_v055_chr1_snp_prototype_v1
DP_000000172	OBJ_GENE_00000252	data_lt_2007__spkf	gene	GENE_BG_Os01g0276300	gene	2	0.897577	L2_relaxed_position_density	matched_background_candidate	L2_relaxed_position_density	strict_or_relaxed_by_available_chr1_proxy_fields	30	30	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	0.897577	0.899285	0.588601	1	1	1	decoy is matched background only and must not be interpreted as true negative	matched_decoy_v055_chr1_snp_prototype_v1
DP_000000173	OBJ_GENE_00000252	data_lt_2007__spkf	gene	GENE_BG_Os01g0269900	gene	3	0.87671	L2_relaxed_position_density	matched_background_candidate	L2_relaxed_position_density	strict_or_relaxed_by_available_chr1_proxy_fields	30	30	coordinate;position_bin;gene_density;variant_density;annotation_richness;database_detectability;research_bias;chr1_snp_coverage	MAF;LD;missingness;mappability;recombination_rate	0.87671	0.801807	0.581743	1	1	1	decoy is matched background only and must not be interpreted as true negative	matched_decoy_v055_chr1_snp_prototype_v1
