object_id	object_type	gene_id	gene_symbol	chrom	start	end	annotation_record_count	external_knowledge_hit_count	known_gene_proximity	database_source_count	trait_evidence_count	annotation_richness_score	literature_bias_proxy	research_bias_score	research_bias_fields_available	notes	pipeline_version
OBJ_GENE_00000120	gene	Os01g0178500	IAA1, OsIAA1, OsIAA4	1	4073916	4076438	1	37	0	1	11	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.46111	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000121	gene	Os01g0178600	OsCDR1	1	4081316	4082680	1	15	0	1	8	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.361296	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000122	gene	Os01g0178900	NA	1	4104804	4108508	1	1	0	1	1	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.173287	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000123	gene	Os01g0179400	SSG4, OsSSG4	1	4127232	4140631	1	19	0	1	13	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.38638	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000124	gene	Os01g0180600	MSH7, OsMSH7	1	4234573	4244531	1	2	0	1	2	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.20118	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000125	gene	Os01g0180900	PEG1, OsPEG1	1	4264247	4270356	1	3	0	1	3	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.22397	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000126	gene	Os01g0182200	SIP1;1, SIP1, OsSIP1, OsSIP1;1, SIP1-1	1	4313699	4315812	1	2	0	1	2	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.20118	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000127	gene	Os01g0182600	GI, OsGI, Gi, Os-GI	1	4329461	4338486	1	31	0	1	20	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.440795	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000128	gene	Os01g0182700	WRKY102, OsWRKY102	1	4347188	4356468	1	5	0	1	5	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.25993	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000129	gene	Os01g0183400	NFYC13, OsNF-YC13, NF-YC13	1	4415416	4416182	1	8	0	1	7	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.299737	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000130	gene	Os01g0184100	HSP18.0-CII, OsHsp18.0, Oshsp18.0-CII, OsHSP18.0-CII, OsHSP18.0, OsHSP18.2	1	4449070	4449876	1	7	0	1	7	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.287823	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000131	gene	Os01g0185400	CBE1, OsWD40-6, OsCBE1	1	4536009	4540065	1	3	0	1	2	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.22397	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000132	gene	Os01g0185400	CBE1, OsCBE1, OsWD40-6	1	4534021	4540216	1	3	0	1	2	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.22397	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000133	gene	Os01g0186000	WRKY10, OsWRKY10	1	4572446	4573421	1	41	0	1	19	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.473024	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000134	gene	Os01g0186700	STK38, OsSTK38, TINY1, OsTINY1	1	4621925	4631262	1	3	0	1	3	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.22397	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000135	gene	Os01g0187200	OsmiR156b, OsmiR156c	1	4665786	4667062	1	2	0	1	1	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.20118	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000136	gene	Os01g0187600	CKX1, OsCKX1	1	4696963	4700004	1	2	0	1	2	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.20118	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000137	gene	Os01g0188400	NADP-ME, NADP-ME1, OschlME, chlME, ME6, XcrMal1	1	4739271	4744472	1	2	0	1	2	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.20118	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000138	gene	Os01g0190400	HXK8, OsHXK8	1	4820155	4823129	1	2	0	1	2	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.20118	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000139	gene	Os01g0190500	GW5L, OsGW5L	1	4826590	4828733	1	18	0	1	14	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.380565	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000140	gene	Os01g0191300	ONAC003, ONAC3, ONAC016, ONAC16, SNAC3, OsSND3, SND3, OsNAC006, NAC006, ONAC066	1	4879909	4885840	1	120	0	1	44	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.601523	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000141	gene	Os01g0191300	ONAC003, ONAC3, ONAC016, ONAC16, SNAC3, OsSND3, SND3, OsNAC006, NAC006, ONAC066	1	4879873	4885840	1	120	0	1	44	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.601523	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000142	gene	Os01g0191300	OsNAC006, NAC006, ONAC003, ONAC3, ONAC016, ONAC16, SNAC3, OsSND3, SND3, ONAC066	1	4879215	4885839	1	120	0	1	44	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.601523	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000143	gene	Os01g0191900	2R_MYB4, Os2R_MYB4, R2R3-MYB, MYB2-4, OsMYB2-4	1	4917960	4919224	1	2	0	1	2	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.20118	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000144	gene	Os01g0192000	DOS, OsDOS, OsC3H2, C3H2, OsTZF2, OsCCCH-Zn-4	1	4949133	4951123	1	20	0	1	9	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.391937	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000145	gene	Os01g0192900	ACS5, OS-ACS5, OsACS5, OsBphi008a	1	5002454	5004321	1	21	0	1	15	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.397257	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000146	gene	Os01g0193900	ALYL1, OsALYL1	1	5030157	5037142	1	4	0	1	2	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.243239	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000147	gene	Os01g0193900	ALYL1, OsALYL1	1	5028275	5037189	1	4	0	1	2	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.243239	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000148	gene	Os01g0194300	NH1, OsNH1, OsNPR1, NPR1, OsNPR1/NH1, OsPR2, PR2, DLN5, OsDLN5, OsBTBA1, BTBA1	1	5060605	5065209	1	62	0	1	25	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.521798	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000149	gene	Os01g0195000	IDD2, OsIDD2, ZOS1-04, OsZOS1-04	1	5099555	5102080	1	2	0	1	2	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.20118	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000150	gene	Os01g0196300	DPF, OsbHLH025, bHLH025, bHLH25	1	5201862	5203996	1	5	0	1	5	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.25993	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000151	gene	Os01g0197100	D2, D2a, CYP90D2, CYP90D2/D2, d2, dwf2, D2/CYP90D2, OsD2, SMG11, OsSMG11, D2/SMG11, OsD2a, OsD2b	1	5236623	5244023	1	49	0	1	22	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.493905	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000152	gene	Os01g0197100	D2, D2b, CYP90D2, CYP90D2/D2, d2, dwf2, D2/CYP90D2, OsD2, SMG11, OsSMG11, D2/SMG11, OsD2a, OsD2b	1	5238162	5244520	1	49	0	1	22	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.493905	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000153	gene	Os01g0197700	GN1A, Gn1a, OsCKX2, CKX2, ckx2, Gn1a/OsCKX2, Os CKX2, CKX2/Gn1a	1	5270449	5275585	1	95	0	1	36	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.573121	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000154	gene	Os01g0197900	RDR3, OsRDR3, OsRDR3a	1	5288136	5302247	1	3	0	1	3	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.22397	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000155	gene	Os01g0198000	RDR4, OsRDR4, OsRDR3b	1	5307415	5324478	1	2	0	1	2	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.20118	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000156	gene	Os01g0200300	HOX29, OsHB5, HB5, Oshox29, OsHox29, OSHB5	1	5426518	5431635	1	4	0	1	4	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.243239	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000157	gene	Os01g0200700	MTI3A, OsMT-3a, OsMT3, OsMT3a, MT3a, MT3, OsMT-I-3a, MT-I-3a, MTe, met2, OsMTI-3a, MTI-3a	1	5478545	5479749	1	4	0	1	4	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.243239	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000158	gene	Os01g0201400	RALF3, OsRALF17, RALF17, OsRALF-3, RALF-3, OsRALF3	1	5540631	5541520	1	2	0	1	2	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.20118	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000159	gene	Os01g0201600	GAE1, OsGAE1	1	5549651	5551003	1	18	0	1	12	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.380565	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000160	gene	Os01g0201700	RAG, MADS3, OsMADS3, OsMADS3(t), RMADS222, RAG1, rf3	1	5560202	5568844	1	45	0	1	18	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.4839	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000161	gene	Os01g0202800	NIP1;2, OsNIP1;2, NIP1-2, OsNIP1.2, NIP1.2	1	5663323	5668903	1	17	0	1	11	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.374467	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000162	gene	Os01g0203000	BZR2, OsBZR2, OsBES1-2, BES1-2	1	5668988	5671470	1	3	0	1	3	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.22397	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000163	gene	Os01g0204300	SRK1, OsSRK1	1	5731513	5734532	1	2	0	1	2	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.20118	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000164	gene	Os01g0205200	ASL, OsASL	1	5764511	5768024	1	3	0	1	3	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.22397	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000165	gene	Os01g0205700	GSK1, OsGSK1, Os GSK1, OsSK21, OsSK21/OsGSK1, SK21	1	5774293	5778466	1	11	0	1	10	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.329882	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000166	gene	Os01g0206800	NA	1	5814827	5819207	1	1	0	1	1	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.173287	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000167	gene	Os01g0208600	ES1, TUT1, OsSCAR1, SCAR1, TUT1/OsSCAR1, OsSCAR2, SCAR2	1	5890605	5898131	1	13	0	1	12	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.346574	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000168	gene	Os01g0208700	PPC4, Osppc4, ppc4, PEPC-2	1	5899561	5909560	1	8	0	1	8	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.299737	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000169	gene	Os01g0209700	GA2OX7, GA2ox7, OsGA2ox7	1	5968819	5972489	1	2	0	1	2	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.20118	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000170	gene	Os01g0210400	TOD1, OsTOD1	1	6005040	6007163	1	5	0	1	4	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.25993	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000171	gene	Os01g0210700	KAT2, OsKAT2	1	6017745	6022156	1	22	0	1	11	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.402359	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000172	gene	Os01g0212500	SPEAR2, OsTIE1, TIE1, OsSPEAR2	1	6139513	6142124	1	3	0	1	3	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.22397	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000173	gene	Os01g0213800	PCF5, OsPCF5, OsTCP1, OsTCP1/PCF5	1	6221640	6224242	1	3	0	1	3	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.22397	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000174	gene	Os01g0214800	GELP3, OsGDSL1, OsGdsl1, OsGELP3, OsGELP3a, OsGELP3b	1	6278520	6283559	1	3	0	1	3	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.22397	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000175	gene	Os01g0218032	TA2, ROS1A, ROS1, ROS1a, OsROS1, DME1, OsROS1A, mOsROS1, ROS1A/DNG702, DNG702, OsDNG702	1	6444246	6456068	1	6	0	1	6	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.274653	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000176	gene	Os01g0218500	FTL, FTL1, OsFTL1, FT-L1	1	6494516	6499766	1	7	0	1	7	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.287823	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000177	gene	Os01g0218800	SDG721, OsSET1, SET1, OsSDG721	1	6507368	6514640	1	35	0	1	26	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.454698	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000178	gene	Os01g0219200	ZYGO1, Os_F0777, OsZYGO1	1	6528797	6531845	1	8	0	1	6	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.299737	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000179	gene	Os01g0219500	OsLTPL18, OsLTP1.1, LTP1.1, T42, OsLtp1.1	1	6541008	6543076	1	2	0	1	2	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.20118	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000180	gene	Os01g0220100	CEL9A, OsCel9A, Cel9A, OsGH9C3, GH9C3, OsGLU5	1	6564697	6568140	1	19	0	1	8	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.38638	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000181	gene	Os01g0221100	JAR2, OsGH3-3, GH3-3, OsGH3.3, GH3.3, OsJAR2, JAR2/GH3-3, OsGH3.3/OsJAR2	1	6626040	6630462	1	5	0	1	5	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.25993	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000182	gene	Os01g0221600	ALMT4, OsALMT4	1	6659237	6662320	1	12	0	1	9	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.338506	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000183	gene	Os01g0222800	SDRLK67, SDRLK-67, OsSDRLK-67, OsSDRLK67	1	6710757	6714433	1	3	0	1	3	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.22397	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000184	gene	Os01g0223100	HDA707, OsHDA707	1	6722205	6722600	1	2	0	1	2	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.20118	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000185	gene	Os01g0223600	SRLK, OsSRLK, OsPRK	1	6766511	6770164	1	11	0	1	10	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.329882	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000186	gene	Os01g0223700	SDRLK68, SDRLK-68, OsSDRLK-68, OsSDRLK68	1	6774202	6776856	1	3	0	1	3	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.22397	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
OBJ_GENE_00000187	gene	Os01g0223800	ESG1, SDRLK-ESG1, OsESG1, OsSDRLK-ESG1	1	6781758	6786465	1	15	0	1	13	1.5	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity	0.361296	annotation_record_count;external_knowledge_hit_count;database_source_count;known_gene_proximity_proxy	research_bias_score is a proxy, not complete literature bias correction	matched_decoy_v055_chr1_snp_prototype_v1
