candidate_pool_id	object_id	trait_id	object_type	candidate_object_id	candidate_object_type	candidate_chrom	candidate_start	candidate_end	candidate_length	same_chrom	position_bin	position_distance	gene_density_object	gene_density_candidate	variant_density_object	variant_density_candidate	annotation_richness_object	annotation_richness_candidate	evidence_source_coverage_object	evidence_source_coverage_candidate	database_detectability_object	database_detectability_candidate	interval_length_object	interval_length_candidate	chr1_snp_window_coverage_object	chr1_snp_window_coverage_candidate	chr1_snp_variant_coverage_object	chr1_snp_variant_coverage_candidate	candidate_pool_status	candidate_exclusion_reason	notes	pipeline_version
CP_000000072	OBJ_GENE_00000033	data_lt_2007__lsen	gene	GENE_BG_LOC4326093	gene	1	921051	924075	3025	true	chr1:0Mb->chr1:0Mb	9608	446	446	5	0	1.5	1.5	4	0	0.219722	0.219722	4575	3025	2	0	5	0	eligible_matched_background_candidate	NA	candidate is matched background only; it is not a true negative label	matched_decoy_v055_chr1_snp_prototype_v1
CP_000000073	OBJ_GENE_00000033	data_lt_2007__lsen	gene	GENE_BG_Os01g0116400	gene	1	921078	923630	2553	true	chr1:0Mb->chr1:0Mb	9817	446	446	5	0	1.5	1.5	4	0	0.219722	0.219722	4575	2553	2	0	5	0	eligible_matched_background_candidate	NA	candidate is matched background only; it is not a true negative label	matched_decoy_v055_chr1_snp_prototype_v1
CP_000000074	OBJ_GENE_00000033	data_lt_2007__lsen	gene	GENE_BG_LOC_Os01g02700	gene	1	920992	923630	2639	true	chr1:0Mb->chr1:0Mb	9860	446	446	5	0	1.5	1.5	4	0	0.219722	0.219722	4575	2639	2	0	5	0	eligible_matched_background_candidate	NA	candidate is matched background only; it is not a true negative label	matched_decoy_v055_chr1_snp_prototype_v1
CP_000000075	OBJ_GENE_00000033	data_lt_2007__lsen	gene	GENE_BG_LOC_Os01g02740	gene	1	940005	952451	12447	true	chr1:0Mb->chr1:0Mb	14057	446	448	5	0	1.5	1.5	4	0	0.219722	0.219722	4575	12447	2	0	5	0	eligible_matched_background_candidate	NA	candidate is matched background only; it is not a true negative label	matched_decoy_v055_chr1_snp_prototype_v1
CP_000000076	OBJ_GENE_00000033	data_lt_2007__lsen	gene	GENE_BG_LOC107281768	gene	1	915911	920716	4806	true	chr1:0Mb->chr1:0Mb	13858	446	449	5	0	1.5	1.5	4	0	0.219722	0.219722	4575	4806	2	0	5	0	eligible_matched_background_candidate	NA	candidate is matched background only; it is not a true negative label	matched_decoy_v055_chr1_snp_prototype_v1
CP_000000077	OBJ_GENE_00000033	data_lt_2007__lsen	gene	GENE_BG_LOC_Os01g02690	gene	1	915639	919674	4036	true	chr1:0Mb->chr1:0Mb	14515	446	449	5	0	1.5	1.5	4	0	0.219722	0.219722	4575	4036	2	0	5	0	eligible_matched_background_candidate	NA	candidate is matched background only; it is not a true negative label	matched_decoy_v055_chr1_snp_prototype_v1
CP_000000078	OBJ_GENE_00000033	data_lt_2007__lsen	gene	GENE_BG_LOC9272259	gene	1	915359	919852	4494	true	chr1:0Mb->chr1:0Mb	14566	446	449	5	0	1.5	1.5	4	0	0.219722	0.219722	4575	4494	2	0	5	0	eligible_matched_background_candidate	NA	candidate is matched background only; it is not a true negative label	matched_decoy_v055_chr1_snp_prototype_v1
CP_000000079	OBJ_GENE_00000033	data_lt_2007__lsen	gene	GENE_BG_LOC4326096	gene	1	938622	956817	18196	true	chr1:0Mb->chr1:0Mb	15548	446	449	5	0	1.5	1.5	4	0	0.219722	0.219722	4575	18196	2	0	5	0	eligible_matched_background_candidate	NA	candidate is matched background only; it is not a true negative label	matched_decoy_v055_chr1_snp_prototype_v1
CP_000000080	OBJ_GENE_00000033	data_lt_2007__lsen	gene	GENE_BG_Os01g0117200	gene	1	969340	973327	3988	true	chr1:0Mb->chr1:0Mb	39162	446	449	5	0	1.5	1.5	4	1	0.219722	0.219722	4575	3988	2	0	5	0	eligible_matched_background_candidate	NA	candidate is matched background only; it is not a true negative label	matched_decoy_v055_chr1_snp_prototype_v1
CP_000000081	OBJ_GENE_00000033	data_lt_2007__lsen	gene	GENE_BG_LOC_Os01g02680	gene	1	911735	914246	2512	true	chr1:0Mb->chr1:0Mb	19181	446	451	5	0	1.5	1.5	4	0	0.219722	0.219722	4575	2512	2	0	5	0	eligible_matched_background_candidate	NA	candidate is matched background only; it is not a true negative label	matched_decoy_v055_chr1_snp_prototype_v1
CP_000000082	OBJ_GENE_00000033	data_lt_2007__lsen	gene	GENE_BG_LOC4326092	gene	1	911677	914240	2564	true	chr1:0Mb->chr1:0Mb	19213	446	451	5	0	1.5	1.5	4	0	0.219722	0.219722	4575	2564	2	0	5	0	eligible_matched_background_candidate	NA	candidate is matched background only; it is not a true negative label	matched_decoy_v055_chr1_snp_prototype_v1
CP_000000083	OBJ_GENE_00000033	data_lt_2007__lsen	gene	GENE_BG_Os01g0115900	gene	1	865792	869367	3576	true	chr1:0Mb->chr1:0Mb	64592	446	454	5	0	1.5	1.5	4	2	0.219722	0.219722	4575	3576	2	0	5	0	eligible_matched_background_candidate	NA	candidate is matched background only; it is not a true negative label	matched_decoy_v055_chr1_snp_prototype_v1
CP_000000084	OBJ_GENE_00000033	data_lt_2007__lsen	gene	GENE_BG_LOC_Os01g02750	gene	1	954075	956817	2743	true	chr1:0Mb->chr1:0Mb	23275	446	453	5	0	1.5	1.5	4	0	0.219722	0.219722	4575	2743	2	0	5	0	eligible_matched_background_candidate	NA	candidate is matched background only; it is not a true negative label	matched_decoy_v055_chr1_snp_prototype_v1
CP_000000085	OBJ_GENE_00000033	data_lt_2007__lsen	gene	GENE_BG_LOC107281771	gene	1	954966	957322	2357	true	chr1:0Mb->chr1:0Mb	23973	446	453	5	0	1.5	1.5	4	0	0.219722	0.219722	4575	2357	2	0	5	0	eligible_matched_background_candidate	NA	candidate is matched background only; it is not a true negative label	matched_decoy_v055_chr1_snp_prototype_v1
CP_000000086	OBJ_GENE_00000033	data_lt_2007__lsen	gene	GENE_BG_Os01g0115800	gene	1	862579	865249	2671	true	chr1:0Mb->chr1:0Mb	68257	446	451	5	0	1.5	1.5	4	2	0.219722	0.219722	4575	2671	2	0	5	0	eligible_matched_background_candidate	NA	candidate is matched background only; it is not a true negative label	matched_decoy_v055_chr1_snp_prototype_v1
CP_000000087	OBJ_GENE_00000033	data_lt_2007__lsen	gene	GENE_BG_LOC_Os01g02670	gene	1	904341	910142	5802	true	chr1:0Mb->chr1:0Mb	24930	446	451	5	0	1.5	1.5	4	0	0.219722	0.219722	4575	5802	2	0	5	0	eligible_matched_background_candidate	NA	candidate is matched background only; it is not a true negative label	matched_decoy_v055_chr1_snp_prototype_v1
CP_000000088	OBJ_GENE_00000033	data_lt_2007__lsen	gene	GENE_BG_Os01g0118300	gene	1	1046604	1053166	6563	true	chr1:0Mb->chr1:1Mb	117714	446	438	5	0	1.5	1.5	4	3	0.219722	0.219722	4575	6563	2	0	5	0	eligible_matched_background_candidate	NA	candidate is matched background only; it is not a true negative label	matched_decoy_v055_chr1_snp_prototype_v1
CP_000000089	OBJ_GENE_00000033	data_lt_2007__lsen	gene	GENE_BG_LOC_Os01g02760	gene	1	957907	960626	2720	true	chr1:0Mb->chr1:0Mb	27095	446	451	5	0	1.5	1.5	4	0	0.219722	0.219722	4575	2720	2	0	5	0	eligible_matched_background_candidate	NA	candidate is matched background only; it is not a true negative label	matched_decoy_v055_chr1_snp_prototype_v1
CP_000000090	OBJ_GENE_00000033	data_lt_2007__lsen	gene	GENE_BG_LOC4326097	gene	1	957751	961609	3859	true	chr1:0Mb->chr1:0Mb	27509	446	451	5	0	1.5	1.5	4	0	0.219722	0.219722	4575	3859	2	0	5	0	eligible_matched_background_candidate	NA	candidate is matched background only; it is not a true negative label	matched_decoy_v055_chr1_snp_prototype_v1
CP_000000091	OBJ_GENE_00000037	data_lt_2007__cult_code_repro	gene	GENE_BG_Os01g0124200	gene	1	1347665	1348723	1059	true	chr1:1Mb->chr1:1Mb	6042	402	403	4	0	1.5	1.5	4	3	0.219722	0.219722	1063	1059	2	0	4	0	eligible_matched_background_candidate	NA	candidate is matched background only; it is not a true negative label	matched_decoy_v055_chr1_snp_prototype_v1
CP_000000092	OBJ_GENE_00000037	data_lt_2007__cult_code_repro	gene	GENE_BG_Os01g0124500	gene	1	1356413	1361286	4874	true	chr1:1Mb->chr1:1Mb	4613	402	405	4	0	1.5	1.5	4	2	0.219722	0.219722	1063	4874	2	0	4	0	eligible_matched_background_candidate	NA	candidate is matched background only; it is not a true negative label	matched_decoy_v055_chr1_snp_prototype_v1
CP_000000093	OBJ_GENE_00000037	data_lt_2007__cult_code_repro	gene	GENE_BG_Os01g0124600	gene	1	1363710	1364282	573	true	chr1:1Mb->chr1:1Mb	9760	402	400	4	0	1.5	1.5	4	2	0.219722	0.219722	1063	573	2	0	4	0	eligible_matched_background_candidate	NA	candidate is matched background only; it is not a true negative label	matched_decoy_v055_chr1_snp_prototype_v1
CP_000000094	OBJ_GENE_00000037	data_lt_2007__cult_code_repro	gene	GENE_BG_Os01g0127000	gene	1	1490494	1492684	2191	true	chr1:1Mb->chr1:1Mb	137353	402	421	4	0	1.5	1.5	4	3	0.219722	0.219722	1063	2191	2	0	4	0	eligible_matched_background_candidate	NA	candidate is matched background only; it is not a true negative label	matched_decoy_v055_chr1_snp_prototype_v1
CP_000000095	OBJ_GENE_00000037	data_lt_2007__cult_code_repro	gene	GENE_BG_Os01g0124650	gene	1	1365586	1366432	847	true	chr1:1Mb->chr1:1Mb	11773	402	405	4	0	1.5	1.5	4	2	0.219722	0.219722	1063	847	2	0	4	0	eligible_matched_background_candidate	NA	candidate is matched background only; it is not a true negative label	matched_decoy_v055_chr1_snp_prototype_v1
CP_000000096	OBJ_GENE_00000037	data_lt_2007__cult_code_repro	gene	GENE_BG_Os01g0127200	gene	1	1497241	1500606	3366	true	chr1:1Mb->chr1:1Mb	144687	402	424	4	0	1.5	1.5	4	3	0.219722	0.219722	1063	3366	2	0	4	0	eligible_matched_background_candidate	NA	candidate is matched background only; it is not a true negative label	matched_decoy_v055_chr1_snp_prototype_v1
CP_000000097	OBJ_GENE_00000037	data_lt_2007__cult_code_repro	gene	GENE_BG_Os01g0124100	gene	1	1345118	1346047	930	true	chr1:1Mb->chr1:1Mb	8654	402	400	4	0	1.5	1.5	4	1	0.219722	0.219722	1063	930	2	0	4	0	eligible_matched_background_candidate	NA	candidate is matched background only; it is not a true negative label	matched_decoy_v055_chr1_snp_prototype_v1
CP_000000098	OBJ_GENE_00000037	data_lt_2007__cult_code_repro	gene	GENE_BG_Os01g0124000	gene	1	1341368	1342277	910	true	chr1:1Mb->chr1:1Mb	12414	402	405	4	0	1.5	1.5	4	1	0.219722	0.219722	1063	910	2	0	4	0	eligible_matched_background_candidate	NA	candidate is matched background only; it is not a true negative label	matched_decoy_v055_chr1_snp_prototype_v1
CP_000000099	OBJ_GENE_00000037	data_lt_2007__cult_code_repro	gene	GENE_BG_Os01g0123900	gene	1	1338241	1339098	858	true	chr1:1Mb->chr1:1Mb	15567	402	403	4	0	1.5	1.5	4	1	0.219722	0.219722	1063	858	2	0	4	0	eligible_matched_background_candidate	NA	candidate is matched background only; it is not a true negative label	matched_decoy_v055_chr1_snp_prototype_v1
CP_000000100	OBJ_GENE_00000037	data_lt_2007__cult_code_repro	gene	GENE_BG_Os01g0124900	gene	1	1369191	1374138	4948	true	chr1:1Mb->chr1:1Mb	17428	402	404	4	0	1.5	1.5	4	1	0.219722	0.219722	1063	4948	2	0	4	0	eligible_matched_background_candidate	NA	candidate is matched background only; it is not a true negative label	matched_decoy_v055_chr1_snp_prototype_v1
CP_000000101	OBJ_GENE_00000037	data_lt_2007__cult_code_repro	gene	GENE_BG_Os01g0123700	gene	1	1333752	1334769	1018	true	chr1:1Mb->chr1:1Mb	19976	402	401	4	0	1.5	1.5	4	1	0.219722	0.219722	1063	1018	2	0	4	0	eligible_matched_background_candidate	NA	candidate is matched background only; it is not a true negative label	matched_decoy_v055_chr1_snp_prototype_v1
CP_000000102	OBJ_GENE_00000037	data_lt_2007__cult_code_repro	gene	GENE_BG_Os01g0125800	gene	1	1413839	1418982	5144	true	chr1:1Mb->chr1:1Mb	62174	402	410	4	0	1.5	1.5	4	3	0.219722	0.219722	1063	5144	2	0	4	0	eligible_matched_background_candidate	NA	candidate is matched background only; it is not a true negative label	matched_decoy_v055_chr1_snp_prototype_v1
CP_000000103	OBJ_GENE_00000037	data_lt_2007__cult_code_repro	gene	GENE_BG_LOC9271230	gene	1	1353653	1354797	1145	true	chr1:1Mb->chr1:1Mb	11	402	402	4	0	1.5	1.5	4	0	0.219722	0.219722	1063	1145	2	0	4	0	eligible_matched_background_candidate	NA	candidate is matched background only; it is not a true negative label	matched_decoy_v055_chr1_snp_prototype_v1
CP_000000104	OBJ_GENE_00000037	data_lt_2007__cult_code_repro	gene	GENE_BG_LOC_Os01g03360	gene	1	1353629	1354802	1174	true	chr1:1Mb->chr1:1Mb	21	402	402	4	0	1.5	1.5	4	0	0.219722	0.219722	1063	1174	2	0	4	0	eligible_matched_background_candidate	NA	candidate is matched background only; it is not a true negative label	matched_decoy_v055_chr1_snp_prototype_v1
CP_000000105	OBJ_GENE_00000037	data_lt_2007__cult_code_repro	gene	GENE_BG_LOC_Os01g03350	gene	1	1350820	1351107	288	true	chr1:1Mb->chr1:1Mb	3273	402	403	4	0	1.5	1.5	4	0	0.219722	0.219722	1063	288	2	0	4	0	eligible_matched_background_candidate	NA	candidate is matched background only; it is not a true negative label	matched_decoy_v055_chr1_snp_prototype_v1
CP_000000106	OBJ_GENE_00000037	data_lt_2007__cult_code_repro	gene	GENE_BG_LOC107275782	gene	1	1356413	1361286	4874	true	chr1:1Mb->chr1:1Mb	4613	402	405	4	0	1.5	1.5	4	0	0.219722	0.219722	1063	4874	2	0	4	0	eligible_matched_background_candidate	NA	candidate is matched background only; it is not a true negative label	matched_decoy_v055_chr1_snp_prototype_v1
CP_000000107	OBJ_GENE_00000037	data_lt_2007__cult_code_repro	gene	GENE_BG_LOC_Os01g03370	gene	1	1356601	1361257	4657	true	chr1:1Mb->chr1:1Mb	4693	402	405	4	0	1.5	1.5	4	0	0.219722	0.219722	1063	4657	2	0	4	0	eligible_matched_background_candidate	NA	candidate is matched background only; it is not a true negative label	matched_decoy_v055_chr1_snp_prototype_v1
CP_000000108	OBJ_GENE_00000037	data_lt_2007__cult_code_repro	gene	GENE_BG_LOC9268662	gene	1	1347611	1348781	1171	true	chr1:1Mb->chr1:1Mb	6040	402	403	4	0	1.5	1.5	4	0	0.219722	0.219722	1063	1171	2	0	4	0	eligible_matched_background_candidate	NA	candidate is matched background only; it is not a true negative label	matched_decoy_v055_chr1_snp_prototype_v1
CP_000000109	OBJ_GENE_00000037	data_lt_2007__cult_code_repro	gene	GENE_BG_LOC_Os01g03340	gene	1	1347567	1348786	1220	true	chr1:1Mb->chr1:1Mb	6060	402	403	4	0	1.5	1.5	4	0	0.219722	0.219722	1063	1220	2	0	4	0	eligible_matched_background_candidate	NA	candidate is matched background only; it is not a true negative label	matched_decoy_v055_chr1_snp_prototype_v1
CP_000000110	OBJ_GENE_00000037	data_lt_2007__cult_code_repro	gene	GENE_BG_LOC_Os01g03330	gene	1	1344557	1346419	1863	true	chr1:1Mb->chr1:1Mb	8748	402	401	4	0	1.5	1.5	4	0	0.219722	0.219722	1063	1863	2	0	4	0	eligible_matched_background_candidate	NA	candidate is matched background only; it is not a true negative label	matched_decoy_v055_chr1_snp_prototype_v1
CP_000000111	OBJ_GENE_00000037	data_lt_2007__cult_code_repro	gene	GENE_BG_LOC4326000	gene	1	1344557	1346414	1858	true	chr1:1Mb->chr1:1Mb	8751	402	401	4	0	1.5	1.5	4	0	0.219722	0.219722	1063	1858	2	0	4	0	eligible_matched_background_candidate	NA	candidate is matched background only; it is not a true negative label	matched_decoy_v055_chr1_snp_prototype_v1
CP_000000112	OBJ_GENE_00000037	data_lt_2007__cult_code_repro	gene	GENE_BG_LOC107277069	gene	1	1363481	1364302	822	true	chr1:1Mb->chr1:1Mb	9655	402	402	4	0	1.5	1.5	4	0	0.219722	0.219722	1063	822	2	0	4	0	eligible_matched_background_candidate	NA	candidate is matched background only; it is not a true negative label	matched_decoy_v055_chr1_snp_prototype_v1
CP_000000113	OBJ_GENE_00000037	data_lt_2007__cult_code_repro	gene	GENE_BG_LOC_Os01g03380	gene	1	1363516	1364303	788	true	chr1:1Mb->chr1:1Mb	9673	402	402	4	0	1.5	1.5	4	0	0.219722	0.219722	1063	788	2	0	4	0	eligible_matched_background_candidate	NA	candidate is matched background only; it is not a true negative label	matched_decoy_v055_chr1_snp_prototype_v1
CP_000000114	OBJ_GENE_00000037	data_lt_2007__cult_code_repro	gene	GENE_BG_Os01g0127500	gene	1	1513138	1514432	1295	true	chr1:1Mb->chr1:1Mb	159549	402	423	4	0	1.5	1.5	4	3	0.219722	0.219722	1063	1295	2	0	4	0	eligible_matched_background_candidate	NA	candidate is matched background only; it is not a true negative label	matched_decoy_v055_chr1_snp_prototype_v1
CP_000000115	OBJ_GENE_00000037	data_lt_2007__cult_code_repro	gene	GENE_BG_LOC_Os01g03390	gene	1	1365508	1366503	996	true	chr1:1Mb->chr1:1Mb	11769	402	405	4	0	1.5	1.5	4	0	0.219722	0.219722	1063	996	2	0	4	0	eligible_matched_background_candidate	NA	candidate is matched background only; it is not a true negative label	matched_decoy_v055_chr1_snp_prototype_v1
CP_000000116	OBJ_GENE_00000037	data_lt_2007__cult_code_repro	gene	GENE_BG_LOC9267088	gene	1	1365555	1366498	944	true	chr1:1Mb->chr1:1Mb	11790	402	405	4	0	1.5	1.5	4	0	0.219722	0.219722	1063	944	2	0	4	0	eligible_matched_background_candidate	NA	candidate is matched background only; it is not a true negative label	matched_decoy_v055_chr1_snp_prototype_v1
CP_000000117	OBJ_GENE_00000037	data_lt_2007__cult_code_repro	gene	GENE_BG_Os01g0124700	gene	1	1365703	1366502	800	true	chr1:1Mb->chr1:1Mb	11866	402	405	4	0	1.5	1.5	4	0	0.219722	0.219722	1063	800	2	0	4	0	eligible_matched_background_candidate	NA	candidate is matched background only; it is not a true negative label	matched_decoy_v055_chr1_snp_prototype_v1
CP_000000118	OBJ_GENE_00000037	data_lt_2007__cult_code_repro	gene	GENE_BG_LOC4325999	gene	1	1341349	1342272	924	true	chr1:1Mb->chr1:1Mb	12426	402	405	4	0	1.5	1.5	4	0	0.219722	0.219722	1063	924	2	0	4	0	eligible_matched_background_candidate	NA	candidate is matched background only; it is not a true negative label	matched_decoy_v055_chr1_snp_prototype_v1
CP_000000119	OBJ_GENE_00000037	data_lt_2007__cult_code_repro	gene	GENE_BG_LOC_Os01g03320	gene	1	1341319	1342277	959	true	chr1:1Mb->chr1:1Mb	12438	402	405	4	0	1.5	1.5	4	0	0.219722	0.219722	1063	959	2	0	4	0	eligible_matched_background_candidate	NA	candidate is matched background only; it is not a true negative label	matched_decoy_v055_chr1_snp_prototype_v1
CP_000000120	OBJ_GENE_00000037	data_lt_2007__cult_code_repro	gene	GENE_BG_LOC_Os01g03400	gene	1	1368891	1369792	902	true	chr1:1Mb->chr1:1Mb	15105	402	404	4	0	1.5	1.5	4	0	0.219722	0.219722	1063	902	2	0	4	0	eligible_matched_background_candidate	NA	candidate is matched background only; it is not a true negative label	matched_decoy_v055_chr1_snp_prototype_v1
CP_000000121	OBJ_GENE_00000048	data_lt_2007__spkf	gene	GENE_BG_Os01g0127000	gene	1	1490494	1492684	2191	true	chr1:1Mb->chr1:1Mb	22196	423	421	2	0	1.5	1.5	3	3	0.219722	0.219722	1295	2191	2	0	2	0	eligible_matched_background_candidate	NA	candidate is matched background only; it is not a true negative label	matched_decoy_v055_chr1_snp_prototype_v1
CP_000000122	OBJ_GENE_00000048	data_lt_2007__spkf	gene	GENE_BG_Os01g0127200	gene	1	1497241	1500606	3366	true	chr1:1Mb->chr1:1Mb	14862	423	424	2	0	1.5	1.5	3	3	0.219722	0.219722	1295	3366	2	0	2	0	eligible_matched_background_candidate	NA	candidate is matched background only; it is not a true negative label	matched_decoy_v055_chr1_snp_prototype_v1
CP_000000123	OBJ_GENE_00000048	data_lt_2007__spkf	gene	GENE_BG_Os01g0128300	gene	1	1569644	1570940	1297	true	chr1:1Mb->chr1:1Mb	56507	423	437	2	0	1.5	1.5	3	3	0.219722	0.219722	1295	1297	2	0	2	0	eligible_matched_background_candidate	NA	candidate is matched background only; it is not a true negative label	matched_decoy_v055_chr1_snp_prototype_v1
CP_000000124	OBJ_GENE_00000048	data_lt_2007__spkf	gene	GENE_BG_Os01g0127300	gene	1	1504037	1508057	4021	true	chr1:1Mb->chr1:1Mb	7738	423	425	2	0	1.5	1.5	3	2	0.219722	0.219722	1295	4021	2	0	2	0	eligible_matched_background_candidate	NA	candidate is matched background only; it is not a true negative label	matched_decoy_v055_chr1_snp_prototype_v1
CP_000000125	OBJ_GENE_00000048	data_lt_2007__spkf	gene	GENE_BG_Os01g0126900	gene	1	1486400	1488897	2498	true	chr1:1Mb->chr1:1Mb	26137	423	423	2	0	1.5	1.5	3	2	0.219722	0.219722	1295	2498	2	0	2	0	eligible_matched_background_candidate	NA	candidate is matched background only; it is not a true negative label	matched_decoy_v055_chr1_snp_prototype_v1
CP_000000126	OBJ_GENE_00000048	data_lt_2007__spkf	gene	GENE_BG_Os01g0128000	gene	1	1549241	1551011	1771	true	chr1:1Mb->chr1:1Mb	36341	423	429	2	0	1.5	1.5	3	3	0.219722	0.219722	1295	1771	2	0	2	0	eligible_matched_background_candidate	NA	candidate is matched background only; it is not a true negative label	matched_decoy_v055_chr1_snp_prototype_v1
CP_000000127	OBJ_GENE_00000048	data_lt_2007__spkf	gene	GENE_BG_Os01g0127700	gene	1	1518247	1521601	3355	true	chr1:1Mb->chr1:1Mb	6139	423	423	2	0	1.5	1.5	3	1	0.219722	0.219722	1295	3355	2	0	2	0	eligible_matched_background_candidate	NA	candidate is matched background only; it is not a true negative label	matched_decoy_v055_chr1_snp_prototype_v1
CP_000000128	OBJ_GENE_00000048	data_lt_2007__spkf	gene	GENE_BG_LOC_Os01g03670	gene	1	1513136	1514467	1332	true	chr1:1Mb->chr1:1Mb	16	423	423	2	0	1.5	1.5	3	0	0.219722	0.219722	1295	1332	2	0	2	0	eligible_matched_background_candidate	NA	candidate is matched background only; it is not a true negative label	matched_decoy_v055_chr1_snp_prototype_v1
CP_000000129	OBJ_GENE_00000048	data_lt_2007__spkf	gene	GENE_BG_LOC4325988	gene	1	1512972	1514467	1496	true	chr1:1Mb->chr1:1Mb	66	423	423	2	0	1.5	1.5	3	0	0.219722	0.219722	1295	1496	2	0	2	0	eligible_matched_background_candidate	NA	candidate is matched background only; it is not a true negative label	matched_decoy_v055_chr1_snp_prototype_v1
CP_000000130	OBJ_GENE_00000048	data_lt_2007__spkf	gene	GENE_BG_Os01g0127450	gene	1	1511964	1512646	683	true	chr1:1Mb->chr1:1Mb	1480	423	423	2	0	1.5	1.5	3	0	0.219722	0.219722	1295	683	2	0	2	0	eligible_matched_background_candidate	NA	candidate is matched background only; it is not a true negative label	matched_decoy_v055_chr1_snp_prototype_v1
CP_000000131	OBJ_GENE_00000048	data_lt_2007__spkf	gene	GENE_BG_Os01g0127600	gene	1	1515837	1516714	878	true	chr1:1Mb->chr1:1Mb	2490	423	423	2	0	1.5	1.5	3	0	0.219722	0.219722	1295	878	2	0	2	0	eligible_matched_background_candidate	NA	candidate is matched background only; it is not a true negative label	matched_decoy_v055_chr1_snp_prototype_v1
CP_000000132	OBJ_GENE_00000048	data_lt_2007__spkf	gene	GENE_BG_LOC4325989	gene	1	1515835	1516729	895	true	chr1:1Mb->chr1:1Mb	2497	423	423	2	0	1.5	1.5	3	0	0.219722	0.219722	1295	895	2	0	2	0	eligible_matched_background_candidate	NA	candidate is matched background only; it is not a true negative label	matched_decoy_v055_chr1_snp_prototype_v1
CP_000000133	OBJ_GENE_00000048	data_lt_2007__spkf	gene	GENE_BG_LOC_Os01g03680	gene	1	1515837	1516832	996	true	chr1:1Mb->chr1:1Mb	2549	423	423	2	0	1.5	1.5	3	0	0.219722	0.219722	1295	996	2	0	2	0	eligible_matched_background_candidate	NA	candidate is matched background only; it is not a true negative label	matched_decoy_v055_chr1_snp_prototype_v1
CP_000000134	OBJ_GENE_00000048	data_lt_2007__spkf	gene	GENE_BG_LOC_Os01g03660	gene	1	1508235	1512752	4518	true	chr1:1Mb->chr1:1Mb	3292	423	425	2	0	1.5	1.5	3	0	0.219722	0.219722	1295	4518	2	0	2	0	eligible_matched_background_candidate	NA	candidate is matched background only; it is not a true negative label	matched_decoy_v055_chr1_snp_prototype_v1
CP_000000135	OBJ_GENE_00000048	data_lt_2007__spkf	gene	GENE_BG_LOC4325987	gene	1	1508155	1512761	4607	true	chr1:1Mb->chr1:1Mb	3327	423	425	2	0	1.5	1.5	3	0	0.219722	0.219722	1295	4607	2	0	2	0	eligible_matched_background_candidate	NA	candidate is matched background only; it is not a true negative label	matched_decoy_v055_chr1_snp_prototype_v1
CP_000000136	OBJ_GENE_00000048	data_lt_2007__spkf	gene	GENE_BG_Os01g0124200	gene	1	1347665	1348723	1059	true	chr1:1Mb->chr1:1Mb	165591	423	403	2	0	1.5	1.5	3	3	0.219722	0.219722	1295	1059	2	0	2	0	eligible_matched_background_candidate	NA	candidate is matched background only; it is not a true negative label	matched_decoy_v055_chr1_snp_prototype_v1
CP_000000137	OBJ_GENE_00000048	data_lt_2007__spkf	gene	GENE_BG_Os01g0127400	gene	1	1508213	1510771	2559	true	chr1:1Mb->chr1:1Mb	4293	423	426	2	0	1.5	1.5	3	0	0.219722	0.219722	1295	2559	2	0	2	0	eligible_matched_background_candidate	NA	candidate is matched background only; it is not a true negative label	matched_decoy_v055_chr1_snp_prototype_v1
CP_000000138	OBJ_GENE_00000048	data_lt_2007__spkf	gene	GENE_BG_LOC4325990	gene	1	1518115	1521626	3512	true	chr1:1Mb->chr1:1Mb	6085	423	423	2	0	1.5	1.5	3	0	0.219722	0.219722	1295	3512	2	0	2	0	eligible_matched_background_candidate	NA	candidate is matched background only; it is not a true negative label	matched_decoy_v055_chr1_snp_prototype_v1
CP_000000139	OBJ_GENE_00000048	data_lt_2007__spkf	gene	GENE_BG_LOC_Os01g03690	gene	1	1518245	1521644	3400	true	chr1:1Mb->chr1:1Mb	6159	423	423	2	0	1.5	1.5	3	0	0.219722	0.219722	1295	3400	2	0	2	0	eligible_matched_background_candidate	NA	candidate is matched background only; it is not a true negative label	matched_decoy_v055_chr1_snp_prototype_v1
CP_000000140	OBJ_GENE_00000048	data_lt_2007__spkf	gene	GENE_BG_LOC4325986	gene	1	1503993	1508082	4090	true	chr1:1Mb->chr1:1Mb	7748	423	425	2	0	1.5	1.5	3	0	0.219722	0.219722	1295	4090	2	0	2	0	eligible_matched_background_candidate	NA	candidate is matched background only; it is not a true negative label	matched_decoy_v055_chr1_snp_prototype_v1
CP_000000141	OBJ_GENE_00000048	data_lt_2007__spkf	gene	GENE_BG_LOC_Os01g03650	gene	1	1503993	1508057	4065	true	chr1:1Mb->chr1:1Mb	7760	423	425	2	0	1.5	1.5	3	0	0.219722	0.219722	1295	4065	2	0	2	0	eligible_matched_background_candidate	NA	candidate is matched background only; it is not a true negative label	matched_decoy_v055_chr1_snp_prototype_v1
CP_000000142	OBJ_GENE_00000048	data_lt_2007__spkf	gene	GENE_BG_Os01g0130200	gene	1	1685427	1685810	384	true	chr1:1Mb->chr1:1Mb	171833	423	429	2	0	1.5	1.5	3	2	0.219722	0.219722	1295	384	2	0	2	0	eligible_matched_background_candidate	NA	candidate is matched background only; it is not a true negative label	matched_decoy_v055_chr1_snp_prototype_v1
